content,score,at
"kalo malam kenapa tarif,nya bisa berubah mahal dan rute jalanannya di puter tidak jelas kalo dipantau dari aplikasi. padahal rute jalan biasa terdekat ada. tolong jangan mau tenaga dari ojolnya saja kasihan mereka bahan bakar digunakan sekarang tidak murah.",1,2024-05-02 20:33:13
"Udah di cancel, ngirder ulang masih orang yang sama tolong di betulin dikit aplikasinya",1,2024-05-02 20:12:04
"pengemudi/driver sangat kasar dan tidak ramah, keluhan: pengemudi sangat kasar the driver is very rude",1,2024-05-02 19:19:32
"Bantu tambahkan fitur kirim gambar di menu chat antara penumpang dan driver, untuk mempermudah komunikasi.",1,2024-05-02 18:38:42
driver mobil nya minta biaya tambahan padahal udah di kasih lebih katanya udah lewat dri jalur pdhl udah kasi jalur yg bener,1,2024-05-02 17:48:41
drivernya banyak badattitude 🙏🙏🙏🙏,2,2024-05-02 17:44:04
Maxim di Aceh mencari pengemudi setengah jam pelanggan udah hampir mati kelaparan,1,2024-05-02 16:03:43
"Pemesanan waktu tunggu 21 menit sementara saya langsng jumpa dan langsung jalan dengan penggemudi, tidak ada menunggu, tarif naik hampir 50% sorry la, gak lagi lagi naek maxim",1,2024-05-02 14:20:35
3x ditolak driver,1,2024-05-02 13:29:11
Tlng maxim dihps dr muka bumi nh krna drivernya gk tau diri songong smua bru jd driver aj udh songong sya gk mau ad lg maxim dr muka bumi nih,1,2024-05-02 12:18:13
baik,2,2024-05-02 11:59:11
Saya mengisi maxim wallet. Sudah berhasil tapi saldonya tidak masuk,1,2024-05-02 11:58:18
"bos kenapa saya buka maxim selalu tidak terhubung ke internet padahal internet saya aktif,itu kenapa?",1,2024-05-02 11:49:57
"Supir nya gatel, genit saya anak sekolah di goda""in tolong ya maxim blok aja driver"" kaya gtu muak saya naek nya",1,2024-05-02 11:11:47
Aplikasi buruk,1,2024-05-02 10:13:51
"Kaspro nya blm bisa digunakan,disengajain top up eh malah gak bisa, tolong diperbaiki secepatnya",1,2024-05-02 07:18:12
Mohon agar semua Maxim segera cepat saya sering terlambat karena Maxim,1,2024-05-02 07:07:28
untuk pesanan makanan tidak ada fitur pembatalan,1,2024-05-02 02:23:09
"Pindahan pke jasa ini ,jelek, tas Eiger punya suami saya berisi hp, dompet, sama kunci motor dibawa kabur oleh SUTRISNO dengan SUZUKI CARRY warna putih, nopol T8716AL,,, NO hp pelaku Sutrisno ditelfon sudah tidak aktif,,, mohon ditindak lanjuti yah min mohon bantuannya 🙏🙏 kejadiannya di Telukjambe",1,2024-05-01 23:08:45
Pengemudi mengemudikan motor sambil bermain game Ludo. Sudah saya laporkan diaplikasi tapi tanggapan CS tidak memuaskan.,1,2024-05-01 22:07:10
"Aplikasi yg tidak rekomen buat si gunakan, banyak sekali penipu didalamnya seperti hipnotis. Bahkan nomor kita dapat dengan mudah di ketahui oleh orang melalui aplikasi",1,2024-05-01 22:01:19
Alamat nya susah malah maps nya di aku ga keluar kenapa sih sinyalnya apa emng apknya kurang upgrade 🙏,2,2024-05-01 22:00:19
Jarang timbul nominal harga,2,2024-05-01 21:22:35
Tolong dong ditingkatkan lagi dari pencarian kurirnya terutama untuk pesan antar makanan susah kali dpat kurir. Untuk sementara saya kasih bintang segini dlu,1,2024-05-01 21:06:24
"Udh nunggu 1 jam gk dpet drivernya, trus mau d cancel jga gabisa tiap mencet cancel psti gada respon pdhal bsa d geser atau mesan baru, ampas",1,2024-05-01 20:19:47
"pesen udah mau 30 menit gak dateng"" , keterangan di aplikasi padahal segera tiba, KACAU INI APLIKASI,",1,2024-05-01 18:23:59
"Terakhir kali naik Maxime kemaren apesss banget , saya kehilangan handphone , pas di lacak masih di dalam mobilnya tapi si supir nggak mau ngaku , yasudah lah nggak lagi lagi.",1,2024-05-01 18:02:05
d :: ',2,2024-05-01 18:01:27
"Lebih gojek, Maxim tolol",1,2024-05-01 17:37:50
ok👍,1,2024-05-01 16:23:47
Sangat buruk pengemudi nya milih milih argo,1,2024-05-01 14:21:08
terima kasih,2,2024-05-01 14:02:41
"Review jujur, driver beberapa kali nolak karna tidak diberi tip, mayoritas driver tidak sopan. Mungkin hanya 1:10 yg bener"" baik adanya bekerja. Mohon untuk pihak maxim, setidaknya memberikan perjanjian kerja/aturan bagi driver. Masa ada driver yg tidak punya uang kembalian malah menuntut pelanggannya bahkan memarahi karna tidak membayar dgn uang pas. Mohon menjadi masukan untuk SDM maxim,tks",2,2024-05-01 13:27:10
"dapet orderan lama, padahal ada yang Deket tapi lama dapet nya 👎🏼",1,2024-05-01 12:56:33
"bantu tambahkan fitur kirim gambar di chat, supaya memudahkan komunikasi antara penumpang dan driver.",1,2024-05-01 12:50:19
ga bagus,2,2024-05-01 12:47:40
tolong lah kalo driver jangan suka gak pernah di kembalian mana di tambah kalo jalan suka gak tau arah,2,2024-05-01 12:47:29
"Aplikasinya nda jelas main block"" Saya saya gmna mau pake lagi mending si ijo jelas",1,2024-05-01 12:24:07
Gimana ini? Saya udah isi saldo maxim kok blum masuk2?,2,2024-05-01 11:16:43
Terkadang ribet,1,2024-05-01 10:30:54
"aplikasinya suka eror, sy pesan mknn 1 kali masa yg dtg 2 driver, gilaa bkn cm sekali tp sering, dan kl mau cancel jg ga bisaaa",1,2024-05-01 08:34:01
Maxim kntol,1,2024-05-01 03:42:08
apk jelek lawak sepi kalah saing gabisa non cash lawak bikin apk yg bener anj kalo gabisa sekelas gojek apus apk,1,2024-05-01 01:05:20
"Driver nya sama motor nya pada kagak jelas semua ini, ada yang motor nya mogog lah ada yang motor nya kyak mau balapan lahhh",1,2024-05-01 00:16:47
Jelek pokok nya,1,2024-04-30 23:49:41
lumayan,2,2024-04-30 22:56:35
Lama ngentod,1,2024-04-30 22:16:37
gunanya maxim mobil apasih??? Kok saat hujan gk ada yg terima orderan??,1,2024-04-30 20:41:23
"Maxim ini ngapa saldonya ora bisa dipake si? Saya mau beli makan trus, kenapa gabisa untuk topup game dan kenapa tulisan bayar non cash nya soon, haduh kalo gitu apa gunanya masukin kode promo dapet non cash 100ribu kalo ga bisa dipake haduhh tapi apapun itu semoga PT sito selalu jaya makmur dan para pekerja nya juga diberi kesehatan terlebih lagi yang sedang hamil,semoga dilancarkan persalinannya aamiin dan semoga anaknya menjadi anak yang pintar dan selalu berbakti kepada kedua orang tuanya 🤲",1,2024-04-30 20:18:12
bawa mobil kasat,1,2024-04-30 19:10:36
mantap dan sangat ramah ojeknya,2,2024-04-30 19:01:35
Kaspro gak jelas....,2,2024-04-30 17:59:01
bagusas,2,2024-04-30 17:14:44
Harga sangat tidak manusiawi!!!,1,2024-04-30 15:38:10
tolong lebih akurat dengan memberi tracking terkini. seperti sebelah. jangan memberi info akan segera tiba tapi ternyata driver belum berangkat...,2,2024-04-30 15:28:31
susah cari alamat pokonya kalo ga mau kesasar jangan pake app ini kagak jelas,1,2024-04-30 14:49:25
Aaaaaaa saat aaaaAa,2,2024-04-30 13:03:38
Maxim gw bilang lu lebih baik perbaiki sistem maps lu dulu deh ya.. Titik gw selalu sesuai dan gk meleset tp driver selalu nyalah2in penumpang krna titik meleset.. Yg salah sistem yg kenak maki penumpang.. Hedeh,1,2024-04-30 12:57:47
Ga dapat kode otp nya,1,2024-04-30 12:47:27
baik,1,2024-04-30 11:48:59
Tidak bisa log-in tolong diperbaiki,1,2024-04-30 10:37:21
"Akurasi map kurang driver lama gara2 map nya jelek bgt akurasinya titik ga bisa di sesuaikan, tolong dong diperbaiki",1,2024-04-30 10:24:05
SagAaaaaAaaAaaaaAs,2,2024-04-30 09:48:19
"Sebenarnya apk nya udah bagus, cuman ada beberapa titik yang sering gaada di apk nya, berlebih lagi SUSAH BANGET BUAT NYARI PENGEMUDI! walaupun udah di tambahin biaya awal ampe 8K tetep aja gaada yang mau nerima, ini rata² maxim nya matre semua ya? Atau emang apk nya yang bermasalah? Mata duitan banget, terus kalo lagi buru² pengemudi bawanya malah lambat, kayak? Niat ga si buat nerima order! SAMPE 1 JAM GAADA YANG MAU NERIMA KEBANGETAN BANGET!",1,2024-04-30 07:38:59
lama cari maxim tahede,1,2024-04-30 07:18:54
"Persaingan licik dan persaingan tidak sehat ,pendatang baru menghancurkan tarif yang ada sangat minim,sepeda motor atau mobil apa pakai air bahan bakarnya atau apa gak ada perawatan akan sparepartnya belum lagi utk keluarganya jgn enak enak duduk diruangan AC dgn gaji besar sedangkan pengemudi hujan panas dgn tarif yang minim juga jarak tempuh pengambilan jauh Tidak sesuai dgn Pancasila kemanusiaan yang adil dan beradab juga UUD 45 kehidupan yang layak Jgn sewenang wenang Ingat 1 X 2 menanti",1,2024-04-30 00:33:37
"gimana ini aplikasi nya, masa saya salah order makanan gabisa dibatalkan, cuma bisa di edit pesenan aja.",1,2024-04-29 23:34:24
Draper nya banyak yang males dan banyak yang songong .. cmn di minta tolong panggilan nama aja ngga d suruh nyari .. soalnya hp nya mati .. malah di suruh di batalinn emang dasar .. terus aku kalau pake Maxim draiver nya tuh pada sombong ngga ada yang Ramah .. malahan kalau bawa anak saya slalu lebihin tapi ttp draiver nya ngga mau .. udh murah bawa anak ribet dasar,1,2024-04-29 22:47:20
Lawak map,1,2024-04-29 22:18:32
Jelek,1,2024-04-29 22:16:56
"Maxim kaspro parah, driver maxim Padang nama Stevandra Dhovany minta lagi pembayaran tunai, alasannya duit nggak masuk2 ke akun dia direfresh berkali2, padahal anak saya sdh bayar pakai kaspro, jadinya bayar 2 kali, bisa jadi modus driver biar dpt bayaran dobel",1,2024-04-29 19:31:47
udah top up ke kaspro maxim tpi ga masuk2 pdhl udah rugi banyak,1,2024-04-29 19:19:47
mapnya tolong diperbaharui/dipermudah...kalou orang yg gak paham map pasti gak bakal sesui sama titik jemputnya,2,2024-04-29 19:12:43
Aplikasi gak jelas tulis alamat di suruh nyari peta.... aplikasi giloo.....,1,2024-04-29 18:52:01
Maps nya gajelas,1,2024-04-29 18:39:55
Saya reset ulang hp ...sebelumnya maxim bisa...kenapa setelah reset hp...tidak bisa dapat sertifikasi kode...? Mohon penjelasannya,1,2024-04-29 17:05:12
"Drivernya mesum njir takut banget, udah berapa kali dapat yg kayak gitu.",1,2024-04-29 16:04:12
"maaf banget nih ya, lagi nunggu drivernya malah aplikasinya te-logout sendiri, mau login ulang verifikasinya lama. tiba-tiba banget begitu, gak jelas bangett sumpah..",1,2024-04-29 15:46:53
"Telah menabrak kaca spion mobil saya dan driver ngomong nyolot. Mobil maxim calya / sigra warna putih. Dengan stiker maxim di kap mobil depan, dan stiker kaca belakang. Di jalan kauman, kec. Pakisaji, kab. Malang, Jawa Timur Pada tanggal 29 april 2024 pada pukul 14.25. Mohon di beri peringatan.",1,2024-04-29 15:37:42
"sudah TF isi saldo kaspro,tapi sekali cek di aplikasi Maxim tidak ada saldo sampai sekarang.",1,2024-04-29 15:20:28
"Min , saya mau masuk aplikasi. Susah bnr dapet Kode Verifikasi. Sudah 2 hari saya coba, dan ganti2 nomor juga , msh zonk Hasil ny ? Tolong d bantu",2,2024-04-29 13:15:10
"kode verikasi ga masuk"" padahal nomor udh bnr",1,2024-04-29 13:06:42
"Perusahaan yang kurang baik: - Maps kurang akurat, tidak seperti G maps - Ongkos terlalu murah, kasihan drivernya - Aplikasi sering error atau bug ketika mengubah titik",1,2024-04-29 12:20:43
"saya berlangganan Maxim, ada tawaran kaspro, dan saya tertarik, saya coba isi 20500, masuknya lama sekali saya hampir telat masuk sekolah, dan lagi di ketentuan tidak ada yg bilang ada potongan dari apk Maxim sendiri 2000 padahal di riwayat TF saja saya bebas admin, kenapa?",2,2024-04-29 08:22:34
Itu driver yg tak ju2r alias mnta tambahin ongkoss ksh teguran kerass. Sdah jls sblum memesan sdh d ksh tau rute kemana. Msa ia dia rubah sndri pura2 bloon slah pncet. Klo mau nmbhin ongkos blng aja baik2. Jan nipu gtu dong,1,2024-04-29 08:13:48
App suka error,1,2024-04-29 08:10:33
Aplikator penjajah,1,2024-04-29 07:55:48
Lambat,1,2024-04-29 07:38:22
Kaga guna verifikasi aja kaga bisa bisa kaga guna banget sumpah aplikasi lagi butuh banget tengah malem begini kaga bisa bisa emang aplikasi kaga guna,1,2024-04-29 00:28:50
"Masa apk sya gk bisa di pake harus login lagi tapi kodenya gk kirim2,, tolong di perbaiki pelayannya jangan cuman uang aja bos",1,2024-04-28 23:58:03
"Saya sangat kecewa tadi siang, akan Pengantaran driver oleh: Daong Tardiyanto dengan Toyota Calya mengenai harga, yang tadinya harga sesuai Aplikasi kini berubah nego lagi di perjalanan, dengan segala macam alasan Driver meminta kami sebagai Customer biaya tambahan. Dan kami sedikit kecewa mengenai transaksi ini, dari ini saya berikan bintang 2 untuk Maxim untuk Pembelajaran, supaya driver untuk lebih patuh dan disiplin mengenai kesepakatan harga yang tercantum di Apk🙏",2,2024-04-28 23:43:53
"Untuk pengguna maxim mohon di perketat lagi , karena banyak order penipuan, mohon sekali di perbaiki, order jadi sulit karena driver takut terkena penipuan",2,2024-04-28 18:37:13
Bagus,2,2024-04-28 17:51:04
tolong untuk lokasinya knapa tidak akurat ya beda kayak aflikasi grab sama gojek,1,2024-04-28 17:17:38
"untuk Maxim cargo kenapa sekarang jadi mahal,. dasar nya sudah 90 ribu gak kayak dulu, mahal banget sama aja kaya fataran pinggir jalan,.",2,2024-04-28 16:06:21
Pelayanan kurang baik nunggu stenga jam 👎,1,2024-04-28 16:05:47
"Susah banget cari driver padahal harganya sudah sesuai dengan yang disarankan di aplikasi, makin sini makin susah",1,2024-04-28 16:02:21
Seharusnya aplikasi ini wajib membtu supir maxim karena kenapa order fiktip paling banyak terjadi sehingga si supir di rugikan seharusnya konsumen wajib memberikan nama nomer kepada supir dan si supir juga Hrus di di peripikasi wajah untuk menerima nomer dan nama penumpang. pergoreder bnyak yg piktif penguna maxim semaunya semua kasian si supir udah capek ongkir murah minyak harus mengung kerugian ditambah di bohongin konsumen mesan tapi di php in igat bantu supir karena mereka iklas bntu kita,1,2024-04-28 15:21:19
"anjj, gw smentara order tiba² malah disuruh login",1,2024-04-28 15:09:29
Kok sya daftar susah banget ya.... Ngirim pesan kode ke nomor sya pdahal nomor sya aktif tpi kok ndak bisa ya. Katanya nomor tidak valid dlll,1,2024-04-28 14:55:40
"Aplikasi yang tidak bisa dipercaya dan mengecewakan. Driver tidak bertanggungjawab dan pihak maxim hanya memberikan sanksi dan tidak mengembalikan uang customer dengan alasan barang sudah diantarkan, padahal barang tidak pernah sampai hingga saat ini. Bahkan bukti sudah dikirim tapi tetap tidak ada ganti rugi dari pihak maxim dengan alasan tidak ada tanggapan dari driver. Alasan macam apa itu?",1,2024-04-28 14:19:31
"Saya mengalami kendala,saat mau loginnya selalu gagal.",2,2024-04-28 09:35:26
"ade saya semalem naik Maxim, drivernya lawan arah ke halte Sunter jam 11 malam dan nabrak mobil. drivernya gak mau ganti rugi dan malah mau kabur, jadi ade saya di tahan untuk ganti rugi mobil nya yang penyok sebesar 5jt. kejadian tanggal 27 April di halte Sunter. tolong untuk pihak Maxim untuk di proses.",1,2024-04-28 09:34:53
Ini saya kok gabisa masuk yah padahal udah pake no hp pesan nya ga. Masuk tolong kalo bisa verifikasi nya pake wa aja,1,2024-04-28 08:49:02
gagal sama ini noo,1,2024-04-28 08:22:40
"Saya pesan maxim car mengecewakan, hampir ketinggalan kereta gara2 driver datangnya lama bgt, pdhl saya udah pesan 30 menit sebelum jadwal tiket kereta. Dan di pesan sudah saya sematkan bhwa jadwal kereta saya jam berikut. Parah bgt... Tinggal beberapa menit saja, itupun saya harus berlari supaya tidak ketinggalan",1,2024-04-28 07:04:28
Maaf kenapa sopir maxim mobil di balikpapan sering bangettt kalau pesan jarak dekat mereka byak alasannya yah dan selalu minta utk di batalkan dan bahkan ada yg minta uang lebih,1,2024-04-28 06:56:32
Mohon maaf bintang 1 saya order makanan 1x yang ke komfirm 2 pesanan dan di batalkan nggak bisa harus pilih alasan pembatalan giliran di pilih kok cuman di suruh ubah orderan kan niat nya saya batalin yang 1,1,2024-04-28 04:21:26
"Order makanan, diaplikasi malah order motor,aplikasi eror",1,2024-04-28 01:53:49
"Kacau nih apk, mending mahal dikit tapi jelassssssss",1,2024-04-28 01:33:33
bnyk alamat yg blm ada,1,2024-04-28 01:01:26
Pelayanan nya kurang baik,1,2024-04-27 22:57:45
Udh top up tapi ga masuk ke maxim wallet nya aneh banget rugi,1,2024-04-27 22:08:43
Terkhusus untuk driver maxim area palu Sulawesi Tengah kalian jangan terlalu banyak alasan!!,1,2024-04-27 21:04:41
Ga bagus .terlalu bnyak pilih pilh ni aplikasi. Aneh jg aplikasinya. Sama drivernya,1,2024-04-27 20:59:46
BELUM NYOBA SEMOGA BENAR,1,2024-04-27 20:03:22
Saya selaku driver Maxim car titik maps penumpang Maxim ga lengkap sampe say dibuat pusing sama penumpang mohon diperbaikin lah maps ya di akun penumpang Maxim.,1,2024-04-27 17:26:06
"Riwayat order gak ada, jasa transportasi buruk👎",1,2024-04-27 16:25:59
payah,1,2024-04-27 14:36:06
"Entah ini bug atau apa, udah 2x order di tempat berbeda, gabisa nemuin lokasi, koordinatnya mungkin salah, lagi ditangerang, search Lokasi Tangerang, munculnya depok",2,2024-04-27 14:30:24
Lama bener nyari pengendara padahal lagi ujan mobil lo,1,2024-04-27 14:13:52
"Tolong buat tarif di sesuaikan .. masa delivery harga awal 4rb , barang segudang .. mau murah tapi gk tau diri , dan buat driver tolong d batasi setiap daerah d kasih kuota nya .. biar gak numpuk atau kebanyakan !!!! Kritik keras buat manajemen !! Tolong di PERBAIKI SISTEM TARIF DAN KUOTA DRIVER PER DAERAH !!!",1,2024-04-27 14:00:50
"Driver mobil kalian pemalas, saya sengaja pesan mobil karena hujan walaupun sendirian, setengah jam saya menunggu tidak ada yg ambil, 2 driver sebelumnya minta cancel dengan alasan hujan. Naik mobil aja takut kehujanan, pemalas! Orang mau kerja jadi telat karena driver pemalas kalian!!!",1,2024-04-27 13:52:54
"pengemudi tidak memahami medan,. sehingga berputar2 dan lama sampainya diluar estimasi sampai",1,2024-04-27 13:31:05
Not a good app,1,2024-04-27 13:13:55
Kumpulan ojek pengkolan hanya menang seragam,1,2024-04-27 12:31:28
"aplikasi apaan beginian, lokasi eror.....dan ngga susai dehh, Sama yang lain. harus banyak improvisasi. supaya jauh lebih baik lagi, buat harga emang relevan murah, cuman harus ada promo yang memudahkan, tidak hanya saldo 100 RB dan hanya potongan 10%, dan harus banyak kesiapan dan kelayakan drivernya masing-masing. semoga jauh lebih baik lagi, dan meningkatkan kualitas",1,2024-04-27 11:58:37
"Apk nya annoying, lagi butuh banget padahal, mau order harus lengkapi data diri, giliran mau di lengkapin pas awal2 masukin nama depan aja malah ngaco ke tgl lahir salah masukin tgl lahir aja blm, giliran mau setel tgl lahir dulu malah di arahin buat tentuin nama depan dulu gitu aja terus gajelas",1,2024-04-27 10:42:06
kurirnya malass semua,1,2024-04-27 10:08:31
"Aplikasi apa ini isi data gk bisa,mau pesen makan cari titik nya gk bisa tolong lah Aplikasi nya diperbaiki jangan buat bingung",1,2024-04-27 04:35:02
Keuntungan hanya di maksim dan kastamer.si drifer kerja keras di peras kringat potongan besar harga renda. Tolong maksim samakan kaya gojek dan grep,1,2024-04-26 23:57:43
"aplikasi gajelas jelas jelas dah nunggu 2 jam lebih gaada driver yang nyantol,giliran kita pake apk sebelah udh dtng,dah makan juga tbtb pesenan dianter,aduh gajelas bgt sih mana ga bisa di cancell,dah di hapus apk jg ga ngaruh ternyata,payah deh gini ma buang buang uang sm makanan,mana tu nominal banyak kalo kaya gini kan mau gamau bayar !!!!!!!!!!!!!!!!!!!",1,2024-04-26 22:12:40
sangat baik,1,2024-04-26 22:03:12
"sekarang order ga susah ga ky kmren"" order Maxim susah yg terdekat jg",2,2024-04-26 21:52:29
Aflikasi kocak masukin no kode kaga muncul sampe 4 kali kocakk,1,2024-04-26 21:15:41
"Sangat tidak profesional tbtb pengemudi minta di batalkan bukan 1 atau 2 kali tapi sering padahal customer butuh cepat apa lagi dalam keadaan hamil , tolong etika dalam bekerja di perbaiki!!!!!!!!!",1,2024-04-26 19:56:33
Sudah mau seminggu setiap order pasti Berjam jam driver gak terima pesanan entah ada masalah apa entah driver nya pilih pilih orderan atau memang melihat dari ongkir nya saya sangat kecewa upahnya sudah di tambahkan terus dipercepat masih tidak ada yang terima sudah tidak berguna lagi aplikasi ini disaat orang sakit butuh yang cepat pengantaran tapi malah begini👎👎👎,1,2024-04-26 18:31:58
"saya coba lengkapi data kenapa susah dan selalu keluar ""tanggal lahir salah""",2,2024-04-26 18:10:52
Jujur saya kecewa banget sih sama maxim apalagi yang pick up nya soalnya harga dinaikin driver sesuka nya. Sumpah tau gitu mending pilih pick up yang di jalan kalau enggak gobox gojek. Nyesal,1,2024-04-26 17:47:29
Aplikasinya buruk masa saya mesan malah di anggap ngerjain padahal niat memesan,1,2024-04-26 17:42:29
"Sangat mengecewakan, driver nya juga banyak yang mengecewakan, kalau mau cancel pesanan juga nda bisa, merepotkan banget, memang lebih murah dari apk lain tapi juga bikin emosi tingkat tinggi",1,2024-04-26 17:21:04
"Hp saya sekarang tidak bisa mendapatkan otp verifikasi SMS untuk login ke maxxim, bisa kah bantu sya??? Terimakasih",1,2024-04-26 16:36:31
biutifull,2,2024-04-26 15:35:24
"Bisa gak si driver nya jngn itu"" lagi Ampe bosen banget saya dapat dia lagi 😬",1,2024-04-26 14:54:56
"Maaf banget, kemarin saya order Maxim bayarnya pakai Maxim wallet. Ternyata drivernya belum aktifin fitur walletnya. Driver maksa bayar tunai, udahlah saldo wallet saya kepotong, harus bayar tunai lagi",2,2024-04-26 14:20:46
Baru kali ini kecewa pakai aplikasi Maxim. Aku gosend dg tagihan Rp.25.200 karena jarak jauh aku tambahin 10ribu buat tip. Tp bayarnya emang yg menerima barang. Diterimalah barang dan ditagihkan Rp. 34.000 TANPA KONFIRMASI TANPA ADA OMONGAN DAHULU KE SAYA. YG MENERIMA DOKUMEN HARUSNYA MEMBAYAR 25/26RB MALAH MEMBAYAR 34RB. INI BUKAN SOAL UANG YAA TAPI KOK GAK ADA ETIKA ATAU OMONGAN TERLEBIH DAHULU.,1,2024-04-26 12:38:57
JELEK BAGUSAN GRAB SAMA GOJEK,1,2024-04-26 10:03:57
Aplikasi yang buruk menyedot saldo sembarangan padahal pengemudi yang meminta cancel tetapi saldo terpotong habis tidak dikembalikan sangat kecewa sekali untuk pelayanannya dan pengisian saldonya lama masuk menjadi,1,2024-04-26 08:42:38
Tolong donk Maxim kaya applikasi gojek dan grab Masa dapat cs pada jauh2 dan deket2 ga pernah dapat Tolong donk buat server nya uptade ya kaya gojek sama grab donk Ini mah sengsara buat kita kalau jauh dan kebanyakan driver pada masuk ke apk ini,1,2024-04-26 06:13:08
Kenapa saat lengkapi data profil selalu error entah dibilang tanggal lahir salah lah padahal saya belum isi tanggal lahir saya tapi udah dikatain salah,1,2024-04-26 05:29:45
"Orderan food susah dapat driver, mau di cancel gak bisa.",1,2024-04-26 00:37:54
gk jelas,1,2024-04-25 21:09:17
"Tolong dong maps nya di perbaiki, ini sebenernya aplikasi membantu banget tapi maps nya ajaa sih menurut saya",1,2024-04-25 20:38:24
"Masa iya 2 tujuan juga kalo nunggu konsumen dihitung permenitnya berapa rebu, kalo gitu ga usah buat 2 tujuan. Terus lagi nih ya maps nya kaga jelas. Tujuan kemana diputerin kemana² adehhhh",1,2024-04-25 20:29:02
"Kurang tepat estimasi waktunya, katanya 2 menit padahal bisa sampe 5 menit baru sampe",2,2024-04-25 20:28:20
"Kecewa apalagi Maxim Pandeglang, susah dapetin mobil lama😠😠😠😠",1,2024-04-25 19:47:39
"Knapa punyaku ga bisa isi data diri si? Kasian drivernya kalo dpet orderan bingung dong ini yang order cwe ato cowo.. Tolong dong harus gmana, udah coba di sett juga ttep ngga bisa",1,2024-04-25 19:34:30
Minta tlng diperhatikan lg akun pengemudi soalnya saya ditipu sama Muhammad ridho pratama naik kendaraan pcx merah tp di maxim dia make akun robby Rustamadji,1,2024-04-25 18:10:04
tidak berguna dikota sambas tidak bisa pesan makanan👎👎👎👎👎👎👎👎👎,1,2024-04-25 17:35:20
Pengendara Maxim kalo jalan kurang berhati-hati pernah terjadinya nerobos rambu lalu lintas dan membahayakan pengendara lain,1,2024-04-25 16:58:32
"Jelek banget, mau ganti nama malah muncul tanggal lahir salah, lha apk aneh",1,2024-04-25 16:50:41
"Delay waktu top up sampai wallet terisi terlalu lama,dan opsi pembayaran digital belum tersedia untuk pemesanan makanan",1,2024-04-25 16:43:19
Order di mana tujuan kemana pt tak bertanggung jawab.,1,2024-04-25 16:22:23
"bpk , nya ramah dan bersahabat",1,2024-04-25 16:08:27
Pengalaman terburuk‼️ Saya pesan ojek motor dan langsung di bayar di aplikasi dengan buaya 18.000. Tapi tukang ojek nya minta lagi 25.000. Pas pasan yg ada di tangan saya anjirrrrr... Fak lah kata gue teh!! Mana gak mau minjemin helm dengan alasan takut ada tukang ojek pangkalan ....🐷🐶💩,1,2024-04-25 15:57:44
Map aplikasi jelek,1,2024-04-25 15:33:56
Susah utk nyari alamat karna harus pakai nama jalan ribettt!!!!,1,2024-04-25 15:19:47
"Buruk tidak jelas, blm dikasih rincian harga makanannya+ongkir+dkk tiba2 udah memesan aja udah gitu gk bisa dibatalkan. Aplikasi merugikan!!!!",1,2024-04-25 15:16:45
"Rp. 10.500 dapet apa???!!! Kasihan driver CARnya!!! Beras aja Rp. 18.000/liter. Pertalite Rp. 10.000/liter. 1 porsi bakso Rp. 18.000 Aplikator SAMPAH,, tidak memikirkan KESEJAHTERAAN DRIVER!!!😡😡😡😡😡",1,2024-04-25 14:32:49
Sangat buruk.. Ketika pesan makanan harus sampe 2 jam baru ada yang ambil orderan. Selak mati nunggu pesanan makanan sampe.,1,2024-04-25 14:15:13
"Kaspro gk jelas, di isi sekian yg masuk beda sama yg di isi",1,2024-04-25 14:14:10
Untuk minta jemputan bagus cepat mines ny order makanan pengemudinya banyak gak mau nerima orderan,2,2024-04-25 13:42:01
"Maxim telor gmna mau ngorder aplikasi butuh kode verifikasi tapi gak muncul2 kodenya hancurlah perusahaan mu telor kalok kek gini, ngapain pake kode2 alhasil saya gak jadi ngorder saya pakai gojek aja,tolong hapus kode verifikasi itu bikin susah aja",1,2024-04-25 13:34:47
Alamatnya ga lengkap... banyak yang ga ada... TOLONG DI PERBAIKI DONG MAXIMMMM,1,2024-04-25 12:36:29
"log in aja sms gak masuk, minimal udah updgrade bisa kirim ke wa",1,2024-04-25 11:53:27
Drivernya Buruk Dan Masa Naik Maxim yang mobil terus Orangnya Kelebihan 1 aja dikenai Charge emangnya naik travel ada chargenya tolong pihak maxim segera menindak lanjuti driver yang kayak gitu.🙏🙏🙏jangan sampai terjadi kepada customer maxim yang lain.,1,2024-04-25 11:37:01
"Maksim sitemnya parah masa orderan disekitar GK ada,giliran pindah lokasi muncul orderan di sekitar spot yg tadi kita berhenti nyari penumpang,bokbrok sekali sitemnya lama"" klw Kya gini kapan bersaing Ama aplikator yg udh lama dan pya nama besar seperti GOjak dan grab.",1,2024-04-25 11:25:15
"Gak bisa melengkapi profil,knp ya...? Kan kasihkan driver nya jika nyari2gak ada nama orangnya",2,2024-04-25 11:08:25
Cari titik lokasi tujuan gak nemu Nemu auto uninstall,1,2024-04-25 10:55:01
Semenjak ganti HP saya tidak bisa log in.. kode verifikasi tidak di kirim sampai berulang minta kode verivikasi tidak di kirim juga,1,2024-04-25 10:47:53
Aplikasi lambat,1,2024-04-25 10:30:37
Buruk dan cara login yang ribett,1,2024-04-25 09:30:48
penumpang ramah,2,2024-04-25 08:24:10
Knapa saat lengkapi profil tidak bisa ya?,1,2024-04-24 22:11:24
