content,cleaned_text
"Untuk orderan box banyak sopir g jujur, pesen mobil+tukang angkat, malah g mw angkat",Untuk orderan box banyak sopir g jujur pesen mobiltukang angkat malah g mw angkat
"Min tolong update persi terbaru nya, biar saat pesanan bisa langsung kita beli tanpa talangan",Min tolong update persi terbaru nya biar saat pesanan bisa langsung kita beli tanpa talangan
Bagus si jdi jauh lebih murah tpi mines nya abang abangnya gapernah bawa uang lebih kembalian:( jdi saya harus nuker dlu,Bagus si jdi jauh lebih murah tpi mines nya abang abangnya gapernah bawa uang lebih kembalian jdi saya harus nuker dlu
G bisa digunakan aplikasinya eror,G bisa digunakan aplikasinya eror
untuk cari alamat susah bangettt,untuk cari alamat susah bangettt
"Lama mendapatkan mobil, sdh di naikin harganya ttp g dpt juga",Lama mendapatkan mobil sdh di naikin harganya ttp g dpt juga
"Aplikasi buruk,,pembagian orderan nya tidak adil dan tidak fair,,bisa hanya satu driver saja yg muncul padahal sudah 3 kali order,,kelihatan buruknya..",Aplikasi burukpembagian orderan nya tidak adil dan tidak fairbisa hanya satu driver saja yg muncul padahal sudah kali orderkelihatan buruknya
Knp nomor saya tdk bisa Lebih bags pindah Go-Jek atoh grab,Knp nomor saya tdk bisa Lebih bags pindah GoJek atoh grab
gila Nerima orderan driver ya sampai 30kilo cuman harga argo 15 parah ni apk. titik maps gk pernah sesuai,gila Nerima orderan driver ya sampai kilo cuman harga argo parah ni apk titik maps gk pernah sesuai
Kenapa nmr saya tidak bisa masuk di layanan ini,Kenapa nmr saya tidak bisa masuk di layanan ini
Apk burik susah map nyo buntu,Apk burik susah map nyo buntu
Benci bgt maxim sekarang2 kebanyakn gangguannya.. Berapa kali urgent tiba2 login lah apalah padahal penggunaan lama,Benci bgt maxim sekarang kebanyakn gangguannya Berapa kali urgent tiba login lah apalah padahal penggunaan lama
susah banget login. ketika dibutuhkan malah susah login.. benar2 kecewa.,susah banget login ketika dibutuhkan malah susah login benar kecewa
Masukan untuk maxim kalau ada pembayaran melalui kaspro kenapa malah di tolak oleh driver sepihak . Untuk apa kita isi saldo klo tidak bisa di gunakan tolong perhatikan lagi sistem nya,Masukan untuk maxim kalau ada pembayaran melalui kaspro kenapa malah di tolak oleh driver sepihak Untuk apa kita isi saldo klo tidak bisa di gunakan tolong perhatikan lagi sistem nya
"Aplikasi khusus yang Uda beli atribut,banyak tukang tipu nya orderan maxim, menegement mau untung doang",Aplikasi khusus yang Uda beli atributbanyak tukang tipu nya orderan maxim menegement mau untung doang
Tarif parkir yg ada di aplikasi sangat memebebani saya sebagai CS. Krna di titik jmput kususnya di kota sy kota palu prov.sulawesi tengah Jarang ada pungutan parkir untk food & shop Sedng kn d aplikasi di terapkn secara sistematis Hal ini sangat bertentangan dngn slogan promosi maxim untk tolak biaya mahal,Tarif parkir yg ada di aplikasi sangat memebebani saya sebagai CS Krna di titik jmput kususnya di kota sy kota palu provsulawesi tengah Jarang ada pungutan parkir untk food shop Sedng kn d aplikasi di terapkn secara sistematis Hal ini sangat bertentangan dngn slogan promosi maxim untk tolak biaya mahal
Tidak bisa verifikasi nomer hp dengan benar,Tidak bisa verifikasi nomer hp dengan benar
min kok tiba-tiba harganha naik dua kali lipat,min kok tibatiba harganha naik dua kali lipat
Saya tidak bisa menerima kode,Saya tidak bisa menerima kode
"pelayanan bagus, cuman yunitnya/ kendaraannya banyak yang kurang layak",pelayanan bagus cuman yunitnya kendaraannya banyak yang kurang layak
Ongkos nya terlalu murah.. kasihan driver maxim nya,Ongkos nya terlalu murah kasihan driver maxim nya
"Lama bngt gk dapet driver, skalinya dapet udah nungguin eh sma drivernya dibatalin tnpa konfirmasi",Lama bngt gk dapet driver skalinya dapet udah nungguin eh sma drivernya dibatalin tnpa konfirmasi
"KASIHAN DRIVER TITIK JEMPUT DI KASIH JARAK DI ATAS 2KM. HARGA MAXIM MURAH MEMANG TAPI KASIHAN JUGA DRIVER YG TITIK JEMPUTNYA DIATAS 2KM. SELALU KATANYA JEMPUT PENUMPANG DI ATAS 1.5 KM DAN PALING SERING DI ATAS 2KM. GAK SEMUA PENUMPANG MAU KASIH LEBIH UNTUK DRIVER, COBA BAYANGIN DRIVER JEMPUT 2KM TERUS PENGANTARAN 4KM DAN PENUMPANG CUMA BAYAR 10RB ... KASIHAN DRIVER KLW KAYAK GITU, MAKAN WAKTU DAN BENSIN. TOLONG PERBAIKI SISTEM KERJANYA, BIAR DRIVER MAKIN SEMANGAT KERJANYA KLW TITIK JEMPUT DEKAT",KASIHAN DRIVER TITIK JEMPUT DI KASIH JARAK DI ATAS KM HARGA MAXIM MURAH MEMANG TAPI KASIHAN JUGA DRIVER YG TITIK JEMPUTNYA DIATAS KM SELALU KATANYA JEMPUT PENUMPANG DI ATAS KM DAN PALING SERING DI ATAS KM GAK SEMUA PENUMPANG MAU KASIH LEBIH UNTUK DRIVER COBA BAYANGIN DRIVER JEMPUT KM TERUS PENGANTARAN KM DAN PENUMPANG CUMA BAYAR RB KASIHAN DRIVER KLW KAYAK GITU MAKAN WAKTU DAN BENSIN TOLONG PERBAIKI SISTEM KERJANYA BIAR DRIVER MAKIN SEMANGAT KERJANYA KLW TITIK JEMPUT DEKAT
Aplikasi ojol apaan dah ini driver lama kadang ada driver terdekat tpi kadang kagak mau Nerima pesanan selalu minta di cancel klo bayaran nya kecil,Aplikasi ojol apaan dah ini driver lama kadang ada driver terdekat tpi kadang kagak mau Nerima pesanan selalu minta di cancel klo bayaran nya kecil
"Sangat lambat, kalau hujan atau lain lain banyak pelaksana tapi tdk menerima,bikin menunggu lama sekali cuman hanya terfokus untuk menunggu lama",Sangat lambat kalau hujan atau lain lain banyak pelaksana tapi tdk menerimabikin menunggu lama sekali cuman hanya terfokus untuk menunggu lama
loading terus padahal sinyal bagus semoga diperbaiki deh,loading terus padahal sinyal bagus semoga diperbaiki deh
"Apk kurang baik menurut saya, baru 2x pake 3x bayar.. Buruk menurut saya tidak ada nya riwayat di apk ini.",Apk kurang baik menurut saya baru x pake x bayar Buruk menurut saya tidak ada nya riwayat di apk ini
"Maaf banget saya kasih bintang 1 karena saya habis di tipu sama pengantar makan di Maxim, saya pesan makan di salah satu resto, pengemudi minta wa katanya biyar lebih mudah komunikasi ya , jadi saya kirim nomor wa saya dan teryata dia penipu harga yang di apk sama yang harus saya bayar tidak sesuai, saya mau bayar sesuai apk dia marah² bilang saya tidak mau bayar ... Saya mau ga mau jadi bayr meskipun lebih mahal dan saya juga kasih tips sama bayar parkir. Jang pernah kasih wa ke ojol!!Warning",Maaf banget saya kasih bintang karena saya habis di tipu sama pengantar makan di Maxim saya pesan makan di salah satu resto pengemudi minta wa katanya biyar lebih mudah komunikasi ya jadi saya kirim nomor wa saya dan teryata dia penipu harga yang di apk sama yang harus saya bayar tidak sesuai saya mau bayar sesuai apk dia marah bilang saya tidak mau bayar Saya mau ga mau jadi bayr meskipun lebih mahal dan saya juga kasih tips sama bayar parkir Jang pernah kasih wa ke ojolWarning
Bagaimana cara pihak aplikasi maxim untuk bisa mengatasi soal order fiktif yg sangat merugikan para driver...terutama untuk akun cosrumer yg sering membatalkan kan order atau yg sering membuat para driver mengeluh mohon di tindak,Bagaimana cara pihak aplikasi maxim untuk bisa mengatasi soal order fiktif yg sangat merugikan para driverterutama untuk akun cosrumer yg sering membatalkan kan order atau yg sering membuat para driver mengeluh mohon di tindak
Kata order jarak dekat biaya 15k gak ada respon sama drever nya.. tolong pihak Maxim di tindak drever nya..,Kata order jarak dekat biaya k gak ada respon sama drever nya tolong pihak Maxim di tindak drever nya
𝒔𝒂𝒈𝒂𝒕 𝒃𝒂𝒊𝒌,
Aplikasi apa order car yg dapet jauh padahal yg deket ada malah yagng jauh dikasih sam servernya saya saranin lagi penghuna maxim klo order car pake aplikator lain aja,Aplikasi apa order car yg dapet jauh padahal yg deket ada malah yagng jauh dikasih sam servernya saya saranin lagi penghuna maxim klo order car pake aplikator lain aja
"Emang sih murah, tapi keg kasian gitu gak si sama supir nya? First time pake Maxim di bandar Lampung jarak 3km dari rumah ke kampus tarif nya 12.200 padahal aku pesen yang car 😭",Emang sih murah tapi keg kasian gitu gak si sama supir nya First time pake Maxim di bandar Lampung jarak km dari rumah ke kampus tarif nya padahal aku pesen yang car
Apk nya selalu bermasalah Dengan sistem order nya karena saya GK mesen Maxim tapi saya kena di marahin saya aja dalam pelajaran GK pernah membuka aplikasi maxim dan saya kesel dengan apk satu ini karena banyak masalah yang datang ke Saya,Apk nya selalu bermasalah Dengan sistem order nya karena saya GK mesen Maxim tapi saya kena di marahin saya aja dalam pelajaran GK pernah membuka aplikasi maxim dan saya kesel dengan apk satu ini karena banyak masalah yang datang ke Saya
Banyak gangguan gajelas kasian driver,Banyak gangguan gajelas kasian driver
baik,baik
"Kelamaan drivernya,trs jg ga sesuai muter2 aja titik driver nya!!",Kelamaan drivernyatrs jg ga sesuai muter aja titik driver nya
Duh alamat kalau pakai apk lain tuh gampang banget muncul nya.. Lah ini uda di ketik sana sini muncul nya malah lokasi lain. Benerin lah..jgn mau kalah sama apk sebelah.,Duh alamat kalau pakai apk lain tuh gampang banget muncul nya Lah ini uda di ketik sana sini muncul nya malah lokasi lain Benerin lahjgn mau kalah sama apk sebelah
"Kacau lu maxim, akun bodong banyak ternyata.... Gua pesen buat temen gua, bukan di jalanin malah sampai titik akhir malah di Cancel dan orderan mental ke Driver lain... Kacau lu maxim",Kacau lu maxim akun bodong banyak ternyata Gua pesen buat temen gua bukan di jalanin malah sampai titik akhir malah di Cancel dan orderan mental ke Driver lain Kacau lu maxim
"lemot banget , map/gps jg sulit dipahami , kebanyakan menjelaskan/ menunjukan tentang warung , toko dan dan subjek² lainnya , bkn nama jalan/rute tertentu yg mudah dipahami seperti aplikasi sebelah yg mirip google maps",lemot banget mapgps jg sulit dipahami kebanyakan menjelaskan menunjukan tentang warung toko dan dan subjek lainnya bkn nama jalanrute tertentu yg mudah dipahami seperti aplikasi sebelah yg mirip google maps
driver minta di cancek,driver minta di cancek
Gak jelas.... Drivernya udh dapet ganti lagi gituuu aja.... Trus anehnya dia di jakarta selatan saya di Tangerang tapi status sudah sampai. Aneh,Gak jelas Drivernya udh dapet ganti lagi gituuu aja Trus anehnya dia di jakarta selatan saya di Tangerang tapi status sudah sampai Aneh
"Disuruh download sama sales nya, katanya biar dpt 100rb, udah di download dia masukin kode apaan, eh ternyata udah kelar ga kepake sama sekali 100rb dr akun, pembohong",Disuruh download sama sales nya katanya biar dpt rb udah di download dia masukin kode apaan eh ternyata udah kelar ga kepake sama sekali rb dr akun pembohong
"Makin ke sini yang kerja bukan orang yang membutuhkan. Tapi orang gabut doang. Alhasil kerja suka suka aja. Knalpot brong, stiker, modif. Supirnya gak punya otak lagi.. Ga paham maxim sejelek ini skrng.",Makin ke sini yang kerja bukan orang yang membutuhkan Tapi orang gabut doang Alhasil kerja suka suka aja Knalpot brong stiker modif Supirnya gak punya otak lagi Ga paham maxim sejelek ini skrng
"setelah sy isi saldo maxim customer 50rb, malah aplikasinya kelogout dan gak bisa login2 lagi 🤣",setelah sy isi saldo maxim customer rb malah aplikasinya kelogout dan gak bisa login lagi
"Pelayanan dibandara CGK TERMINAL 1 sangat susah dan ribet, yg jemput berbeda dengan yg dipesanan, bahkan sopirnya smpe ditelpon2 sama mbak2 yg jaga, dan ketika saya sudah dijemput dalam perjalanan malah pesanan saya yg dalam aplikasi hilang, akhirnya sopirnya minta uang lebih dari bayaran tol yg semestinya dan parkir bandara.. Mohon ditingkatkan, kalau masih begini saran lebih baik memilih pesan lewat tetangga hijau di terminal 1 CGK.",Pelayanan dibandara CGK TERMINAL sangat susah dan ribet yg jemput berbeda dengan yg dipesanan bahkan sopirnya smpe ditelpon sama mbak yg jaga dan ketika saya sudah dijemput dalam perjalanan malah pesanan saya yg dalam aplikasi hilang akhirnya sopirnya minta uang lebih dari bayaran tol yg semestinya dan parkir bandara Mohon ditingkatkan kalau masih begini saran lebih baik memilih pesan lewat tetangga hijau di terminal CGK
"harga di aplikasi ga manusiawi yah untung aku orng ny empati setiap ngorder aku kasi tip mulu driver ny, tlng harga ny manusiawi kesian para driver sy liat di jalan nungguin orderan dan cerita bapak ny tadi",harga di aplikasi ga manusiawi yah untung aku orng ny empati setiap ngorder aku kasi tip mulu driver ny tlng harga ny manusiawi kesian para driver sy liat di jalan nungguin orderan dan cerita bapak ny tadi
Gabisa login,Gabisa login
"Padahal di Bawen samban kawasan industri , kok jarang yang pakek maxim padahal banyak pendatang",Padahal di Bawen samban kawasan industri kok jarang yang pakek maxim padahal banyak pendatang
"Lambat saya pesan so mw 1 jam blm ada yang terima orderanku, sdh lama begitu setiap pesan tdk ada yang terima",Lambat saya pesan so mw jam blm ada yang terima orderanku sdh lama begitu setiap pesan tdk ada yang terima
Kurang,Kurang
Makin gak jelas aja ... 😭😭😭😭😭,Makin gak jelas aja
"𝐌𝐚𝐩𝐬 𝐧𝐲𝐚 𝐝𝐨𝐧𝐠 𝐛𝐞𝐧𝐞𝐫𝐢𝐧 𝐬𝐚𝐧𝐠𝐠𝐚𝐭 𝐬𝐮𝐥𝐢𝐭 𝐦𝐞𝐧𝐞𝐦𝐮𝐤𝐚𝐧 𝐛𝐢𝐬𝐚 𝐬𝐡𝐚𝐫𝐞 𝐥𝐨𝐜𝐤 𝐬𝐞𝐜𝐚𝐫𝐚 𝐨𝐭𝐚𝐦𝐚𝐭𝐢𝐬, 𝐢𝐧𝐢 𝐦𝐚𝐩𝐬 𝐧𝐲𝐚 𝐦𝐚𝐬𝐢𝐡 𝐬𝐚𝐧𝐠𝐠𝐚𝐭 𝐣𝐚𝐝𝐮𝐥 𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐞𝐫𝐚𝐛𝐞 𝐛𝐮𝐚𝐭 𝐦𝐞𝐧𝐞𝐦𝐮𝐤𝐚𝐧 𝐭𝐢𝐭𝐢𝐤 𝐚𝐤𝐮𝐫𝐚𝐭",
Aplikasi ngk jelas padahal waktu pesan makanan tulisannya masih nyari pelaksana tapi ngk bisa dicancel,Aplikasi ngk jelas padahal waktu pesan makanan tulisannya masih nyari pelaksana tapi ngk bisa dicancel
Drivernya mohon di bimbing,Drivernya mohon di bimbing
udah isi kaspro malah log out sendiri gak bisa login lagi,udah isi kaspro malah log out sendiri gak bisa login lagi
Pelayanan👎,Pelayanan
"Driver buta map tolol!!!, engga bisa baca lokasi!, lama sampenya!, driver toxic!, kasar!, nambah darah tinggi pemesannya karena drivernya kurang cekatan dan kompeten dalam menghadapai pengguna yang masih minim. MENDING KALO KALIAN ENGGA BISA BIKIN APLIKASI YANG NYAMAN UNTUK PENGGUNANYA MENDINGAN HAPUS AJA APLIKASINYA DARI PLAYSTORE MENDINGAN GRAB DARIPADA MAXIM YANG ISINYA DRIVER2 BUTA MAP SEMUA, UDAH MAH KEMANA-MANA, FITUR BIKIN BINGUNG, LAPOR JUGA PERCUMA MENDING KALIAN TUTUP AJA APLIKASINYA!!",Driver buta map tolol engga bisa baca lokasi lama sampenya driver toxic kasar nambah darah tinggi pemesannya karena drivernya kurang cekatan dan kompeten dalam menghadapai pengguna yang masih minim MENDING KALO KALIAN ENGGA BISA BIKIN APLIKASI YANG NYAMAN UNTUK PENGGUNANYA MENDINGAN HAPUS AJA APLIKASINYA DARI PLAYSTORE MENDINGAN GRAB DARIPADA MAXIM YANG ISINYA DRIVER BUTA MAP SEMUA UDAH MAH KEMANAMANA FITUR BIKIN BINGUNG LAPOR JUGA PERCUMA MENDING KALIAN TUTUP AJA APLIKASINYA
Aplikasi tolol,Aplikasi tolol
Gajelas setiap kali dapet maxim car dapetnya yang itung itungan bensin ya nalanya narik ojek resiko dong jauh boros bensin juga kan narik ojek kita bayar ga gratis,Gajelas setiap kali dapet maxim car dapetnya yang itung itungan bensin ya nalanya narik ojek resiko dong jauh boros bensin juga kan narik ojek kita bayar ga gratis
"tolong adain fitur batalkan pesanan di bagian foods, cape nunggu 15 menit cuma buat nunggu batalin 🙏",tolong adain fitur batalkan pesanan di bagian foods cape nunggu menit cuma buat nunggu batalin
Harga tidak di update sama dengan toko dan penambahan biaya oleh driver berlebihan. Pelayanan gada etika sama sekali.,Harga tidak di update sama dengan toko dan penambahan biaya oleh driver berlebihan Pelayanan gada etika sama sekali
baik,baik
"Order makanan sngat susah. Berulang kali order malah ngga diambil, klo pun diambil sering dibatalkan pengemudi. Pengemudinya jga aneh2 minta no wa",Order makanan sngat susah Berulang kali order malah ngga diambil klo pun diambil sering dibatalkan pengemudi Pengemudinya jga aneh minta no wa
Maxim nih aneh drivernya. Masa ga ada usaha buat nyari titik yang bener. Terus orangnya baperan semua drivernya,Maxim nih aneh drivernya Masa ga ada usaha buat nyari titik yang bener Terus orangnya baperan semua drivernya
Apl nyebelin Susah dapati titik tujuan yang dicari Pembuat nya masih sd,Apl nyebelin Susah dapati titik tujuan yang dicari Pembuat nya masih sd
Respon lambat Berjam jam gak rekomendasi bagetttt.😤,Respon lambat Berjam jam gak rekomendasi bagetttt
"maxim sekarang susah btul untuk di pesan,,, gk usah buat aplikasi klau gk bisa konsisten",maxim sekarang susah btul untuk di pesan gk usah buat aplikasi klau gk bisa konsisten
"Terakhir naik car maxim yg L yg tdinya argo 63.500 dimintain uang argo sma driver 75.000 dsni driver ternyata menaikan tarif argo sendri semaunya,biasanya juga pda jujur argonya brp kali ini kecewa sma driver car maxim",Terakhir naik car maxim yg L yg tdinya argo dimintain uang argo sma driver dsni driver ternyata menaikan tarif argo sendri semaunyabiasanya juga pda jujur argonya brp kali ini kecewa sma driver car maxim
"App Maxim kenapa jadi jelek banget ya!!! Mau order gak bisa"" muat ulang terus akhirnya di uninstal trs di install ulang malah gak bisa"" masuk kode verifikasi lewat SMS, jadul banget servernya!!! Verifikasi hrsnya lewat app wa malah SMS via TLP pun malah tiba"" mati tlpnya pas diangkat. Tolong dong nieh CS nya Maxim solusinya!!! Pusat bantuanpun gak ada di menu app ttp hrs login dulu!!",App Maxim kenapa jadi jelek banget ya Mau order gak bisa muat ulang terus akhirnya di uninstal trs di install ulang malah gak bisa masuk kode verifikasi lewat SMS jadul banget servernya Verifikasi hrsnya lewat app wa malah SMS via TLP pun malah tiba mati tlpnya pas diangkat Tolong dong nieh CS nya Maxim solusinya Pusat bantuanpun gak ada di menu app ttp hrs login dulu
Dia yg memilih jalan pintas. tapi pengeluaran di bebankan ke customer. ga ada info sebelumnya,Dia yg memilih jalan pintas tapi pengeluaran di bebankan ke customer ga ada info sebelumnya
Pelayanan kurang ramah,Pelayanan kurang ramah
Wahai rakyat Indonesia yuk mari berpindah aplikasi getman murah harganya terus kita download getman dapat saldo di play store yuk buruan ganti aplikasi km di getman gratis download,Wahai rakyat Indonesia yuk mari berpindah aplikasi getman murah harganya terus kita download getman dapat saldo di play store yuk buruan ganti aplikasi km di getman gratis download
"Baru download trs liat harga dengan jarak kurang lebih 5 km harganya 80 ribu,gila kali.Auto hapus.",Baru download trs liat harga dengan jarak kurang lebih km harganya ribugila kaliAuto hapus
"Please kenapa lama banget kirim saldo ke kaspro lewat VA pdhal statusnya udah berhasil tpi saldo kaspro ga juga nambah , biaya admin ny lmyan mahal dri tenant lain habis isi kaspro langsung kepotong 2500 , memang murah sih dri yg lain , tpi tolong masih bnyak yg di perbaiki lagi seperti ngisi kaspro lewat VA stngah jam baru masuk kadang gps juga gak sesuai ..",Please kenapa lama banget kirim saldo ke kaspro lewat VA pdhal statusnya udah berhasil tpi saldo kaspro ga juga nambah biaya admin ny lmyan mahal dri tenant lain habis isi kaspro langsung kepotong memang murah sih dri yg lain tpi tolong masih bnyak yg di perbaiki lagi seperti ngisi kaspro lewat VA stngah jam baru masuk kadang gps juga gak sesuai
Maps nya lebih sulit ngaturnya dan kalau pesan gocar pasti dapatnya yg jaraknya selalu jauh jadi lama banget nunggu nya😑,Maps nya lebih sulit ngaturnya dan kalau pesan gocar pasti dapatnya yg jaraknya selalu jauh jadi lama banget nunggu nya
Aplikasi sangat burik,Aplikasi sangat burik
Aplikasi sampah...bnyak keluhan gak pernah dievaluasi,Aplikasi sampahbnyak keluhan gak pernah dievaluasi
Pihak maxim tidak mau melakukan autentikasi untuk nomor yang permintaannya melampaui batas,Pihak maxim tidak mau melakukan autentikasi untuk nomor yang permintaannya melampaui batas
sangat ramah,sangat ramah
Mapnya kurang akurat tolong gunakan map google agar mudah saat mencari alamat,Mapnya kurang akurat tolong gunakan map google agar mudah saat mencari alamat
good jobz,good jobz
Mahon maaf pa,Mahon maaf pa
aplikasi bodoh,aplikasi bodoh
pilihan mengubah pesanan malah jadi dua pesanannya,pilihan mengubah pesanan malah jadi dua pesanannya
Masukin alamat nya susah gak bener aja gimana si,Masukin alamat nya susah gak bener aja gimana si
Saya dah 2 kli kena di hp saya pas saya pesan bayarnya 10 rb tpi pas di hp bapaknya malah lebihhh Gimna si aplikasi ini,Saya dah kli kena di hp saya pas saya pesan bayarnya rb tpi pas di hp bapaknya malah lebihhh Gimna si aplikasi ini
"Pesen maxim, payment nya by Kaspro, tarif 19.300, udh top up 20.000, tp ketika pesen by Kaspro, tbtb pembayaran nya di alihkan ke Tunai, dan skg saldo kaspro tbtb tinggal 17.100, lawakan apa ini?",Pesen maxim payment nya by Kaspro tarif udh top up tp ketika pesen by Kaspro tbtb pembayaran nya di alihkan ke Tunai dan skg saldo kaspro tbtb tinggal lawakan apa ini
Tolong di perbaiki lagi dong. Setiap saya memesan ojek pasti titik awal penjemputannya suka berubah. Jadi saya kesusahan cari maxim nya. Jadi tolong perbaiki lagi,Tolong di perbaiki lagi dong Setiap saya memesan ojek pasti titik awal penjemputannya suka berubah Jadi saya kesusahan cari maxim nya Jadi tolong perbaiki lagi
Aplikasi y mahal,Aplikasi y mahal
"Kata teman saya dapat 100rb dan bisa buat m Beli makan, ternyata tidak",Kata teman saya dapat rb dan bisa buat m Beli makan ternyata tidak
sangat baik pengemudi nya,sangat baik pengemudi nya
Apk jualan baju ini mah,Apk jualan baju ini mah
"Lain kali yang ramah ya pa, sama pelanggan.... jangan jutek",Lain kali yang ramah ya pa sama pelanggan jangan jutek
kenapa Maxim jdi ga bagus?,kenapa Maxim jdi ga bagus
Makin gak beres aplikasinya jujur nyesal aku kuota paket ada malah tidak ada layanan login terus tapi gak muncul . Dtiambah saldo aku disitu ketahan gak bisa dipakek masih enak pakai grab bisa bayar pakai non tunai kecewa kali sama aplikasinya,Makin gak beres aplikasinya jujur nyesal aku kuota paket ada malah tidak ada layanan login terus tapi gak muncul Dtiambah saldo aku disitu ketahan gak bisa dipakek masih enak pakai grab bisa bayar pakai non tunai kecewa kali sama aplikasinya
kenapa aplikasi costamer maxim saya tidak bisa di buka padahal nomor hp sudah benar,kenapa aplikasi costamer maxim saya tidak bisa di buka padahal nomor hp sudah benar
bagus,bagus
"kaspro parah lama sekali, top up jam 7 malam, sampe sore hari berikutnya belum masuk juga",kaspro parah lama sekali top up jam malam sampe sore hari berikutnya belum masuk juga
"Saya daftar jadi Drive maxim , disuru beli atribut Maxim di Maxim store akun resmi Maxim , di tipu di kirim paket isinya mala kardus , gak las penipuan",Saya daftar jadi Drive maxim disuru beli atribut Maxim di Maxim store akun resmi Maxim di tipu di kirim paket isinya mala kardus gak las penipuan
Ini mapnya nggak jelassss,Ini mapnya nggak jelassss
"Drivernya salah bawa orang tolong bantuan penyelesaiannya agar driver dan client lebih mudah untuk saling mengenali, terutama dibagian map-nya",Drivernya salah bawa orang tolong bantuan penyelesaiannya agar driver dan client lebih mudah untuk saling mengenali terutama dibagian mapnya
Ga jelas bet. Mau cancel karna drivernya ga bisa accept / cancel orderan. Bukan karna kesalahan pememsan melainkan aplikasinya. malah dikenakan utang,Ga jelas bet Mau cancel karna drivernya ga bisa accept cancel orderan Bukan karna kesalahan pememsan melainkan aplikasinya malah dikenakan utang
"Jelek banget, pas di isi e wallet gak masuk2 , dah gitu di potong banyak...habis naik pakai tunai baru masuk. Sekarang mau di pakai e wallet malah gak di kasih kode sampai permintaan habis....haduh pusing dah pakai maxim",Jelek banget pas di isi e wallet gak masuk dah gitu di potong banyakhabis naik pakai tunai baru masuk Sekarang mau di pakai e wallet malah gak di kasih kode sampai permintaan habishaduh pusing dah pakai maxim
"Motor butut pada ga sesuai oke lah masih ngerti , lah ini driver nya pada ga sopan udah kaya preman , bintang 1 lah kapok pake Maxim",Motor butut pada ga sesuai oke lah masih ngerti lah ini driver nya pada ga sopan udah kaya preman bintang lah kapok pake Maxim
saya mencoba daftar apilikasi tapi dari tidak ada kode masuk dan sekian banyak mencoba malah nomor saya telah terlampaui,saya mencoba daftar apilikasi tapi dari tidak ada kode masuk dan sekian banyak mencoba malah nomor saya telah terlampaui
"Aplikasi lemot masa kode verifikasi tdk pernah masuk""",Aplikasi lemot masa kode verifikasi tdk pernah masuk
gangguan parah,gangguan parah
Maxim tidak bisa di gunakan lagi,Maxim tidak bisa di gunakan lagi
"Siang Maxim..menurut saya sudah bagus tarif juga terjangkau ,tapi yang bikin kurang nyamannya Kadang kadang apk nya Maxim sering eror ,tolong pada staf Maxim di perbaiki sistem nya, biar tidak sering eror lagi Selebih nya buat Maxim bagus, Maju terus Maxim indonesia",Siang Maximmenurut saya sudah bagus tarif juga terjangkau tapi yang bikin kurang nyamannya Kadang kadang apk nya Maxim sering eror tolong pada staf Maxim di perbaiki sistem nya biar tidak sering eror lagi Selebih nya buat Maxim bagus Maju terus Maxim indonesia
"APLIKASI TERJELEK!!! JANGAN DOWNLOAD KLO TIDAK MAU MENYESAL, KRN JARINGAN SANGAT AMAAAAAAAAATTTT LELETTTTT...",APLIKASI TERJELEK JANGAN DOWNLOAD KLO TIDAK MAU MENYESAL KRN JARINGAN SANGAT AMAAAAAAAAATTTT LELETTTTT
"Tolong lah masa buat buka apps nya aja susah banget, internet connection lah, error lah... Tolong d perbaiki... Worst app ever",Tolong lah masa buat buka apps nya aja susah banget internet connection lah error lah Tolong d perbaiki Worst app ever
"Akun Maxim saya GK bisa di buka..code OTP nya GK ada... tolong dong soalnya mau ke RS ,,,LG Emergency 👏👏",Akun Maxim saya GK bisa di bukacode OTP nya GK ada tolong dong soalnya mau ke RS LG Emergency
Maxim tidak jelas saya mau pesan maxim malah tiba-tiba logout aplikasi sendiri coba saya login lagi tidak bisa seperti ke blokir,Maxim tidak jelas saya mau pesan maxim malah tibatiba logout aplikasi sendiri coba saya login lagi tidak bisa seperti ke blokir
"Surat terbuka untuk aplikasi Maxim setiap mau order selalu menghubungkan ulang udh di APUS aplikasinya udh didownload lagi tetap saja ,apalagi lagi musim hujan gk bisa sama sekali mohon di perbaiki lagi aplikasinya terima kasih👎",Surat terbuka untuk aplikasi Maxim setiap mau order selalu menghubungkan ulang udh di APUS aplikasinya udh didownload lagi tetap saja apalagi lagi musim hujan gk bisa sama sekali mohon di perbaiki lagi aplikasinya terima kasih
Sering eror,Sering eror
"Apa coba tiba-tiba gak bisa log in, alesannya gak ada internet, jelas jelas internet gw lancar.",Apa coba tibatiba gak bisa log in alesannya gak ada internet jelas jelas internet gw lancar
Akhir akhir ini tdk bisa dibuka apk.nya pas buka katanya NO data🥱🥱 maksudnya?🤣,Akhir akhir ini tdk bisa dibuka apknya pas buka katanya NO data maksudnya
"Tolong tim dev nya, apknya seting eror, tidak ada layanan. Jadi menyusahkan. Mana driver nya sering lambat, apknya juga sering eror",Tolong tim dev nya apknya seting eror tidak ada layanan Jadi menyusahkan Mana driver nya sering lambat apknya juga sering eror
Aplikasi eror,Aplikasi eror
Aplikasi sering gangguan kesel kadang mending pindah keseblah yg ijo,Aplikasi sering gangguan kesel kadang mending pindah keseblah yg ijo
Selalu eror dan tidak bisa masuk ke menu. Tolong di perbaiki,Selalu eror dan tidak bisa masuk ke menu Tolong di perbaiki
