processed_text,translated_text,converted_text,vader_sentiment,compound
"['kalau', 'hujan', 'susah', 'driver', 'biaya', 'udah', 'tambah', 'biar', 'cepat', 'malah', 'g', 'hampir', 'jam', 'lebih']","['If', 'rain', 'difficult', 'driver', 'cost', 'already', 'added', 'let', 'fast', 'instead', 'g', 'almost', ''Clock ',' More ']",If rain difficult driver cost already added let fast instead g almost Clock  More ,negatif,-0.3612
"['maxim', 'kurang', 'tegas', 'atur', 'driver', 'jdi', 'banyak', 'driver', 'nakal', 'yg', 'mengatasnamakan', 'toko', 'minta', 'uang', 'tf', 'dgn', 'alas', 'driver', 'punya', 'uang', 'utk', 'bayar', 'fitur', 'delivery', 'nyata', 'tipu', 'apa', 'pas', 'hubung', 'kmbali', 'drivernya', 'dgn', 'sopan', 'kirim', 'alat', 'kelamin', 'pihak', 'maxim', 'telusur', 'oknum', 'rusak', 'nama', 'baik', 'maxim', 'lebih', 'sus', 'sulawesi', 'tenggara', 'kendari']","['Maxim', 'Less',' Decisive ',' Set ',' Driver ',' Jdi ',' Many ',' Driver ',' Naughty ',' Yang ',' In the name of ',' Shop ',' ','Ask ',' money ',' tf ',' with '', 'alas', 'driver', 'have', 'money', 'for', 'pay', 'features', 'delivery', 'real', 'deception', 'what', 'fitting', 'connecting', 'kmbali', 'driver', 'with', 'polite', 'send', 'tool', 'genital', 'party', ''Maxim ',' search ',' person ',' broken ',' name ',' good ',' Maxim ',' more ',' Sus', 'Sulawesi', 'Southeast', 'Kendari']",Maxim Less Decisive  Set  Driver  Jdi  Many  Driver  Naughty  Yang  In the name of  Shop  Ask  money  tf  with  alas driver have money for pay features delivery real deception what fitting connecting kmbali driver with polite send tool genital party Maxim  search  person  broken  name  good  Maxim  more  Sus Sulawesi Southeast Kendari,negatif,-0.3167
"['babi', 'aplikasi', 'pesan', 'makan', 'tunggu', 'sampel', 'jm', 'gak', 'pernah', 'mending', 'pakek', 'gojek', 'sak', 'sampek', 'menit', 'langsung', 'respon', 'cepat', 'dapet', 'nya']","['pork', 'application', 'message', 'eat', 'wait', 'sample', 'jm', 'no', 'ever', 'mending', 'use', 'gojek', ''Sak ',' Sampek ',' Minutes', 'Direct', 'Response', 'Fast', 'Get', 'His']",pork application message eat wait sample jm no ever mending use gojek Sak  Sampek  Minutes Direct Response Fast Get His,negatif,-0.296
"['peta', 'gak', 'lengkap']","['map', 'no', 'complete']",map no complete,negatif,-0.296
"['driver', 'nya', 'payah', 'dlm', 'kuasa', 'jalan', 'nya', 'utama', 'kota', 'palangkaraya', 'masa', 'gara', 'gak', 'tau', 'lokasi', 'nya', 'malah', 'cancel', 'padahal', 'klo', 'kuasa', 'jln', 'nya', 'baik', 'mudah', 'temu', 'lokasi', 'nya', 'masa', 'harga', 'mati', 'ngikutin', 'rute', 'aplikasi', 'ajak', 'lewat', 'jln', 'yg', 'sesat', 'mau', 'aja', 'kan']","['Driver', 'his' ',' lousy ',' in '', 'power', 'road', 'main', 'main', 'city', 'Palangkaraya', 'period', 'Gara', ','No ',' know ',' location ',' its', 'instead', 'cancel', 'even though', 'if', 'power', 'jln', 'it', 'good', 'easy', 'meet', 'location', 'its', 'period', 'price', 'dead', 'follow', 'route', 'application', 'invite', 'through', 'jln', ','which ',' misguided ',' want ',' just ', right']",Driver his  lousy  in  power road main main city Palangkaraya period Gara No  know  location  its instead cancel even though if power jln it good easy meet location its period price dead follow route application invite through jln which  misguided  want  just  right,negatif,-0.6486
"['banyak', 'order', 'fiktif', 'tp', 'gaada', 'tindak', 'lanjut', 'payahh']","['a lot', 'order', 'fictitious', 'but', 'no', 'act', 'continued', 'bad']",a lot order fictitious but no act continued bad,negatif,-0.8201
"['saran', 'si', 'ga', 'work', 'it', 'naik', 'transportasi', 'banyak', 'driver', 'nakal', 'argo', 'sama', 'driver', 'beda', 'konfirmasi', 'cs', 'mending', 'kalau', 'driver', 'yg', 'suruh', 'nunggu', 'lah', 'nunggu', 'lama', 'driver', 'tiba', 'tiba', 'argo', 'ga', 'sesuai', 'sama', 'yg', 'pesan', 'aneh', 'rugi', 'langgan', 'ga', 'maju', 'nih', 'aplikasi', 'kalau', 'nyata', 'lapang', 'banyak', 'driver', 'nakal', 'padahal', 'sering', 'kasih', 'tip', 'buat', 'driver', 'cuma', 'kalau', 'sering', 'nakal', 'mah', 'jd', 'kapok', 'pake', 'belah', 'aja', 'skrng', 'lebih', 'akurat']","['Suggestions', 'Si', 'Ga', 'Work', 'It', 'Rise', 'Transportation', 'Many', 'Driver', 'Naughty', 'Naughty', 'Argo', 'Same', '', ','Drivers', 'different', 'confirmation', 'cs',' mending ',' if ',' driver ',' YG ',' Tell ',' Waiting ',' Lah ',' Waiting ',' Waiting ',' Lama ', 'Driver', 'arriving', 'arriving', 'Argo', 'GA', 'Appropriate', 'Same', 'Yang', 'Message', 'Strange', 'Loss', 'Loss', 'Langs', ','No ',' Forward ',' Here ',' Application ',' If ',' Real ',' Real ',' Many ',' Drivers', 'Naughty', 'Naughty', 'even though', 'often', 'love', 'tip', 'for', 'driver', 'just', 'if', 'often', 'naughty', 'mah', 'jd', 'kapok', 'use', 'split', ','Just ',' now ',' more ',' accurate ']",Suggestions Si Ga Work It Rise Transportation Many Driver Naughty Naughty Argo Same  Drivers different confirmation cs mending  if  driver  YG  Tell  Waiting  Lah  Waiting  Waiting  Lama  Driver arriving arriving Argo GA Appropriate Same Yang Message Strange Loss Loss Langs No  Forward  Here  Application  If  Real  Real  Many  Drivers Naughty Naughty even though often love tip for driver just if often naughty mah jd kapok use split Just  now  more  accurate ,negatif,-0.34
"['pernah', 'tepat', 'waktubahkan', 'jarang', 'mau', 'ambil', 'order', 'walopun', 'tempat', 'strategis']","['ever', 'right', 'time even', 'rarely', 'want', 'take', 'order', 'though', 'place', 'strategic']",ever right time even rarely want take order though place strategic,negatif,-0.0572
"['apk', 'sampah', 'anak', 'aku', 'maki', 'driver', 'cuma', 'masalah', 'titik', 'jemput', 'padahal', 'titik', 'jemput', 'sesuai', 'biasa', 'order', 'lebih', 'tegas', 'driver', 'training', 'ulang', 'perlu', 'minimal', 'pake', 'apk', 'maps', 'jadi', 'customer', 'ga', 'jadi', 'korban', 'driver', 'kalian']","['apk', 'garbage', 'child', 'me', 'maki', 'driver', 'just', 'problem', 'point', 'pick up', 'even though', 'point', ','Pick up ',' appropriate ',' ordinary ',' order ',' more ',' firm ',' driver ',' training ',' repeated ',' need ',' minimal ',' use ',' apk ', 'Maps', 'So', 'Customer', 'Ga', 'So', 'Victim', 'Driver', 'You']",apk garbage child me maki driver just problem point pick up even though point Pick up  appropriate  ordinary  order  more  firm  driver  training  repeated  need  minimal  use  apk  Maps So Customer Ga So Victim Driver You,negatif,-0.624
"['mesan', 'makan', 'drivernya', 'susah', 'cari']","['message', 'eat', 'driver', 'difficult', 'looking for'",message eat driver difficult looking for,negatif,-0.3612
"['sangat', 'baik']",['Very good'],Very good,positif,0.4927
"['top', 'up', 'wallet', 'gk', 'masuk', 'parah', 'nyusahin', 'orang', 'aja', 'pas', 'gk', 'cash', 'plus', 'kaya', 'scam', 'aja']","['top', 'up', 'wallet', 'gk', 'enter', 'worse', 'troublesome', 'people', 'just', 'fitting', 'gk', 'Cash', ''Plus', 'rich', 'scam', 'just']",top up wallet gk enter worse troublesome people just fitting gk Cash Plus rich scam just,negatif,-0.6908
"['sangat', 'bantu']","['very', 'help']",very help,positif,0.4576
"['apk', 'ga', 'jelas', 'ga', 'danta', 'aneh', 'apk', 'kocak', 'masa', 'iya', 'ga', 'batalin', 'order', 'food']","['apk', 'no', 'explained', 'no', 'danta', 'weird', 'apk', 'hilarious', 'period', 'yes', 'no', 'cancel', ''Order ',' Food ']",apk no explained no danta weird apk hilarious period yes no cancel Order  Food ,negatif,-0.4404
['nyaman'],['comfortable'],comfortable,positif,0.5106
"['kasih', 'bintang', 'dulu', 'soal', 'tiap', 'order', 'driver', 'nya', 'rekuwes', 'selalu', 'minta', 'tambah', 'ongkos', 'hampir', 'kali', 'lipat', 'tindak', 'driver', 'suka', 'bila', 'perlu', 'suspend', 'makaasih', 'kalo', 'udah', 'tindak', 'lanjut', 'baru', 'kasih', 'bintang']","['love', 'star', 'first', 'about', 'every', 'order', 'driver', 'his', 'recuwes', 'always', 'Ask', 'added', ','The cost of ',' almost ',' times', 'fold', 'action', 'driver', 'like', 'if', 'need', 'suspend', 'then', 'if', 'already', 'Action', 'Continue', 'New', 'Love', 'Star']",love star first about every order driver his recuwes always Ask added The cost of  almost  times fold action driver like if need suspend then if already Action Continue New Love Star,positif,0.8625
"['update', 'biar', 'order', 'fiktif', 'customer', 'hidup', 'lokasikarna', 'banyak', 'driver', 'keluh', 'customer', 'tanggung', 'jawan']","['update', 'let', 'order', 'fictitious', 'customer', 'live', 'locasikarna', 'many', 'drivers', 'complaints', 'Customer', 'responsibility', ''Jawan ']",update let order fictitious customer live locasikarna many drivers complaints Customer responsibility Jawan ,negatif,-0.4019
"['payah', 'dlam', 'gpsmap', 'klik', 'nama', 'jalan', 'mlah', 'kata', 'gk', 'daftar', 'beda', 'sama', 'gojek', 'kecewa']","['bad', 'dlam', 'gpsmap', 'click', 'name', 'walk', 'mlah', 'said', 'gk', 'list', 'different', 'same', ','Gojek ',' Disappointed ']",bad dlam gpsmap click name walk mlah said gk list different same Gojek  Disappointed ,negatif,-0.765
"['merespon', 'calon', 'pelanggansusah', 'a', 'gagal']","['Responds', 'Candidate', 'Customer', 'A', 'Failed']",Responds Candidate Customer A Failed,negatif,-0.5106
"['driver', 'aneh', 'smua']","['driver', 'weird', 'all']",driver weird all,negatif,-0.1779
"['susah', 'sihh', 'nentuin', 'alamatnyamapsnya', 'susah', 'baca']","['Difficult', 'anyway', 'Determining', 'Maps Address', 'Difficult', 'Read']",Difficult anyway Determining Maps Address Difficult Read,negatif,-0.6124
"['tolol', 'gaguna']","['stupid', 'idea']",stupid idea,negatif,-0.5267
"['titik', 'nya', 'selalu', 'ga', 'sesuai', 'jadi', 'males', 'pake', 'nya']","['point', 'its', 'always', 'no', 'appropriate', 'so', 'lazy', 'use', 'it']",point its always no appropriate so lazy use it,negatif,-0.6115
"['pesan', 'maxim', 'gk', 'kemudi', 'batal', 'dy', 'ambil', 'barang', 'antar', 'alamat', 'tuju', 'minta', 'ongkir', 'lebih', 'yg', 'app', 'maxim', 'hati', 'buat', 'teman', 'mau', 'pakai', 'maxim']","['Message', 'Maxim', 'GK', 'steering', 'canceled', 'dy', 'take', 'goods', 'delivery', 'address', 'go to', 'Ask', ','Postage ',' More ',' YG ',' App ',' Maxim ',' Heart ',' Create ',' Friends', 'Want', 'Use', 'Maxim']",Message Maxim GK steering canceled dy take goods delivery address go to Ask Postage  More  YG  App  Maxim  Heart  Create  Friends Want Use Maxim,positif,0.6705
"['buat', 'pihak', 'maxim', 'tingkat', 'kan', 'driver', 'nya', 'kasar', 'sopan', 'driver', 'beda', 'aplikasi', 'yg', 'dtg', 'malah', 'driver', 'gojek', 'kasar', 'enak', 'nya']","['for', 'party', 'maxim', 'level', 'right', 'driver', 'it', 'rude', 'polite', 'driver', 'different', 'application', ''which ',' dtg ',' instead ',' driver ',' gojek ',' rude ',' delicious', 'it']",for party maxim level right driver it rude polite driver different application which  dtg  instead  driver  gojek  rude  delicious it,positif,0.1027
"['mudah', 'nitikinnya', 'dong', 'woy', 'nyari', 'titik', 'antar', 'aja', 'susah', 'banget']","['easy', 'nitikinnya', 'dong', 'woy', 'find', 'dot', 'intercourse', 'just', 'difficult', 'really']",easy nitikinnya dong woy find dot intercourse just difficult really,positif,0.1027
"['mantapyg', 'bawa', 'mobil', 'ramahx', 'orngx']","['mantapyg', 'bring', 'car', 'friendly', 'orngx']",mantapyg bring car friendly orngx,positif,0.4939
"['maps', 'akurat', 'jadi', 'cs', 'susah', 'buat', 'titik', 'jemput', 'harap', 'baik', 'maaps', 'nya', 'kok', 'susah', 'buat', 'titik', 'jemput', 'nya', 'gmn', 'ni', 'dong', 'baik']","['Maps',' Accurate ',' So ',' Cs', 'Difficult', 'Create', 'Point', 'Pick up', 'Hope', 'Good', 'Maaps',' His', 'How ',' difficult ',' make ',' dot ',' pick up ',' ',' gmn ',' ni ',' dong ',' good ']",Maps Accurate  So  Cs Difficult Create Point Pick up Hope Good Maaps His How  difficult  make  dot  pick up   gmn  ni  dong  good ,positif,0.699
"['parah', 'hampir', 'jam', 'nunggu', 'gak', 'satu', 'yg', 'ambil', 'orderankayak', 'ngemis', 'bangetyaudah', 'pindah', 'grab', 'aja']","['severe', 'almost', 'clock', 'wait', 'no', 'one', 'which', 'take', 'Orderkayak', 'Benefits', 'Sangatahakah', 'Moving', ','Grab ',' just ']",severe almost clock wait no one which take Orderkayak Benefits Sangatahakah Moving Grab  just ,negatif,-0.235
"['gimana', 'minta', 'verifikasi', 'gak', 'masuk', 'via', 'sms', 'sama', 'via', 'telpon', 'gak', 'masuk', 'gimana', 'sih', 'niat', 'gak', 'bikin', 'apk', 'gimana', 'mau', 'rame', 'apk', 'kalo', 'begini']","['what', 'ask', 'verification', 'no', 'enter', 'via', 'sms', 'the same', 'via', 'telephone', 'no', 'enter', ','How ',' anyway ',' intention ',' no ',' make ',' apk ',' how ',' want ',' crowded ',' apk ',' if ',' like ']",what ask verification no enter via sms the same via telephone no enter How  anyway  intention  no  make  apk  how  want  crowded  apk  if  like ,negatif,-0.4215
"['baik', 'team', 'maxim', 'nganter', 'konsumen', 'jaga', 'omong', 'nyadan', 'satu', 'ga', 'usah', 'byak', 'tanya', 'konsumen']","['good', 'team', 'maxim', 'nganter', 'consumers', 'guard', 'talk', 'nyanadan', 'one', 'no', 'need', 'Byak', ','Ask ',' Consumer ']",good team maxim nganter consumers guard talk nyanadan one no need Byak Ask  Consumer ,positif,0.1779
"['join', 'sama', 'kasprokaspronya', 'sering', 'eror', 'biaya', 'topup', 'mahal', 'biaya', 'lain', 'jg', 'mahal', 'mahaltopup', 'malah', 'sering', 'gak', 'masukakun', 'tiba', 'tiba', 'terkuncikenapa', 'kaspro', 'bikin', 'ribet', 'aja']","['join', 'the same', 'Kasprokaspri', 'often', 'error', 'cost', 'topup', 'expensive', 'cost', 'other', 'jg', 'expensive', ''Mahaltopup ',' instead ',' often ',' no ',' entering ',' arriving ',' arriving ',' shocked ',' kaspro ',' make ',' complicated ',' just ']]",join the same Kasprokaspri often error cost topup expensive cost other jg expensive Mahaltopup  instead  often  no  entering  arriving  arriving  shocked  kaspro  make  complicated  just ,negatif,-0.6124
"['aplikasi', 'tdk', 'guna', 'buruk', 'batal', 'pesan', 'ad', 'perlu', 'tiba', 'sdh', 'info', 'driver', 'mna', 'driver', 'tmpat', 'tuju', 'driver', 'ngamuk', 'sya', 'malah', 'blokir', 'login', 'terima', 'kode', 'verifikasi', 'apa', 'pemberitahuan', 'konfirmasi', 'benar', 'aplikasi', 'buruk', 'admin', 'drivernya', 'laku', 'buruk']","['applications', 'no', 'use', 'bad', 'canceled', 'message', 'ad', 'need', 'arriving', 'sdh', 'info', 'driver', ''Mna ',' Driver ',' Tmpat ',' Terpuju ',' Driver ',' Ngam Semum ',' Sya ',' In fact ',' Block ',' Login ',' Accept ',' Code ',' Verification ', 'what', 'notification', 'confirmation', 'right', 'application', 'bad', 'admin', 'driver', 'behavior', 'bad']",applications no use bad canceled message ad need arriving sdh info driver Mna  Driver  Tmpat  Terpuju  Driver  Ngam Semum  Sya  In fact  Block  Login  Accept  Code  Verification  what notification confirmation right application bad admin driver behavior bad,negatif,-0.9186
"['maxim', 'bagus', 'kalau', 'order', 'makan', 'banyak', 'gk', 'mau', 'datang', 'driver', 'nya']","['Maxim', 'Good', 'If', 'Order', 'Eat', 'Many', 'No', 'Want', 'Come', 'Driver', 'Driver', 'His']",Maxim Good If Order Eat Many No Want Come Driver Driver His,positif,0.25
"['order', 'gak', 'pernah', 'sukses', 'hedeh']","['order', 'no', 'ever', 'success', 'hedeh']",order no ever success hedeh,positif,0.3612
"['kalau', 'tuju', 'temu', 'maps', 'mending', 'cancel', 'alam', 'order', 'alamat', 'tuju', 'deteksi', 'akhir', 'bayar', 'pas', 'tuju', 'tarif', 'selisih', 'banyak', 'aplikasi', 'belah', 'saran', 'mending', 'cancel', 'kalau', 'alamat', 'tuju', 'deteksi', 'mahal', 'tarif']","['If', 'go to', 'Meet', 'Maps', 'Mending', 'Cancel', 'Alam', 'Order', 'Order', 'Address', 'Terpuju', 'Detection', 'End', ','Pay ',' right ',' go to ',' tariff ',' difference ',' many ',' application ',' split ',' suggestions', 'mending', 'cancel', 'if', 'address', 'go to', 'detection', 'expensive', 'tariff']",If go to Meet Maps Mending Cancel Alam Order Order Address Terpuju Detection End Pay  right  go to  tariff  difference  many  application  split  suggestions mending cancel if address go to detection expensive tariff,negatif,-0.5267
"['kadang', 'susah', 'buat', 'cari', 'titik', 'pickup']","['sometimes', 'difficult', 'make', 'find', 'dot', 'pickup']",sometimes difficult make find dot pickup,negatif,-0.3612
"['elek', 'masa', 'aku', 'ngisi', 'ewallet', 'gin', 'malah', 'potong', 'segitu']","['Elek', 'Time', 'I', 'Filling', 'Ewallet', 'Gin', 'In fact', 'cut', 'that' that ']",Elek Time I Filling Ewallet Gin In fact cut that that ,negatif,-0.2732
"['gak', 'asik', 'orang', 'maksa', 'banget', 'suruh', 'buat', 'download', 'apk', 'maxik', 'mana', 'focer', 'nya', 'cuma', 'pake', 'buat', 'transportasi', 'doang']","['no', 'cool', 'people', 'forgiving', 'really', 'told', 'make', 'download', 'apk', 'maxik', 'where', 'focer', ','',' just ',' use ',' Create ',' Transportation ',' Doang ']",no cool people forgiving really told make download apk maxik where focer  just  use  Create  Transportation  Doang ,positif,0.6249
"['tipu', 'smp', 'ymik']","['trickery', 'junior high school', 'ymik']",trickery junior high school ymik,negatif,-0.2732
"['susah', 'jarak', 'km', 'ga', 'ketemu', 'maximal', 'jarak', 'berapa', 'bos']","['difficult', 'distance', 'km', 'no', 'meet', 'maximum', 'distance', 'how much', 'boss']",difficult distance km no meet maximum distance how much boss,negatif,-0.5719
"['login', 'susah']","['login', 'difficult']",login difficult,negatif,-0.3612
"['maxim', 'sangat', 'jelek', 'segi', 'aman', 'daerah', 'sukabumi', 'bnyak', 'kasus', 'delive', 'barang', 'maling', 'driver', 'pihak', 'maxim', 'tanggung', 'jawab', 'mnding', 'pake', 'gojek', 'grab', 'aja', 'yg', 'lebih', 'jelas', 'aman', 'aplikasi', 'abal', 'mana', 'driver', 'sma', 'yg', 'd', 'aplikasi', 'selalu', 'beda', 'plat', 'no', 'motor', 'beda']","['Maxim', 'very', 'ugly', 'aspects', 'safe', 'regional', 'sukabumi', 'many', 'cases', 'delive', 'delive', 'goods', 'thieves', ','Drivers', 'parties',' Maxim ',' responsibility ',' answer ',' MNding ',' use ',' Gojek ',' Grab ',' Just ',' Yang ',' More ',' Clear ', 'safe', 'application', 'abal', 'where', 'driver', 'high school', 'YG', 'D', 'Application', 'Always', 'Different', 'Plate', ''No ',' Motor ',' Different ']",Maxim very ugly aspects safe regional sukabumi many cases delive delive goods thieves Drivers parties Maxim  responsibility  answer  MNding  use  Gojek  Grab  Just  Yang  More  Clear  safe application abal where driver high school YG D Application Always Different Plate No  Motor  Different ,positif,0.4267
"['maps', 'nya', 'baik', 'pasang', 'titik', 'jemput', 'eh', 'maps', 'titik', 'malah', 'jadi', 'jauh', 'banget']","['maps', 'it', 'good', 'install', 'point', 'pick up', 'eh', 'maps', 'point', 'instead', 'so', 'far', ','very']",maps it good install point pick up eh maps point instead so far very,positif,0.4404
"['susah', 'guna']","['difficult', 'Guna']",difficult Guna,negatif,-0.3612
"['resiko', 'order', 'fiktif', 'nya', 'banyak', 'karena', 'cantum', 'foto', 'costumer', 'maupun', 'no', 'hp', 'costumernya', 'jadi', 'mudah', 'bikin', 'order', 'fiktif']","['risk', 'order', 'fictitious',' its', 'many', 'because', 'cantum', 'photo', 'costumer', 'and', 'no', 'no', 'hp', 'The customer ',' so ',' easy ',' make ',' order ',' fictitious']",risk order fictitious its many because cantum photo costumer and no no hp The customer  so  easy  make  order  fictitious,negatif,-0.1923
"['aplikasi', 'sih', 'murah', 'ongkirnya', 'kalau', 'buat', 'anak', 'kos', 'laper', 'tengah', 'malam', 'duit', 'lg', 'paspasanmau', 'keluar', 'gada', 'kendara', 'siap', 'aja', 'tahan', 'laper', 'besok', 'mustahil', 'order', 'makan', 'kl', 'lo', 'order', 'sedikit', 'manja', 'sekali', 'kurir', 'mau', 'aplikasi', 'ijo', 'duit', 'ngepres', 'mau', 'keluar', 'gada', 'motor', 'gilir', 'aplikasi', 'murah', 'beeehhhhampun', 'dah']","['Applications',' anyway ',' cheap ',' postage ',' if ',' make ',' children ',' boarding ',' hungry ',' middle ',' night ',' money ','LG ',' Paspasanmau ',' out ',' Gada ',' Kendara ',' Ready ',' Just ',' Hold ',' Laper ',' Tomorrow ',' Impossible ',' Order ',' Eat ', 'kl', 'lo', 'order', 'a little', 'spoiled', 'once', 'courier', 'want', 'application', 'ijo', 'money', 'ngepres', ','Want ',' out ',' Gada ',' Motor ',' Turning ',' Application ',' Cheap ',' Beeehhhhampun ',' Dah ']",Applications anyway  cheap  postage  if  make  children  boarding  hungry  middle  night  money LG  Paspasanmau  out  Gada  Kendara  Ready  Just  Hold  Laper  Tomorrow  Impossible  Order  Eat  kl lo order a little spoiled once courier want application ijo money ngepres Want  out  Gada  Motor  Turning  Application  Cheap  Beeehhhhampun  Dah ,positif,0.4767
"['aplikasi', 'buruk']","['application', 'bad']",application bad,negatif,-0.5423
"['kalo', 'ujan', 'order', 'mau', 'ambil', 'langgan', 'guna', 'cepat', 'biaya', 'tambah', 'licik']","['If', 'test', 'order', 'want', 'take', 'Langsan', 'Guna', 'fast', 'cost', 'added', 'cunning']",If test order want take Langsan Guna fast cost added cunning,positif,0.0772
"['klo', 'mau', 'lok', 'tuju', 'milih', 'lewat', 'map', 'tuh', 'ga', 'klik', 'lokasi', 'nya']","['If', 'want', 'lok', 'go to', 'choose', 'through', 'map', 'tuh', 'no', 'click', 'location', 'it']",If want lok go to choose through map tuh no click location it,negatif,-0.2263
"['aplikasi', 'nya', 'sangat', 'jelek', 'maxim', 'mobil', 'k', 'jagan', 'coba', 'download']","['application', '', 'very', 'ugly', 'maxim', 'car', 'car', 'k', 'jagan', 'try', 'download']",application  very ugly maxim car car k jagan try download,negatif,-0.5563
['bagus'],['Good'],Good,positif,0.4404
"['aplikasi', 'brengsek', 'saldo', 'kaspro', 'gak', 'dipakek']","['application', 'jerk', 'balance', 'kaspro', 'no', 'used']",application jerk balance kaspro no used,negatif,-0.5574
"['driver', 'nya', 'bnyak', 'gaya', 'kali', 'broo', 'kalo', 'mau', 'ongkos', 'besar', 'jgn', 'bawak', 'ojol', 'bawak', 'trevel', 'jancokk', 'ni', 'mentang', 'ongkos', 'kecil', 'nggk', 'yg', 'mau', 'nerima', 'order', 'kasih', 'ingat', 'tuh', 'driver', 'yg', 'kyk', 'bgt', 'admin']","['driver', '', 'many', 'style', 'times', 'broo', 'if', 'want', 'fare', 'big', 'don't', 'Bawak', ',', ',', ',', ','Ojol ',' Bawak ',' Trevel ',' Jancokk ',' Ni ',' Mentang ',' Cost ',' Small ',' Nggk ',' Yang ',' Want ',' Little ',' Order ', 'love', 'remember', 'tuh', 'driver', 'YG', 'Kyk', 'Bgt', 'Admin']",driver  many style times broo if want fare big dont Bawak    Ojol  Bawak  Trevel  Jancokk  Ni  Mentang  Cost  Small  Nggk  Yang  Want  Little  Order  love remember tuh driver YG Kyk Bgt Admin,positif,0.6728
"['driver', 'banyak', 'sok', 'nolak', 'order', 'utama', 'drivel', 'mobil', 'kalo', 'antar', 'jemput', 'dekat', 'kalo', 'delivery', 'food', 'kalo', 'udah', 'capai', 'k', 'banyak', 'mintak', 'batal', 'alas', 'gak', 'bawa', 'duitpntk', 'lah', 'driverny']","['Driver', 'many', 'pretentious',' refuse ',' order ',' main ',' drivel ',' car ',' if ',' intercourse ',' pick up ',' close ','If ',' delivery ',' food ',' if ',' already ',' tired ',' k ',' many ',' ask ',' canceled ',' alas', 'no', 'bring', 'moneypntk', 'lah', 'driverny']",Driver many pretentious refuse  order  main  drivel  car  if  intercourse  pick up  close If  delivery  food  if  already  tired  k  many  ask  canceled  alas no bring moneypntk lah driverny,negatif,-0.8126
"['parah', 'baik', 'aplikasi', 'pesan', 'naik', 'drivernya', 'tuju', 'tuju', 'beberapa', 'menit', 'kemudian', 'buka', 'hp', 'tiba', 'tiba', 'mes', 'driver', 'padahal', 'ga', 'mes', 'buat', 'cekcok', 'tumpang', 'driver']","['severe', 'good', 'application', 'message', 'ride', 'driver', 'go to', 'go to', 'some', 'minutes', 'then', 'open', ','HP ',' arrived ',' arrived ',' mes', 'driver', 'even though', 'no', 'mes',' make ',' bickering ',' overlapping ',' driver ']",severe good application message ride driver go to go to some minutes then open HP  arrived  arrived  mes driver even though no mes make  bickering  overlapping  driver ,negatif,-0.2263
"['dong', 'ongkir', 'anter', 'paket', 'jgn', 'cuma', 'rp', 'rb', 'kaya', 'gak', 'punya', 'hati', 'terlalu', 'sepele', 'buat', 'driver']","['dong', 'postage', 'anter', 'package', 'don't', 'just', 'Rp', 'rb', 'rich', 'no', 'have', 'heart', ''Too ',' trivial ',' make ',' driver ']",dong postage anter package dont just Rp rb rich no have heart Too  trivial  make  driver ,positif,0.3182
"['driver', 'car', 'dibalikpapan', 'kurang', 'bagus', 'pelayanannyasering', 'bgt', 'minta', 'cancel', 'alas', 'jelas']","['Driver', 'Car', 'in Balikpapan', 'Less', 'Good', 'The Services Often', 'Bgt', 'Ask', 'Cancel', 'Alas', 'Clear']",Driver Car in Balikpapan Less Good The Services Often Bgt Ask Cancel Alas Clear,positif,0.2748
"['alam', 'lama', 'mengunakan', 'maxim', 'lama', 'mes', 'pernah', 'ketemu', 'driver', 'ramah', 'jujur', 'biasa', 'driver', 'kurang', 'ramah', 'selalu', 'minta', 'tarif', 'lebihkarena', 'kasih', 'bintang', 'muas', 'jambi', 'tindak', 'oknum']","['nature', 'old', 'use', 'maxim', 'old', 'mes', 'ever', 'ever', 'meet', 'driver', 'friendly', 'honest', 'normal', ''Drivers', 'Less',' Friendly ',' Always', 'Ask', 'Tariff', 'More because', 'Love', 'Star', 'Muas',' Jambi ',' Action ',' Person ']",nature old use maxim old mes ever ever meet driver friendly honest normal Drivers Less Friendly  Always Ask Tariff More because Love Star Muas Jambi  Action  Person ,positif,0.9311
"['klo', 'pesan', 'maxim', 'padahal', 'banyak', 'yg', 'dekat', 'titik', 'tpi', 'selalu', 'kasih', 'yg', 'jauh']","['If', 'message', 'Maxim', 'even though', 'many', 'which', 'close', 'dot', 'but', 'always', 'love', 'YG', '', ''Far']",If message Maxim even though many which close dot but always love YG  Far,positif,0.7783
"['lokasi', 'susah', 'titik', 'sama', 'selalu', 'meleset']","['location', 'difficult', 'point', 'same', 'always', 'miss']",location difficult point same always miss,negatif,-0.4767
"['driver', 'segera', 'tiba', 'menit', 'malah', 'jadi', 'menit', 'babi', 'yg', 'jelas', 'lah', 'kalo', 'atur', 'waktu', 'sesuai', 'map', 'perlu', 'desak', 'malah', 'tipu', 'tau']","['Driver', 'Immediately', 'Arrived', 'Minutes', 'In fact', 'So', 'minutes', 'pig', 'Yang', 'explained', 'lah', 'if', ','Set ',' time ',' appropriate ',' map ',' need ',' urge ',' instead ',' trickery ',' know ']",Driver Immediately Arrived Minutes In fact So minutes pig Yang explained lah if Set  time  appropriate  map  need  urge  instead  trickery  know ,negatif,-0.2732
"['scam', 'cuyyy']","['scam', 'cuyyy']",scam cuyyy,negatif,-0.5719
