content,tokenized_text,processed_text,translated_text,vader_sentiment
Saya sdh kecewa sama orang kantor Maxim,"['saya', 'sdh', 'kecewa', 'sama', 'orang', 'kantor', 'maxim']","['sdh', 'kecewa', 'sama', 'orang', 'kantor', 'maxim']","['Sdh', 'Disappointed', 'Same', 'People', 'Office', 'Maxim']",
Knp y pengemudi nya toxic toxic smua?trus gitu titiknya suka g sesuai.,"['knp', 'y', 'pengemudi', 'nya', 'toxic', 'toxic', 'smuatrus', 'gitu', 'titiknya', 'suka', 'g', 'sesuai']","['knp', 'y', 'kemudi', 'nya', 'toxic', 'toxic', 'smuatrus', 'gitu', 'titik', 'suka', 'g', 'sesuai']","['why', 'y', 'steering', '' toxic ',' toxic ',' toxic ',' smuatrus', 'so', 'dot', 'like', 'g', 'according to']",
Memesan Maxim ride lalu Pembayaran tiba tiba diubah dari nontunai jadi tunai padahal sudah top up dan saldo yg di top up kan tidak sesuai dengan yang diisi jadi dialihkan dari nontunai ke tunai padahal sedang tidak bawa tunai aplikasi yg menyusahkan 👎,"['memesan', 'maxim', 'ride', 'lalu', 'pembayaran', 'tiba', 'tiba', 'diubah', 'dari', 'nontunai', 'jadi', 'tunai', 'padahal', 'sudah', 'top', 'up', 'dan', 'saldo', 'yg', 'di', 'top', 'up', 'kan', 'tidak', 'sesuai', 'dengan', 'yang', 'diisi', 'jadi', 'dialihkan', 'dari', 'nontunai', 'ke', 'tunai', 'padahal', 'sedang', 'tidak', 'bawa', 'tunai', 'aplikasi', 'yg', 'menyusahkan']","['mes', 'maxim', 'ride', 'lalu', 'bayar', 'tiba', 'tiba', 'ubah', 'nontunai', 'jadi', 'tunai', 'padahal', 'top', 'up', 'saldo', 'yg', 'top', 'up', 'kan', 'sesuai', 'isi', 'jadi', 'alih', 'nontunai', 'tunai', 'padahal', 'sedang', 'bawa', 'tunai', 'aplikasi', 'yg', 'susah']","['mes', 'Maxim', 'Ride', 'then', 'Pay', 'Arrived', 'Arrived', 'Change', 'Non -cash', 'So', 'Cash', 'In fact', ','Top ',' Up ',' Balance ',' Yang ',' Top ',' Up ',' Kan ',' Appropriate ',' Fill ',' So ',' Take ',' Non -cash ',' Cash ', 'even though', 'Medium', 'Bring', 'Cash', 'Application', 'YG', 'Difficult']",positif
Banyak orderan fiktif,"['banyak', 'orderan', 'fiktif']","['banyak', 'order', 'fiktif']","['many', 'order', 'fictitious']",
Karena gak bisa didownload,"['karena', 'gak', 'bisa', 'didownload']","['gak', 'didownload']","['no', 'download']",
apk penipu buto,"['apk', 'penipu', 'buto']","['apk', 'tipu', 'buto']","['apk', 'trick', 'Buto']",
"Buka maps lama ,,, kirain memori hp udh penuh. Pke hp laen sma aja ... tolong perbaiki bug nya... parah bnr .","['buka', 'maps', 'lama', 'kirain', 'memori', 'hp', 'udh', 'penuh', 'pke', 'hp', 'laen', 'sma', 'aja', 'tolong', 'perbaiki', 'bug', 'nya', 'parah', 'bnr']","['buka', 'maps', 'lama', 'kirain', 'memori', 'hp', 'udh', 'penuh', 'pke', 'hp', 'laen', 'sma', 'aja', 'baik', 'bug', 'nya', 'parah', 'bnr']","['Open', 'Maps', 'Lama', 'Kirain', 'Memory', 'Hp', 'Already', 'Full', 'Use', 'Hp', 'Laen', 'High School', ''Just ',' good ',' bug ',' it ',' bad ',' Bnr ']",negatif
"apk sangat jelek,masa aku pesen makanan/food,cari pengemudi lama bngt udah 3 kali aku order dibatalkan terus pulak tu","['apk', 'sangat', 'jelekmasa', 'aku', 'pesen', 'makananfoodcari', 'pengemudi', 'lama', 'bngt', 'udah', 'kali', 'aku', 'order', 'dibatalkan', 'terus', 'pulak', 'tu']","['apk', 'sangat', 'jelekmasa', 'aku', 'sen', 'makananfoodcari', 'kemudi', 'lama', 'bngt', 'udah', 'kali', 'aku', 'order', 'batal', 'terus', 'pulak', 'tu']","['apk', 'very', 'ugly Memasa', 'I', 'Sen', 'Food Foods', 'steering', 'old', 'bngt', 'already', 'times', 'I', 'I', ','Order ',' Cancel ',' Continue ',' Pulak ',' Tu ']",negatif
Sy ko g dpt kode promo ya pak? Sdh 10 x sy minta spy dikirim kode promo tapi smp skg sy tidak dapat kode promo maxim. Tlg kirim kode promo lewat WA/hub sy ya pak. Tq,"['sy', 'ko', 'g', 'dpt', 'kode', 'promo', 'ya', 'pak', 'sdh', 'x', 'sy', 'minta', 'spy', 'dikirim', 'kode', 'promo', 'tapi', 'smp', 'skg', 'sy', 'tidak', 'dapat', 'kode', 'promo', 'maxim', 'tlg', 'kirim', 'kode', 'promo', 'lewat', 'wahub', 'sy', 'ya', 'pak', 'tq']","['sy', 'ko', 'g', 'dpt', 'kode', 'promo', 'pak', 'sdh', 'x', 'sy', 'minta', 'spy', 'kirim', 'kode', 'promo', 'smp', 'skg', 'sy', 'kode', 'promo', 'maxim', 'tlg', 'kirim', 'kode', 'promo', 'lewat', 'wahub', 'sy', 'pak', 'tq']","['Sy', 'Ko', 'G', 'DPT', 'Code', 'Promo', 'Pak', 'Sdh', 'X', 'Sy', 'Ask', 'Spy', ''Send ',' Code ',' Promo ',' SMP ',' SKG ',' Sy ',' Code ',' Promo ',' Maxim ',' Tlg ',' Send ',' Code ',' Promo ', 'through' ',' Wahub ',' Sy ',' Pak ',' TQ ']",
Banyak driver yang curang!,"['banyak', 'driver', 'yang', 'curang']","['banyak', 'driver', 'curang']","['many', 'driver', 'cheating']",
"Sangat tidak ramah bagi yang sopir mobil, kalo motor ramah","['sangat', 'tidak', 'ramah', 'bagi', 'yang', 'sopir', 'mobil', 'kalo', 'motor', 'ramah']","['sangat', 'ramah', 'sopir', 'mobil', 'kalo', 'motor', 'ramah']","['very', 'friendly', 'driver', 'car', 'if', 'motorbike', 'friendly']",
mengecewakan,['mengecewakan'],['kecewa'],['disappointed'],
Ngaco nih aplikasi map ga akurat ga lengkap percuma download buang kuota saja.,"['ngaco', 'nih', 'aplikasi', 'map', 'ga', 'akurat', 'ga', 'lengkap', 'percuma', 'download', 'buang', 'kuota', 'saja']","['ngaco', 'nih', 'aplikasi', 'map', 'ga', 'akurat', 'ga', 'lengkap', 'percuma', 'download', 'buang', 'kuota']","['Ngaco', 'here', 'application', 'map', 'no', 'accurate', 'ga', 'complete', 'useless', 'download', 'discard', 'quota']",
Nyari lokasi di aplikasi ini setengah mampus,"['nyari', 'lokasi', 'di', 'aplikasi', 'ini', 'setengah', 'mampus']","['nyari', 'lokasi', 'aplikasi', 'tengah', 'mampus']","['find', 'location', 'application', 'middle', 'dead']",
Kocak banget,"['kocak', 'banget']","['kocak', 'banget']","['hilarious', 'really']",
Minta Tolong Harga Di Up Lagi Kasihan Para Driver Maxim Naikan Lagi Sama Ongkir Makanan Menjadi 9K Dan Bike Harganya Naikan Menjadi 45K Saja Terima Kasih Jangan Bohongin Costumer Terbaru Harga Asli 8.900K Kok Malah Di Banner Di Jalan Kota Pasuruan 8.100 Takutnya Costumer Terbaru Kecewa Sama Mobil Harganya 10.500 Kok 9.200 K,"['minta', 'tolong', 'harga', 'di', 'up', 'lagi', 'kasihan', 'para', 'driver', 'maxim', 'naikan', 'lagi', 'sama', 'ongkir', 'makanan', 'menjadi', 'k', 'dan', 'bike', 'harganya', 'naikan', 'menjadi', 'k', 'saja', 'terima', 'kasih', 'jangan', 'bohongin', 'costumer', 'terbaru', 'harga', 'asli', 'k', 'kok', 'malah', 'di', 'banner', 'di', 'jalan', 'kota', 'pasuruan', 'takutnya', 'costumer', 'terbaru', 'kecewa', 'sama', 'mobil', 'harganya', 'kok', 'k']","['minta', 'harga', 'up', 'kasihan', 'driver', 'maxim', 'naik', 'sama', 'ongkir', 'makan', 'jadi', 'k', 'bike', 'harga', 'naik', 'jadi', 'k', 'terima', 'kasih', 'jangan', 'bohongin', 'costumer', 'baru', 'harga', 'asli', 'k', 'kok', 'malah', 'banner', 'jalan', 'kota', 'pasuruan', 'takut', 'costumer', 'baru', 'kecewa', 'sama', 'mobil', 'harga', 'kok', 'k']","['Ask', 'Price', 'Up', 'Poor', 'Driver', 'Maxim', 'Rise', 'Same', 'Same', 'Postage', 'Eat', 'So', 'K', ','Bike ',' price ',' rise ',' So ',' k ',' accept ',' love ',' don't ',' lying ',' Customer ',' New ',' Price ',' Original ', 'K', 'how come', 'instead', 'banner', 'road', 'city', 'Pasuruan', 'scared', 'Customer', 'New', 'Disappointed', 'Same', ','car ',' price ',' how come ',' k ']",positif
Kalau hujan susah dapat driver biaya udah ditambah biar cepat dapat malah g dapat hampir 1jam lebih,"['kalau', 'hujan', 'susah', 'dapat', 'driver', 'biaya', 'udah', 'ditambah', 'biar', 'cepat', 'dapat', 'malah', 'g', 'dapat', 'hampir', 'jam', 'lebih']","['kalau', 'hujan', 'susah', 'driver', 'biaya', 'udah', 'tambah', 'biar', 'cepat', 'malah', 'g', 'hampir', 'jam', 'lebih']","['If', 'rain', 'difficult', 'driver', 'cost', 'already', 'added', 'let', 'fast', 'instead', 'g', 'almost', ''Clock ',' More ']",
"Maxim kurang tegas peraturan untuk driver, jdi banyak driver nakal yg mengatasnamakan Toko minta uang di tf dgn alasan driver tidak punya uang utk bayar fitur delivery. ternyata penipuan apa lagi pas kita hubungi kmbali drivernya dgn tidak sopan mengirimkan alat kelaminnya. tolong pihak maxim di telusuri oknum"" yang merusak nama baik maxim, terlebih Kusus di SULAWESI TENGGARA (KENDARI)","['maxim', 'kurang', 'tegas', 'peraturan', 'untuk', 'driver', 'jdi', 'banyak', 'driver', 'nakal', 'yg', 'mengatasnamakan', 'toko', 'minta', 'uang', 'di', 'tf', 'dgn', 'alasan', 'driver', 'tidak', 'punya', 'uang', 'utk', 'bayar', 'fitur', 'delivery', 'ternyata', 'penipuan', 'apa', 'lagi', 'pas', 'kita', 'hubungi', 'kmbali', 'drivernya', 'dgn', 'tidak', 'sopan', 'mengirimkan', 'alat', 'kelaminnya', 'tolong', 'pihak', 'maxim', 'di', 'telusuri', 'oknum', 'yang', 'merusak', 'nama', 'baik', 'maxim', 'terlebih', 'kusus', 'di', 'sulawesi', 'tenggara', 'kendari']","['maxim', 'kurang', 'tegas', 'atur', 'driver', 'jdi', 'banyak', 'driver', 'nakal', 'yg', 'mengatasnamakan', 'toko', 'minta', 'uang', 'tf', 'dgn', 'alas', 'driver', 'punya', 'uang', 'utk', 'bayar', 'fitur', 'delivery', 'nyata', 'tipu', 'apa', 'pas', 'hubung', 'kmbali', 'drivernya', 'dgn', 'sopan', 'kirim', 'alat', 'kelamin', 'pihak', 'maxim', 'telusur', 'oknum', 'rusak', 'nama', 'baik', 'maxim', 'lebih', 'sus', 'sulawesi', 'tenggara', 'kendari']","['Maxim', 'Less',' Decisive ',' Set ',' Driver ',' Jdi ',' Many ',' Driver ',' Naughty ',' Yang ',' In the name of ',' Shop ',' ','Ask ',' money ',' tf ',' with '', 'alas', 'driver', 'have', 'money', 'for', 'pay', 'features', 'delivery', 'real', 'deception', 'what', 'fitting', 'connecting', 'kmbali', 'driver', 'with', 'polite', 'send', 'tool', 'genital', 'party', ''Maxim ',' search ',' person ',' broken ',' name ',' good ',' Maxim ',' more ',' Sus', 'Sulawesi', 'Southeast', 'Kendari']",positif
babi ini aplikasi setiap pesan makanan di tunggu sampel 1jm gak pernah bisa. mending pakek Go-Jek sak Sampek 1menit langsung di respon cepat dapet nya,"['babi', 'ini', 'aplikasi', 'setiap', 'pesan', 'makanan', 'di', 'tunggu', 'sampel', 'jm', 'gak', 'pernah', 'bisa', 'mending', 'pakek', 'gojek', 'sak', 'sampek', 'menit', 'langsung', 'di', 'respon', 'cepat', 'dapet', 'nya']","['babi', 'aplikasi', 'pesan', 'makan', 'tunggu', 'sampel', 'jm', 'gak', 'pernah', 'mending', 'pakek', 'gojek', 'sak', 'sampek', 'menit', 'langsung', 'respon', 'cepat', 'dapet', 'nya']","['pork', 'application', 'message', 'eat', 'wait', 'sample', 'jm', 'no', 'ever', 'mending', 'use', 'gojek', ''Sak ',' Sampek ',' Minutes', 'Direct', 'Response', 'Fast', 'Get', 'His']",
Petanya gak lengkap,"['petanya', 'gak', 'lengkap']","['peta', 'gak', 'lengkap']","['map', 'no', 'complete']",
"Driver2 nya payah dlm penguasaan jalan nya, terutama di kota palangkaraya... Masa gara2 gak tau lokasi nya malah di cancel??? Padahal klo penguasaan jln nya baik, pasti mudah menemukan lokasi nya... Masa harus harga mati ngikutin rute di aplikasi di ajak lewat jln yg menyesatkan mau2 aja???? Kan 💩💩💩💩💩","['driver', 'nya', 'payah', 'dlm', 'penguasaan', 'jalan', 'nya', 'terutama', 'di', 'kota', 'palangkaraya', 'masa', 'gara', 'gak', 'tau', 'lokasi', 'nya', 'malah', 'di', 'cancel', 'padahal', 'klo', 'penguasaan', 'jln', 'nya', 'baik', 'pasti', 'mudah', 'menemukan', 'lokasi', 'nya', 'masa', 'harus', 'harga', 'mati', 'ngikutin', 'rute', 'di', 'aplikasi', 'di', 'ajak', 'lewat', 'jln', 'yg', 'menyesatkan', 'mau', 'aja', 'kan']","['driver', 'nya', 'payah', 'dlm', 'kuasa', 'jalan', 'nya', 'utama', 'kota', 'palangkaraya', 'masa', 'gara', 'gak', 'tau', 'lokasi', 'nya', 'malah', 'cancel', 'padahal', 'klo', 'kuasa', 'jln', 'nya', 'baik', 'mudah', 'temu', 'lokasi', 'nya', 'masa', 'harga', 'mati', 'ngikutin', 'rute', 'aplikasi', 'ajak', 'lewat', 'jln', 'yg', 'sesat', 'mau', 'aja', 'kan']","['Driver', 'his' ',' lousy ',' in '', 'power', 'road', 'main', 'main', 'city', 'Palangkaraya', 'period', 'Gara', ','No ',' know ',' location ',' its', 'instead', 'cancel', 'even though', 'if', 'power', 'jln', 'it', 'good', 'easy', 'meet', 'location', 'its', 'period', 'price', 'dead', 'follow', 'route', 'application', 'invite', 'through', 'jln', ','which ',' misguided ',' want ',' just ', right']",negatif
"Driver begajulan, mungkin lagi apes aja kali ya","['driver', 'begajulan', 'mungkin', 'lagi', 'apes', 'aja', 'kali', 'ya']","['driver', 'begajulan', 'mungkin', 'apes', 'aja', 'kali']","['Driver', 'Begajulan', 'maybe', 'Apes', 'Just', 'Times']",
"banyak order fiktif, tp gaada tindak lanjut. payahh","['banyak', 'order', 'fiktif', 'tp', 'gaada', 'tindak', 'lanjut', 'payahh']","['banyak', 'order', 'fiktif', 'tp', 'gaada', 'tindak', 'lanjut', 'payahh']","['a lot', 'order', 'fictitious', 'but', 'no', 'act', 'continued', 'bad']",
Saran si ga work it naik transportasi ini banyak driver nakal Argo sama di driver beda tanpa konfirmasi cs mending kalau driver yg di suruh nunggu lah saya nunggu lama driver tiba tiba Argo ga sesuai sama yg di pesan aneh merugikan pelanggan ga akan maju nih aplikasi kalau nyatanya di lapangan masih banyak driver nakal padahal saya sering kasih tip buat driver cuma kalau sering nakal mah jd kapok pake sebelah aja skrng lebih akurat,"['saran', 'si', 'ga', 'work', 'it', 'naik', 'transportasi', 'ini', 'banyak', 'driver', 'nakal', 'argo', 'sama', 'di', 'driver', 'beda', 'tanpa', 'konfirmasi', 'cs', 'mending', 'kalau', 'driver', 'yg', 'di', 'suruh', 'nunggu', 'lah', 'saya', 'nunggu', 'lama', 'driver', 'tiba', 'tiba', 'argo', 'ga', 'sesuai', 'sama', 'yg', 'di', 'pesan', 'aneh', 'merugikan', 'pelanggan', 'ga', 'akan', 'maju', 'nih', 'aplikasi', 'kalau', 'nyatanya', 'di', 'lapangan', 'masih', 'banyak', 'driver', 'nakal', 'padahal', 'saya', 'sering', 'kasih', 'tip', 'buat', 'driver', 'cuma', 'kalau', 'sering', 'nakal', 'mah', 'jd', 'kapok', 'pake', 'sebelah', 'aja', 'skrng', 'lebih', 'akurat']","['saran', 'si', 'ga', 'work', 'it', 'naik', 'transportasi', 'banyak', 'driver', 'nakal', 'argo', 'sama', 'driver', 'beda', 'konfirmasi', 'cs', 'mending', 'kalau', 'driver', 'yg', 'suruh', 'nunggu', 'lah', 'nunggu', 'lama', 'driver', 'tiba', 'tiba', 'argo', 'ga', 'sesuai', 'sama', 'yg', 'pesan', 'aneh', 'rugi', 'langgan', 'ga', 'maju', 'nih', 'aplikasi', 'kalau', 'nyata', 'lapang', 'banyak', 'driver', 'nakal', 'padahal', 'sering', 'kasih', 'tip', 'buat', 'driver', 'cuma', 'kalau', 'sering', 'nakal', 'mah', 'jd', 'kapok', 'pake', 'belah', 'aja', 'skrng', 'lebih', 'akurat']","['Suggestions', 'Si', 'Ga', 'Work', 'It', 'Rise', 'Transportation', 'Many', 'Driver', 'Naughty', 'Naughty', 'Argo', 'Same', '', ','Drivers', 'different', 'confirmation', 'cs',' mending ',' if ',' driver ',' YG ',' Tell ',' Waiting ',' Lah ',' Waiting ',' Waiting ',' Lama ', 'Driver', 'arriving', 'arriving', 'Argo', 'GA', 'Appropriate', 'Same', 'Yang', 'Message', 'Strange', 'Loss', 'Loss', 'Langs', ','No ',' Forward ',' Here ',' Application ',' If ',' Real ',' Real ',' Many ',' Drivers', 'Naughty', 'Naughty', 'even though', 'often', 'love', 'tip', 'for', 'driver', 'just', 'if', 'often', 'naughty', 'mah', 'jd', 'kapok', 'use', 'split', ','Just ',' now ',' more ',' accurate ']",
"Tidak pernah tepat waktu,bahkan jarang ada yang mau ambil orderan walopun tempat strategis","['tidak', 'pernah', 'tepat', 'waktubahkan', 'jarang', 'ada', 'yang', 'mau', 'ambil', 'orderan', 'walopun', 'tempat', 'strategis']","['pernah', 'tepat', 'waktubahkan', 'jarang', 'mau', 'ambil', 'order', 'walopun', 'tempat', 'strategis']","['ever', 'right', 'time even', 'rarely', 'want', 'take', 'order', 'though', 'place', 'strategic']",
"Apk sampah, anak aku dimaki driver cuma karena masalah titik penjemput, padahal titik penjemputan sudah sesuai dan biasa order. Lebih tegas lagi ke driver training ulang jika perlu minimal bisa pake apk maps jadi customer ga jadi korban driver kalian.","['apk', 'sampah', 'anak', 'aku', 'dimaki', 'driver', 'cuma', 'karena', 'masalah', 'titik', 'penjemput', 'padahal', 'titik', 'penjemputan', 'sudah', 'sesuai', 'dan', 'biasa', 'order', 'lebih', 'tegas', 'lagi', 'ke', 'driver', 'training', 'ulang', 'jika', 'perlu', 'minimal', 'bisa', 'pake', 'apk', 'maps', 'jadi', 'customer', 'ga', 'jadi', 'korban', 'driver', 'kalian']","['apk', 'sampah', 'anak', 'aku', 'maki', 'driver', 'cuma', 'masalah', 'titik', 'jemput', 'padahal', 'titik', 'jemput', 'sesuai', 'biasa', 'order', 'lebih', 'tegas', 'driver', 'training', 'ulang', 'perlu', 'minimal', 'pake', 'apk', 'maps', 'jadi', 'customer', 'ga', 'jadi', 'korban', 'driver', 'kalian']","['apk', 'garbage', 'child', 'me', 'maki', 'driver', 'just', 'problem', 'point', 'pick up', 'even though', 'point', ','Pick up ',' appropriate ',' ordinary ',' order ',' more ',' firm ',' driver ',' training ',' repeated ',' need ',' minimal ',' use ',' apk ', 'Maps', 'So', 'Customer', 'Ga', 'So', 'Victim', 'Driver', 'You']",
untuk pemesanan makanan drivernya susah di cari,"['untuk', 'pemesanan', 'makanan', 'drivernya', 'susah', 'di', 'cari']","['mesan', 'makan', 'drivernya', 'susah', 'cari']","['message', 'eat', 'driver', 'difficult', 'looking for'",
sangat Baik,"['sangat', 'baik']","['sangat', 'baik']",['Very good'],
"Top up wallet tapi gk masuk parah, nyusahin orang aja pas lagi gk ada cash, plus ini kaya scam aja","['top', 'up', 'wallet', 'tapi', 'gk', 'masuk', 'parah', 'nyusahin', 'orang', 'aja', 'pas', 'lagi', 'gk', 'ada', 'cash', 'plus', 'ini', 'kaya', 'scam', 'aja']","['top', 'up', 'wallet', 'gk', 'masuk', 'parah', 'nyusahin', 'orang', 'aja', 'pas', 'gk', 'cash', 'plus', 'kaya', 'scam', 'aja']","['top', 'up', 'wallet', 'gk', 'enter', 'worse', 'troublesome', 'people', 'just', 'fitting', 'gk', 'Cash', ''Plus', 'rich', 'scam', 'just']",
Sangat membantu,"['sangat', 'membantu']","['sangat', 'bantu']","['very', 'help']",
"apk ga jelas, ga danta, aneh. apk kocak. masa iya ga bisa batalin orderan food","['apk', 'ga', 'jelas', 'ga', 'danta', 'aneh', 'apk', 'kocak', 'masa', 'iya', 'ga', 'bisa', 'batalin', 'orderan', 'food']","['apk', 'ga', 'jelas', 'ga', 'danta', 'aneh', 'apk', 'kocak', 'masa', 'iya', 'ga', 'batalin', 'order', 'food']","['apk', 'no', 'explained', 'no', 'danta', 'weird', 'apk', 'hilarious', 'period', 'yes', 'no', 'cancel', ''Order ',' Food ']",
Nyaman,['nyaman'],['nyaman'],['comfortable'],
"intergritas dan tanggung jawab diragukan, barang yg dikirim berantakan, minta ongkir double di pengirim dan di penerima barang. Bagi pemakai Maxim agar hati"" memakai driver ini.","['intergritas', 'dan', 'tanggung', 'jawab', 'diragukan', 'barang', 'yg', 'dikirim', 'berantakan', 'minta', 'ongkir', 'double', 'di', 'pengirim', 'dan', 'di', 'penerima', 'barang', 'bagi', 'pemakai', 'maxim', 'agar', 'hati', 'memakai', 'driver', 'ini']","['intergritas', 'tanggung', 'jawab', 'ragu', 'barang', 'yg', 'kirim', 'beranta', 'minta', 'ongkir', 'double', 'kirim', 'terima', 'barang', 'pakai', 'maxim', 'hati', 'pakai', 'driver']","['integrity', 'responsibility', 'answer', 'doubt', 'goods',' that ',' send ',' fight ',' ask ',' postage ',' double ',' send ','Accept ',' goods', 'use', 'maxim', 'heart', 'use', 'driver']",negatif
mnt tlng untuk smua driver bekerja lah yg iklas jk memang ws rzky ga ush mnt2 dwt lbh...qita para penumpang risi dgn tingkah para ojol yg ky gt...sy aj tiap x ngojek ga prnh d ksh kmbalian sy sll diam tp klo mnt lbh mhn mf sy kcw...bkn pelit tp krj tu profesional yg ksh hrg bkn sy...tp knp tiap x ngajak ank sll mnt dwt lbh...qita sm2 butuh jd mnt tlng krj sm ny...matur suwun?!,"['mnt', 'tlng', 'untuk', 'smua', 'driver', 'bekerja', 'lah', 'yg', 'iklas', 'jk', 'memang', 'ws', 'rzky', 'ga', 'ush', 'mnt', 'dwt', 'lbhqita', 'para', 'penumpang', 'risi', 'dgn', 'tingkah', 'para', 'ojol', 'yg', 'ky', 'gtsy', 'aj', 'tiap', 'x', 'ngojek', 'ga', 'prnh', 'd', 'ksh', 'kmbalian', 'sy', 'sll', 'diam', 'tp', 'klo', 'mnt', 'lbh', 'mhn', 'mf', 'sy', 'kcwbkn', 'pelit', 'tp', 'krj', 'tu', 'profesional', 'yg', 'ksh', 'hrg', 'bkn', 'sytp', 'knp', 'tiap', 'x', 'ngajak', 'ank', 'sll', 'mnt', 'dwt', 'lbhqita', 'sm', 'butuh', 'jd', 'mnt', 'tlng', 'krj', 'sm', 'nymatur', 'suwun']","['mnt', 'tlng', 'smua', 'driver', 'kerja', 'lah', 'yg', 'iklas', 'jk', 'memang', 'ws', 'rzky', 'ga', 'ush', 'mnt', 'dwt', 'lbhqita', 'tumpang', 'risi', 'dgn', 'tingkah', 'ojol', 'yg', 'ky', 'gtsy', 'aj', 'tiap', 'x', 'ngojek', 'ga', 'prnh', 'd', 'ksh', 'kmbalian', 'sy', 'sll', 'diam', 'tp', 'klo', 'mnt', 'lbh', 'mhn', 'mf', 'sy', 'kcwbkn', 'pelit', 'tp', 'krj', 'tu', 'profesional', 'yg', 'ksh', 'hrg', 'bkn', 'sytp', 'knp', 'tiap', 'x', 'ngajak', 'ank', 'sll', 'mnt', 'dwt', 'lbhqita', 'sm', 'butuh', 'jd', 'mnt', 'tlng', 'krj', 'sm', 'nymatur', 'suwun']","['mnt', 'tlng', 'everything', 'driver', 'work', 'lah', 'YG', 'Iklas', 'JK', 'Indeed', 'WS', 'Rzky', ','Ga ',' Ush ',' Mnt ',' Dwt ',' LBHQita ',' Timbean ',' Risi ',' Risi ',' with ',' Behavior ',' Ojol ',' Yang ',' Ky ',' Gtsy ',' Gtsy ', 'Aj', 'every', 'x', 'NGOJEK', 'GA', 'PRNH', 'D', 'KSH', 'Kmbulti', 'Sy', 'Sll', 'Sll', 'Silence', ','TP ',' KLO ',' Mnt ',' LBH ',' MHN ',' MF ',' Sy ',' Kcwbkn ',' Stingy ',' TP ',' Krj ',' Tu ',' Tu ',' Professional ',' Professional ', 'YG', 'KSH', 'Hrg', 'BKN', 'Sytp', 'KNP', 'every', 'x', 'invites', 'ank', 'sll', 'mnt', ','DWT ',' LBHQITA ',' SM ',' Need ',' JD ',' Mnt ',' Tlng ',' Krj ',' SM ',' Nymatur ',' Suwun ']",negatif
"Saya kasih bintang 2 dulu, soalnya tiap order driver nya rekuwes selalu minta tambahan ongkos hampir 2 kali lipat Tolong ditindak driver yang suka begitu, bila perlu di suspend, makaasih. Kalo udah ada tindak lanjut baru saya kasih bintang 5","['saya', 'kasih', 'bintang', 'dulu', 'soalnya', 'tiap', 'order', 'driver', 'nya', 'rekuwes', 'selalu', 'minta', 'tambahan', 'ongkos', 'hampir', 'kali', 'lipat', 'tolong', 'ditindak', 'driver', 'yang', 'suka', 'begitu', 'bila', 'perlu', 'di', 'suspend', 'makaasih', 'kalo', 'udah', 'ada', 'tindak', 'lanjut', 'baru', 'saya', 'kasih', 'bintang']","['kasih', 'bintang', 'dulu', 'soal', 'tiap', 'order', 'driver', 'nya', 'rekuwes', 'selalu', 'minta', 'tambah', 'ongkos', 'hampir', 'kali', 'lipat', 'tindak', 'driver', 'suka', 'bila', 'perlu', 'suspend', 'makaasih', 'kalo', 'udah', 'tindak', 'lanjut', 'baru', 'kasih', 'bintang']","['love', 'star', 'first', 'about', 'every', 'order', 'driver', 'his', 'recuwes', 'always', 'Ask', 'added', ','The cost of ',' almost ',' times', 'fold', 'action', 'driver', 'like', 'if', 'need', 'suspend', 'then', 'if', 'already', 'Action', 'Continue', 'New', 'Love', 'Star']",
"Tolong update biar tidak ada orderan fiktif, customer harus menghidupkan lokasi,karna banyak driver yang mengeluh dengan customer yang tidak bertanggung jawan","['tolong', 'update', 'biar', 'tidak', 'ada', 'orderan', 'fiktif', 'customer', 'harus', 'menghidupkan', 'lokasikarna', 'banyak', 'driver', 'yang', 'mengeluh', 'dengan', 'customer', 'yang', 'tidak', 'bertanggung', 'jawan']","['update', 'biar', 'order', 'fiktif', 'customer', 'hidup', 'lokasikarna', 'banyak', 'driver', 'keluh', 'customer', 'tanggung', 'jawan']","['update', 'let', 'order', 'fictitious', 'customer', 'live', 'locasikarna', 'many', 'drivers', 'complaints', 'Customer', 'responsibility', ''Jawan ']",
Payah dlam gps/map.. Klik nama jalan mlah katanya gk terdaftar.. Beda sama gojek.. Kecewa,"['payah', 'dlam', 'gpsmap', 'klik', 'nama', 'jalan', 'mlah', 'katanya', 'gk', 'terdaftar', 'beda', 'sama', 'gojek', 'kecewa']","['payah', 'dlam', 'gpsmap', 'klik', 'nama', 'jalan', 'mlah', 'kata', 'gk', 'daftar', 'beda', 'sama', 'gojek', 'kecewa']","['bad', 'dlam', 'gpsmap', 'click', 'name', 'walk', 'mlah', 'said', 'gk', 'list', 'different', 'same', ','Gojek ',' Disappointed ']",negatif
Saya ngisi saldo sampai menit ini gk masuk..,"['saya', 'ngisi', 'saldo', 'sampai', 'menit', 'ini', 'gk', 'masuk']","['ngisi', 'saldo', 'menit', 'gk', 'masuk']","['fill', 'balance', 'minute', 'gk', 'enter']",
"Merespon calon pelanggan,susah .9 a99. gagal","['merespon', 'calon', 'pelanggansusah', 'a', 'gagal']","['merespon', 'calon', 'pelanggansusah', 'a', 'gagal']","['Responds', 'Candidate', 'Customer', 'A', 'Failed']",
driver aneh smua,"['driver', 'aneh', 'smua']","['driver', 'aneh', 'smua']","['driver', 'weird', 'all']",
