processed_text,vader_sentiment
map garis garis susah cari titik tuju,0.0
semangat,1.0
lag terus anj,0.0
aplikasi jelek maps gada driver ga sesuai aplikasi,0.0
bagus layan nya,1.0
balap z jalan yg kurang bagus,1.0
jelek hhah driver nya jauh kira datang menit pdhl posisi driver tengah jam lebih titik nya ga akurat parah abis,0.0
driver jual mahal kalau bintang kasih bintang,1.0
mantap,1.0
driver nya sangat ramah tepat waktu,1.0
baik ramah,1.0
gak jelas drivernya udh dapet ganti gituuu aja trus aneh jakarta selatan tangerang status aneh,0.0
mantap,1.0
bagus mudah cepat,1.0
mohon bantu atensi pasu nomor hape sms kode otp maxim masuk,1.0
driver yg okpuas dngn layan noga lancar pekerjaanya,1.0
sangat nyaman,1.0
map aplikasi jelek,0.0
cari lokasi tuju sdh d tulis alamat pt tuju tp gak nampak baik lebih baik lg peta jalan tak nampak yg nampak cuma kotak tak jelas maf bintang aja dlu krna aplikasi jauh dr harap,1.0
terimakasih layan,1.0
banyak kurang mulai segi lokasi hingga entah batal pesan gw cancel semua drivernya baru kasih muncul opsi batal pesan just make me feel embarrassed right now,0.0
ramah mud nyaman,1.0
aplikasi apasaya pesan titik jemput habis bensin parah nya mau jemput ponakan nya driver dulu baru antar sayadan banting pintu jga jual jasa rumah sakit ramah kalau mau bukti plat mobil nya punya buru sanggup kenpa begtu titik pnjemputan malah beda,0.0
driver baik ramah sopan,1.0
lebih baik ptsito cepat bangkrut tutup sangat buruk layan buat maximnya makin sepi order drivernya salah fatal panjang tahun tahan maxim login aplikasi suatu bodoh hilang juta langgan mes layan maxim driver maxim keluh tindak kantor maxim tanggulang salah ambil langgan banyak mungkin login aplikasi mesan,0.0
ati ati yg naik stasiun pasar turi surabaya bungurasih harga gak sesuai argo getok ribu alsan bayar parkr mnding jangan,0.0
gak nerima sms,0.0
baik,1.0
drivernya aneh aneh masalah gaada ramah tamah suka batal pesan enak,1.0
baik,1.0
sangat buruk,0.0
abg maxim baik banget,1.0
sangat bantu,1.0
jelek banget ga akurat lokasi jemput antar nya masa maps ga nama jalan susah kalo gitu ga akurat lokasi nya,0.0
ramah,1.0
maxim skrg payah jelek pake banget asli deh kecewa banget gaya aja ngasih saldo bonus rb potong ongkir tp gilir d pke malah saldo gk diterusin driver padahal saldo bonus udah potong jadi akan kaya driver ngasih diskon potong gilir maximnya d komplain d mintain jelas eh malah saldo balikin jelas apa langsung ngasih pinalty driver parah sih mah parah banget padahal driver gak salah apa,0.0
titik penjemputantujuan lokasi lengkap google map sulit cari alamat tuju maxim masa baik mudah aja gak gimana mau saing app,1.0
padahal udah lama nih aplikasi nyari alamat susah minta ampun dibenahin dong biar customer nyaman nyari alamat sampe jam jam nggk ketemu titik mulu kacau nih aplikasi,0.0
lambat banget nyari driver mobil bikin males aja mana berangkat pagi jadi lama bener,0.0
terimakasih,1.0
baik ramah tamah,1.0
tipu bgt kata saldo k eh trnyata cuma boongan potong cuma nipu anak kola mah,0.0
apa ngisi e wallet saldo nya kagak masukkebuang sia duit nya,0.0
layan bagusdan mud baik sekali,1.0
layan sangat baik,1.0
download mau pakai buat order mau masuk no hp baru instal uninstall tetap terecord no hp lama padahal nomor ng aktif sekali masuk no baru malah ng nunggu kode notif lama wajar aplikasi maxim sekarang mulai tinggal konsumen calon konsumen kacau,0.0
aplikasi awal normal tibatiba jadi ganggu sistem langsung lama sangat akibat banyak atau sedikit order dapat terimakasih maxim,0.0
responsip,1.0
sory bos kecewa sama ni aplikasi buruk situasi desak pesan driver jamin malam atas gak yg nerima padahal nya banyak yg dekat udah tambah dana tip sampe gak jugak yg nampung padahal ongkos tip lumayan jalan lumayan jauh padahal baik driver nya kalau tegur bos kalau gak narik offkan apk capek nunggu gak yg jelas driver nya,0.0
good job,1.0
ramah sopan sukses bapake,1.0
pihak developer paksa cancel padahal cust sama driver sepakat kalau cancel parahhh beda dg apk belah,0.0
maxim tu mud yg ngerti yg ga ngerti heran mreka ojek tp mreka gatau jalan pdahal udh sesuai maps nunjukin jalannlewat chat lama buanget dtgnya mnurut harus sesi daftar dlu kantor pusat yg mau jd driver maxim tu jd ga sembarang org stres ikut masuk masuk aja bahaya mesen yg buat baranggada yg mau ambil ambil sih tp luamaa bgt bisa isi bensin dlu lah makan dlu lah maaf bgt bknya gabole tp mikir,0.0
mantap,1.0
aplikasi busuk order mobil driver ga niat kerjaaa biaya cepat naikkin bnyk order ga terima,1.0
murah cepat good job,1.0
ramah,1.0
baik,1.0
ganguan,0.0
good job,1.0
baik,1.0
sistem error gk log in apalikasi rusak,0.0
keren,1.0
aplikasi keluar sendiri,0.0
ketemu mbak spg maxim suruh download maxim beri saldo voucher ribu pakai minimal jgn scam lah maxim moga depan baik,1.0
mantap,1.0
ramah aman tumpang,1.0
jelek sistem nya tegas kayak grab gojek biar gada driver nakal atas kalo ga terima kritik saran jangan jd pimpin usaha buka usaha ko anti ktitik buat gaduh karna tipu x uang cari barang sayang gabisa beli gairah jangan sepelein jangan rasa karna punya kuasa title power uang enak jidat gertak panggil polisi banyak office biar bedain office rekrut karyawan sama office adu driver masalah,0.0
lucu udah top up kaspro malah ga masuk nominal nya ga sedikit,1.0
layan bagus,1.0
bagus,1.0
oke,1.0
murah paraaah lot trouble peta tdk akurat benah tambah oke,0.0
bisa aplikasi resmi begini banyak penipuangak tindak pihak,1.0
layan sopir bagus ramah tamah,1.0
penting urgent jam mepet mau berangkat kerja malah aplikasi guna,1.0
makasih banyak mas,1.0
drivernya hebat sen rb hasil rb ngga ngasih arah guna baru,1.0
memang aplikasi nya murah gak enak pas mesen trus nunggu eh tibatiba batalin,1.0
ramah,1.0
jadi karna perlu minta maaf sama drivernya,0.0
baik,1.0
tindak lanjut driver suka nyolong pesan pagi sampe sekarang pesan bom antar mohon tindak lanjut kaya gin rugi orang btw ngantar barang jual malah colong pls paling ga tega kalo liat driver kadang cancel bohong sama cust nya jadi tiap pesan mesti uang lebih minta tindak nopol nya lcak,0.0
maps masalah lot blok,0.0
nyaman,1.0
trimakaihh layan ramah,1.0
sen mobil gada mau terima order mentang harga cuma beda sama grab harga selisih rb tp memuaaskan bye maxim,1.0
hati hati sama maxim gua order delivery bayar cash paket uang gua bawa kabur sama drivernya payah nih bad lah aplikasi,0.0
sangat jelek map akurat update,0.0
mohon bantu kirim kode otp nya nomor telepon sukses selalu utk maxim tks,1.0
sangat bantu sekali,1.0
baik,1.0
driver toxic cancel malah ngamuk padahal udah bilang mau dicancel kalau pilih driver tes dulu sopan santun nya sangat risih laku drivernya,0.0
maxim kalau nerima karyawan yg sopan jangan orng gak jls alam hari okt naik maxim eka supraman nekat minta tambah uang orang tua nyamperin orang tua mnta tambah padahal dri awal udh lebihin dn mnta tambah smpe g kasih nekat mama tlng fisik motor nya lebih teliti yg layak kendara sangat kecewa mengunakan maxim,1.0
sangat baik,1.0
merespon calon pelanggansusah a gagal,0.0
hati hati aplikasi gak jelassaya daftar masuk tgl lahir waspadatakutnya rekening jebol,0.0
jelek banget aplikasi pas daftar sms kode gak masuk gilir telpon angkat mati langsung gak masuk aneh bgt aplikasi burikkkk,0.0
jauh drivernya ramah sopan manthap,1.0
layan sangat baik,1.0
puas layan,1.0
baik,1.0
aplikasi suka eror sy pesan mknn kali masa yg dtg driver gilaa bkn cm sekali tp sering kl mau cancel jg ga bisaaa,0.0
sangat baik sekali,1.0
biasa nyaman pake apk eh barusan nemu driver yg layan sangat buruk harap evaluasi drivernya soal jadi gamau pake apk gara driver kalo perlu bukti order,1.0
layan ramah,1.0
aplikasi yg rekomen buat si guna banyak sekali tipu dalam hipnotis bahkan nomor mudah tahu orang lalu aplikasi,1.0
kebnyakan cari driver laksana jauh titik jemput malah driver kadang titik antar lah aplikasi peak persetan driver prioritas,0.0
ramah orang,1.0
ramah hati sekali,1.0
habis update pesan gak dicancel gak jelas warung tutup mau cancel gak order ttp jalan latar belakang apa,0.0
rugi k isi saldo ga masuk masuk,0.0
sangat baik,1.0
layan baik driver ramah sopan,1.0
masalah krupuk k nomor driver maxim pampang jelas ga jelas kasus sepi maxim,0.0
selalu mau login ga terus coba berkalikali tetep ga,1.0
bagus,1.0
tunggu laksana kang ojol terlalu lama pantau ada dekat tempat mesan,1.0
cepat driver ramah,1.0
aplikasi banyak tipu,0.0
baik,1.0
dapet driver nya jauh terus sampe menit lebih mana maps nya suka kesasar,1.0
cepat ramah,1.0
erorr mulu bakal tinggal tumpang kalo begini terus,0.0
good job,1.0
titik maps gak yg muncul bukan mudah malah bikin pusing baik titik peta alamat tuju bener gak pakai kalo kaya gin,0.0
maps mobil banyak nganggur tp cari dekat wkwk parah,0.0
puas,1.0
gak jelas,0.0
drivernya senang ramah,1.0
baik,1.0
baik sekali,1.0
trimakasih pak sehat selalu,1.0
terimakasih,1.0
lama banget cari drivernya padahal dekat status cari laksana terus,1.0
bagus simple responsif,1.0
kecewa tdi order tiba tiba naik jdi jalan,0.0
apa cari kemudi lama helm gk bagus byk minus lah klo mau cepat nambah biaya gk jelas btl,1.0
terimakasih beri layan dg baik,1.0
malesin tiap mau pake akun keluar sendiridi masukin malah error sinyal gk sinyal pakai wifi data ttp aja parah benerin bug nya,0.0
google maps nya kurang byk lokasi tdk terupdate pdhl aplikasi belah tempat terus kalo cari laksana sdh batal dr driver bs jemput jd pas udh jalan sama order yg lebih cepet eh driver dua baru smpe akibat salah paham trs bayar debittftopup blm sedia,0.0
sangat baik,1.0
aplikasi ganggu minta kode yg kirim lalu sms kode kirim mohon bantu masalah,0.0
baik,1.0
apk sering errorsering banget baca maps nya kurang akurat jarak tempuh apk gk sesuaiargo nya gk sesuai pasti,1.0
kata nya dpt saldo k ko ga pake hu tipu,0.0
bagus,1.0
peta buruk sekali sangat sangat buruk,0.0
terimakasih mohon maaf pak,1.0
sangat bantu,1.0
udah kayak dulu aplnya masa sekian bnyak kemudi yg mau ambil order padahal lihat dri mapsnya bnyak kemudi maxim liar apa krna tarif yg murah jdi mau ambil order jujurly sya sangat kecewa,1.0
baikramah,1.0
update kirain baik nyata ga tau maps maxim suka arah jalan salah terus kpd driver jalan tunjuk jalan lewat motor tangga jdnya driver nyasar marah kira main baik lama enak pakai maxim tarif hemat anak sekolah,1.0
biasa argo kecil susah dpt driver udh deket malah cancel enak nya karna lewat jalan masuk,1.0
supir nya baik,1.0
susah nyri driver,0.0
top up lambat masuk d baik apk nya,1.0
aplikasi sampah riwayat order ilang tiba jadi gabisa reimburse minim fitur harga ngga transparan,0.0
baik,1.0
mungkin kau mampir hari inibila mirip jadi antar paket yg baik,1.0
moga baik aplikasi memang murah tiap chat driver selalu lambat notifikasi jual makan online kalau delivery pakai maxim sayang banget isi semua detail tetap aja aplikasi kemudi malah ga kontak terima entah titik alamat entah driver memang ga teliti aplikasi driver ga detail,1.0
top,1.0
bohong bilngnya dapet k ter hoakkkk,0.0
sering lama driver nya giat apk ny aktif pas orang mesan slalu minta batalin biasa hampir kali ngilangin mesan buat kecewa langgan,1.0
drivernya ramahsopan mobil wangiso far jauh baru nemu yg paket komplitthx,1.0
cari tuju susah mau pakai susah mending delate,0.0
good job,1.0
aplikasi transportasi paling buruk drivernya suka pilih pilih mending ngga usah jadi tukang ojol sekali,0.0
drivernya sombong kalau hujan ga mau ambil order,0.0
baikk,1.0
bagus cepat,1.0
drivernya ramah rapih ugalan,1.0
aplikasi sangat manfaat driver sangat cepat jemput penumpangaplikasi nya sangat baguss maps nya mudah cari lokasi titik jemput titik antar harga murah manteps driver maxim ramah ramah,1.0
mantap layan nya driver nya ramah,1.0
maxim hari gabisa login udh ganti no telp udh update ttp aja jelekkk,0.0
lh admin naikin harga delivery rasa beban harga k apa lg jrak jauh gk sesuai harga kalo naikin biar gk terbebanin dngan harga segitu kalo dkat gpp sih kalo jrk kg kg k rugi jg rumah jauh soal,0.0
top saldo gk masuk mending gk usah opsi deh nyusahin aja kalo siap hilang aja dulu,1.0
drivernya ga bagus hampir bawa jauh tuju padahal dimapsnya suruh puter balik driver maxim malah kekeh mau lurus untung tau jalan jadi ga gampang tipuk maaf pak kali kerja bener jgn bawa kabur anak org buat nyasar anak org kasi yg gatau jalan nnti malah tipu sma driver maxim,1.0
terima kasih antri sampe tuju,1.0
mantap,1.0
baik,1.0
harus ngasih kode lewat wa aja jangan lewat telpon kan jd gak,0.0
good,1.0
gue driver maxim gue saranin jangan pake maxim gue jarak deket aja minta order yg dapet malah yg jauh padahal auto udah nyala maxim milik rusia lebih baik pakai gojek milik indonesia kalo bukan bangsa sendiri yg guna karya anak bangsa mau siapa mending uninstall deh aplikasi maxim,1.0
driver khusus kurir suka pilih nominal pdhal jrak dekat dri rumah kurir yg mau terima jelek,1.0
mantap,1.0
kurang maksimal krna delivery nya food nya msh blm otomatis masuk jdi susah dapat driver,0.0
gk usah pakai aplikasi buat kecewa aja,0.0
lama lama tarif nya tambah naik awal pake maxim yaa oke tarif nyaa lama lama tarif nya sahabat,1.0
bagus,1.0
benar bagus banyak driver beda aplikasi aplikasi laku verifikasi muka segera baik,1.0
gk login coksmsnya tak masuk,0.0
mantap,1.0
terimakasihkeadaan ujan deras mau terima orderankelihatan sabar orangnyaterimakasih banyak bantu,1.0
baik,1.0
baik sekali,1.0
aplikasi ga jelas tiap pake minta verifikasi verifikasi lewat sms ga kirim lewat telp langsung dimatiin gitu aja terus semua nomor capai batas verifikasi padahal buru,0.0
sangat senang,1.0
terimakasih sekali bapak maaf salah kata maupun buat maksud apa tadi buru buru moga bapak keluarga sehat selalu lancar terus rejekinyaa,1.0
tutup lah buat daftar akun driver udah banyak driver min order makin sepi gak kayak biasa,0.0
sangat bagus,1.0
sangat buruk jangan sulit buat cancel masa gak cancel,0.0
org nya ramah,1.0
sekarang sangat baik jadi andal harga murah layan bagus,1.0
mantap,1.0
mantap driver nya ramah,1.0
baik bapak,1.0
drivee the best,1.0
rekomendasiin karna tarif lbih murah dbnding si ijo pas coba pakai maxim top up ribu ewallet maxim saldo gk tambah dong udh buat lapor aplikasi gk jawab iya sih lebih murah perak dri si ijo klau kyk gni kn duit gw ribu hilang harga sesuai lah sama kualitas perak duit rb gw lenyap sampe skrg gk nambah tu saldo,0.0
puass banget layan ny ramahtenang pokok ny aman deh apk maxim terimakasih kk maxim dengn layan ny,1.0
draver oke,1.0
woylah order akun keluar sendiri ngga masuk lagi udah hampir stengah jam kasi drivernya dkira order fiktiv pasti,0.0
driver maxim car tolol kaga mau yg nerima order pantas sebut driver sampah,0.0
makasih,1.0
sangat baik,1.0
kode otp gak masuk masuk padahal nomor tlpn benar,0.0
m indra sakti lubis daihatsu ayla warna putih nopol bdoq bnr bnr kesel bgt sm org udh dikit sampe tuju malah dicancel dgn alas jalan arah rmh gbsa msk mobil mana kondisi buru buru akhir tinggal kereta buat pulang kampung pihak maxim org susah,0.0
percuma top up tp gabisa kepake kaspro ny,0.0
aplikasi enggak jelas tipu sosialisasi sekolah guru murid dapet saldo rb gilir mau dipake enggak tiba pake tunai dibatalin kali gakbisa sampe uninstal applikasinya bukan doang guru murid gak dipake saldo,0.0
terimakasih,1.0
cari titik lokasi tuju gak nemu nemu auto uninstall,0.0
gagal sama noo,0.0
map ga jelas pesan harga rb pas datang lokasi jadi rb lebih kocak,1.0
baik,1.0
kecewa driver brenti lah aku pakai maxim,0.0
paraaahh bgt bike delivery barang hilang tanggung jawab admin maxim nya itikad baikbener asemmm,0.0
sangat bagus tepat waktu,1.0
tiap hari terima driver baru banyak kalau jadi tri hubung sepak kau aplikasi kejam sadis pikir nasib driver daftar buka ter hari kiamat,0.0
makasih mas,1.0
order mana tuju pt tak tanggung jawab,0.0
this is awesome d,1.0
sangat cepat baik,1.0
salah kasih titik jual buat driver nya marah benarin kali lahh ah kocak titik jual nya cuma jual ayam geprek apk nya tulis jual sate emang aneh,1.0
tipu kelas kakap scam scam scam scam scam,0.0
terimakasih bantu kemudi ramah lancar trip order rejekinya pak,1.0
driver sangat ramah cepat,1.0
bapak baik,1.0
jelalat kadang drivernya suruh jemput anak pulang sekolah malah minta no hp ngajak kenal segala macem gen telpon lah kerja aja bang gausah gatel nyari sempat anak,0.0
sangat bagus,1.0
coba deh baik aplikasi soal sering driver tuh jauh jauh banget lokasi bahkan pernah estimasih nunggu jam saking jauh driver jemput tumpang kadang kesel gue langsung gue batalin gak dibtalin terus driver gue batalin emang gak mesan gk aneh sih ni terus driver gue kasih aja uangya suruh jalan aja kesana tiba rute beda denga ongkos beda lebih murah driver rubah rute,0.0
aplikasi jelek supirnya ga da itikad baik masa cuman sepele loh ibuk suruh ganti rugi stop pakai apk lebih untung pakai apk belah,0.0
maxim lebih baik maxim kaspro bayar lewat bca transfer bank wallet asil tanda masuk wallet kaspro jumlah,1.0
jemput tepat waktudrivernya sopan ramahberhati hati dlm kendara selamat tujuanalhamdulillah,1.0
cara lapor druiver ga,0.0
jelek,0.0
sering salah titik jemput titik antar,0.0
gak login produk gagal mah gue butuh driver maxim bukan jawab tak pastilogin pakai no hp cukup,0.0
gila beberapa kali mau bikin akun susah pake banget minta kode virifikasi hp baik,0.0
mantap cepat respon,1.0
udah coba beberapa kali sidoarjo g dapet padahal udah tak tambah tarif kok kalah sama jayapura hehe,0.0
baru profil tak bagaimana aplikasi,0.0
aplikasi yg kalah saing hahha,0.0
driver sangat baik sekali,1.0
layan ramah murah,1.0
abg maxim nya asik sih,1.0
aplikasi maxim sering banget keluar sendiri terus masa sering ga akses update terus jalan gmn dah,0.0
puas layan sopir bagus ramah recommended yg butuh cargo maxim gk kecewa ayooo pakai cargo maxim,1.0
aplikasi pakai selalu tulis koneksi putus solusi maxim bagaimana,0.0
nyaman dlm jalan adlh prioritas utama,1.0
maxim barang bawa kabur hadiah smiggle pihak kantor gabisa ngasih solusi jelek bngt,1.0
kalo salah pencet sana gak batal gak opsi batal,0.0
aplikasi gak pake kirim otp nomor hp gak ganti nomor gak,0.0
coba daftar apilikasi kode masuk sekian banyak coba malah nomor lampau,1.0
sangat baik jalan,1.0
mana kata ngasih saldo gerat ko gl pakeminimal jan ngeghosting orang lah biar banyak download,1.0
jangan sampe kalian dapet driver teguh septian plat no fubv no tlp xx drivernya kurang ajar kata nya sopan customer cuman karna salah titik jemput langsung kata liat order dong otak dipake pinter pinter kali padahal kl salah jemput tinggal cancel suruh customer cancel perlu kata kasar grabgojek pernah drivernya sangat buruk atitude sekali mitra nya banned,0.0
aplikasi aneh kacau pesan depok jaksel driver berangkat tuju selang beberapa menit muncul notifikasi kalau driver tuju sama gilaa kali langsung uninstal,0.0
sangat baik,1.0
ckup baik,1.0
abng nya ramah baik,1.0
skem tolol,0.0
baik,1.0
bagus layan,1.0
yg bikin aplikasi ga becus otp buat log in aja ga masuk,1.0
sangat bagus,1.0
awal nya paling murah skrg malah food shop d klik sy jual online yg hari nya order driver minimal driver kecewa berat,0.0
mam nya full hitam lokasi benar nama tempat rumah tuju jujur nya say aingin kasih reting bintang,1.0
alam buruk pesan ojek motor langsung bayar aplikasi buaya tukang ojek nya minta pas pas yg tangan anjirrrrr fak lah kata gue teh mana gak mau minjemin helm alas takut tukang ojek pangkal,0.0
baik,1.0
good,1.0
ramah tepat waktu,1.0
sering error,0.0
aplikasi bodohmap gak jelas,0.0
mantap,1.0
ramah,1.0
baik,1.0
jemput cepat nyaman,1.0
gak jelas input nomor hp sesuai dngn pakai tetap masuklog in padahal lg mau pulang rencana pesan maxim gak,0.0
layan gak maksimal padahal kota lambat bahkan jarang yg terima order mending gak usah aiplikasi maxim dilevery,0.0
jelek drive ramahsangat jelek,0.0
baik,1.0
sangat bagus,1.0
driver maxim ga sopan santun nya salah kirim barang gaada minta maaf kok malah nyolot bilang ambil aja sendiri kali seleksi kalo cari karyawan,0.0
login susah,0.0
maxim area gorontalo profesional kerja contoh banyak maxim kadang sendiri bhkan sering bawa orang bhkan tda sangkut paut kerja maxim terlalu paksa order apa kayak terima order jalan order pesan maxim asal terima order bilang kendara jadi kendala pergi tuju minta batal batal tetap konfir,0.0
baik ramah bapak nya,1.0
banyak cs maxim yg hp nya blokir minta kode ottp guna jasa maxim padahal sini banyak yg suka pakai maxim,1.0
aplikasi ga mutu ngga pakai nunggu driver lama eror kali jam,0.0
bagus cepat jemput,1.0
buat aplikasi maxim consumer nya beri tempat duduk lebar aq naik gak tempat lebar nyaman,1.0
ramah pis hanutnuhun bapak,1.0
harap baik maps nya,1.0
pas isi e wallet maxim tf nya udah hasil gk masuk mau coba hubung maxim apk gk respon sekarang kecewa sih jadi no recomend buat pembayarantop up e wallet maxim gagal terus uang nya gk tau deh aneh,0.0
susah dpt kode otorisasi login,0.0
bagus,1.0
best,1.0
aplikasi tolol mau daftar kaga gimana mau mudah kastamer kalo kaya begini cara nya payah,1.0
maxim car banyak mau pasang ac jalan lg macet krn perbaikaan jalan banyak debu tp tetap buka kaca auto ngirup debu panas mobil jg banyak yg kotor mohon lebih himbau drivernya,0.0
klo mau lok tuju milih lewat map tuh ga klik lokasi nya,0.0
terimakasih kemudi nya baik,1.0
bintang soal driver jarang yg mau kalo dekat,0.0
driver nya bad attitude masa aku udah naik mobil drivernya eh drivernya minta cancel padahal aku lambat k gereja padahal luar kan hujan drivernya bad attitude skli,0.0
keren,1.0
best,1.0
harga gak manusiawi manusia udah kaya binatang suruh kerja rodi,1.0
sekarang maksim pilih pilih kalo mau mesan maksim food gilir yg harga mahal eee yg harga murah malah gak gimana sih,0.0
selalu kecewa sama apl driver banyak lohhhh kalau selalu kasih yg jauh kalau yg gampang kasih yg susah heran,1.0
aplikasi gak jelasmasak mau mesen padahal banyak kemudi sekitar ambil masak nunggu lama,0.0
apl tb logout minta otp tdk muncul,0.0
sangat ramah drivernya,1.0
sering error,0.0
sering eror pas pagi hari sore hari sangat sayang jam sibuk eror ga pesan,0.0
maxim nya eror gitu knp si,0.0
baik management nya langgan rasa kasihan mitra driver kalian cari nafkah utk rumah kendara nya abai dapat iklan kalian buat utama ad balikpapan jangan pikir dapat kalian pikir nasib mitra driver kalian,1.0
kreen mantap cepat tepat,1.0
driver baik banget ramah n sabar,1.0
titik lokasi nya tida sesuai,0.0
baik sesuai titik,1.0
alhamdulillah baikramahdijemput sesuai titik,1.0
mantap jiwa,1.0
pngemudi ramah,1.0
maxim sangat bantu,1.0
terimakasih mas lancar rejeki nya baik banget draver nya,1.0
tiba keluar akun gilir mau masuk akun suruh login ga masukin nomor telepon sebelumnyaadmin gimana nih,1.0
driver baik,1.0
pertama x top up kaspro lambat masuk dua kemudi maxim banyak tolak kalo langgan guna bayar kaspro kecewa top up kaspro tpi pakai kemudi suruh cancel order bayar uang cash trus solusi bagaimana dana topup kaspro transfer balik rekening bank,0.0
ramah baik,1.0
trima kasih pak dengar curhat polisi,1.0
bintang satu terlalu lama cari derefer nya padahal udah lama nunggu aplikasi buruk yg pernah pakai,0.0
good,1.0
sangat baik,1.0
tiba tiba driver gk kenal asal nuduh ngejelekin padahal respon sangat sabar jelas tdk pesan mungkin salah apk nya sendiri beliau telpon sy kali kali sangat menggangu nyaman mohon pihak maxim tanggung jawab nya inti driver salah sambung nomor pdhl tdk pesan,0.0
aplikasi bagus banget sih cuma kurang order bayar pake koin tampil maxim hasil potong nya cuma pas bayar nyata bayar tetap sama harga awal guna koin mohon tingkat kan yah min,1.0
ramahamandan cepat,1.0
peta nya gak jelaaaaaaas,0.0
sangat bantu,1.0
kunaon asia goblok saldo aing sedot rb teu narik ge setan,0.0
top banget,1.0
pak minta kmren naik maxim bapak suratsaya tinggl mobil waktu brg turunin surat tertinggl mohon hubung nmr pak,1.0
izin notifikasi aktif popup jalan chat driver ga masuk padahal pake layan delivery paket akhir driver balik rumah garagara ga jawab chat terus mau nanyain nomor terima paket padahal tulis nomor aplikasi sama driver kata ga muncul nomor lebih ramah aplikasi hijau asli dah kasi drivernya,1.0
makasih bg,1.0
baik,1.0
aplikasi sangat mutu buat mancing emosi karna kode promo dapet potong kecil banget ama gak cancel aplikasi sangat lucu,0.0
nice,1.0
tolol gaguna,0.0
susah driver mobil nolak semua,0.0
driver aplikasi sangat buruksumpah jelek banget guys mending jangan pakai maximdownload gojek aja kalo kata,0.0
sangat baik ramah,1.0
eror,0.0
good,1.0
peta nya susah buat paham titik lokasi sering sesuai,0.0
baik,1.0
sangat bantu,1.0
bayar nya beda sama aplikasi nyadi aplikasi maxim nya ssdh tempat tuju kata driver kata nya bayar nya bs ubah mas padahal tiap minggu pakai maxim,0.0
bagus,1.0
bagus,1.0
drivernya wangi ganteng hehe,1.0
supir ramah etika baik,1.0
mudah buat bikin order jangan cuma iklan yg banyak menu order susah buat orang baru,1.0
sengaja ngasih bintang kecewa gak driver mobil yg mau jemput hujan,0.0
driverny susah cari driver sombong suka cancel order,0.0
gak usah pakai aplikasi maxim inidriver nya gak amanahbisa bisa biaya ubah cek nyata buat biaya tunggu lama menituntuk driver nama nopal lokasi medanbaca yaajangan jadi tipu makan uang orang,0.0
kalau siap jadi drivermending jangan jadi driver namnya hujantentu kondisi badan basah kalqu gag mau mobil basahmending jangan ngebid,1.0
kenapaa ongkos nya jd naik pdhal pas order k tpi pas udh tuju jd naik k tera waktu tunggu pdhal yg nunggu lama knp yg kena naik ongkospengemudi nya jg kebut rugi sekali rasa nya mending aplikasi belah dripda disni gajelas waktu tunggu malah kena penumpangtolong dong rugi x iniudh jantung org buat kemudi nya,0.0
mantap,1.0
maxim drivernya lelet jalan sepi bawa kmjam kek anjirr lah mau kapan sampenya donk speedy drivernya cepat kan gak tau tuh buru buru gimana udh minta kebut aja nyantaitolong donk admin maxim diingetin drivernya,1.0
drivernya ramah,1.0
sangat ramah tamah baik,1.0
turunin bintangyg car nya gk pernah mau ambil order tarif bawah ribu knpa x,0.0
aplikasi ga minta otp sfh kali kali gaada yg masuk,0.0
driver nya ramah,1.0
review jujur lebih responsif indrive maxim lebih jangkau indrive,1.0
jelas pesan makan malah d tunjukkin d kost sy mau batalin bsa cma ganti driver aja capeee,1.0
apk susah masukin no hp kode otp kirim kirim,0.0
sistem non tunai nya ubah udah top up tdk masuk dana nya,0.0
bagus banget,1.0
makasih kaka salam sukses sama driver driver jayapura,1.0
jgn mau pake aplikasi iniribet cari titik maps,0.0
ramah tamah kemudi nya,1.0
banyak drivernya sok gk mau terima order,0.0
driver nya gak mau arah bandara,0.0
memuaskanterima kasih,1.0
mantap,1.0
baik ramah,1.0
tarif rendah konsumen banyak minta tegas cara sesuai kan tarif aplikasi banyak order fiktif update dg system bagus,1.0
scam jmbut,0.0
mantap,1.0
ramah,1.0
info min kalau mau buat keluh kendara maxim sering ugal ugalan banyak sekarang orang orang maxim sering ngebut ngebut d jln bahkan waktu sampe hampir nyenggol orang bawa mobil min lampir nomor misal lihat kendara maxim ugal ugalan langsung hubung admin,0.0
ga jelas kntl gua kira pake saldo nyata tunai yg promosiinnya nipu kntl,0.0
puas,1.0
nice,1.0
baik aplikasi chat driver customer suka lelet malah sering masuk pas order cancel sama drivernya sampe bilang nipu gara gara bales chat padahal emang chatnya masuk,0.0
buka maps lama kirain memori hp udh penuh pke hp laen sma aja baik bug nya parah bnr,0.0
mantap,1.0
susah buat nyari alamat yg tuju kurang canggih map nya,1.0
makin lama maximnya makin buruk ud x nemu bisa motor mati mesin lah trus ad yg motor lambat kali kyk bekicot gk bs rem hrus pake kaki terkhr aturnnya tmpt kerja mnt jd mnt jd telat,0.0
aq suka cara kerja sat set,1.0
sangat bantu,1.0
map gak jelas bos,0.0
maxim dipake malang gak tau lama banget jadi males make nya,0.0
cepetan download maxim ramah orang,1.0
aplikasi bagus jangan bekerjasama kaspro,1.0
pesan makan harap fitur batal pesananalsebelum antar,1.0
kecewa sama maxim kemudi yg sopan mau lapor histori naik maximnya hapus lah kasih ajar kemudi sebut,1.0
driver ramah terimakasih,1.0
