Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
bner dikit napa aplikasi loding trus sinyal bagus no hp aktif apa sih ngak jelas maxim,0.972102148,1,1
dapet voucher k orang dateng sekolah ga pakesial,0.167296946,0,0
engga jelas kouta banyak wifi layan ngga internet kocak,0.087632477,0,0
alhmdllh drivernya tepat waktu ramahsopan kpd konsumen,0.983523328,1,1
baik,0.995368531,1,1
driver nya baik sekali walaupun cancel,0.99664871,1,1
potong komisi makin gede xim sengsara mitra mah,0.452033758,0,0
baik team maxim nganter konsumen jaga omong nyadan satu ga usah byak tanya konsumen,0.996959207,1,1
orang sangat ramah sabar,0.999885675,1,1
layan ramahcepat bagus,0.999279518,1,1
ramah sekali,0.999012914,1,1
bagus fast respon,0.999895244,1,1
baik,0.995368531,1,1
good job,0.999811264,1,1
mantap,0.997492459,1,1
order penuh lambok hutasoit motorcycle warna merah nopol bpci terima kasih atas jalan rating,0.999666408,1,1
baik,0.995368531,1,1
mantap aplikasi sangat guna sekali nungguin delivery ga acc drivernya kalau mau order nunggu nya lama banget drivernya kadang jauh dapat padahal maps apk nya driver yg dekat,0.97824532,1,1
kecewa performa maxim yg sekarang,0.327000916,0,0
daftar jadi drive maxim disuru beli atribut maxim maxim store akun resmi maxim tipu kirim paket isi mala kardus gak las tipu,0.39666456,0,0
utk login sulit sekali dapat kode verifikasi pakai semua metode ganggu,0.004933596,0,0
aplikasi asu padahal pihak maxim ngasi uang tunai rb ga digunain anjg lawak bat sama aja kaya scam jir aduhh bewan epep aja lah yok,0.295365393,0,1
good job,0.999811264,1,1
ramah sopan,0.999667285,1,1
kecewa aplikasi gak bayar pakai e wallet,0.006679296,0,0
