processed_text,vader_sentiment
kecewa saldo sedot banyak bayar ewallet maxim kaspro akhir laku pembayarab double cash saldo sedot ewallet kaspro,0.0
layan baik sekali,1.0
jadi karna perlu minta maaf sama drivernya,0.0
jemput cepat nyaman,1.0
mantap,1.0
kemudi baik sopan,1.0
baik,1.0
aplikasi d perbaikisusah skali d cancel bahaya driver costumer,0.0
mantap,1.0
maaf nih edit lguntuk aplikasi kaspro nya saldo sy terus potong hitung detikpedahal gak pakai sama sekaliini bagaimana,0.0
susah mapa nya,0.0
maxsim udah kaya tah mesen dibatalin terus sma tukang maxsimnya,1.0
kali kalau jadi ojek kalau mau sabar ndak usah jadi ojek malah ojek sesat jalan baru marah bilang nunggu daritadi depan malah nunggu depan rumah orang hadehhh mending pesan aplikasi,0.0
dak perlu download fasilitas dak enak galak ngatur tumpang layan sangat buruk apolagi hobi cancel wong sekendak jidat,1.0
sistem non tunai nya ubah udah top up tdk masuk dana nya,0.0
sangat gk puas sma aplikasi nyagofood nya ribet,1.0
naik motor maxim tembong richeese masa rb sen rumah rb pas jalan jadi rb punya bukti maxim mobil aja richeese tembong rb doang nama driver atoyilah nopol motor warna merah adr segera lapor orang bahaya ubah titik rute,0.0
aplikasi gila update,0.0
kemudi nya ramah bawa motor nyaman aman recomended banget abang drivernya semiga sehat selalu,1.0
layan ramah santun,1.0
baik,1.0
lebih bagus pake omega lebih murah driver nya mah rapih wangi saran mah kalau mau oder mah pake omega cobain dah,1.0
sangat nikmat jalan ny,1.0
the best,1.0
sangat baik,1.0
minimal urus user ugal ugalan dah tau salah nyolot ngerti maxim jadi tempat lari user gojek grab kena suspend ga gin cok,0.0
aplikasi nya smart sangat sulit cancel order order jam malam tp tiba besok pagi jam br terespon driver kasi si driver nya cancel padahal sdh jln buang duit,0.0
layan bagus murah,1.0
driver nya nolak rezeki udh order malah ti tolak,0.0
god job,1.0
peta tida muncul yg muncul cuma garis kotak,0.0
maxim parah entah apa motif order pickup keluar tarif okein tp tuju harga ubah jd driver maximnya jg heran krn kasihan sm drivernya paksa bayar sangat rugi customer murah tp jebak,0.0
mantap,1.0
mantap,1.0
driver nya terlalu pilih kalau titik jemput jauh mau padahal udah urgent banget uninstal aja daerah diri nyari driver mobil susah argo kecil gak mau,0.0
good,1.0
ramah banget layan bagus,1.0
good,1.0
terimakasih buat layan nya hari maxim keren,1.0
bagus,1.0
good job,1.0
gak login nomor padahal nomor bener,0.0
masa gua mahal banget ongkos nya teman gua naik maxim murah pdhl gk pkai promo,1.0
trimakasi bnyak kka,1.0
aplikasi fenifu koin bukan dana yeuu skem skem,0.0
tutup lah buat daftar akun driver udah banyak driver min order makin sepi gak kayak biasa,0.0
bagus,1.0
ga ngirim foto drivernya banyak kurang ramah,1.0
good,1.0
riky rikardo hulu semangat buat bpknya,1.0
sangat baik,1.0
asli maxim ternate kacau masa harga yg cantum dr psar gamalama bandara tryta yg dibyar k kn kostumer rasa ditipusy sdh cancel mnt order baru ttp minta harga segitu jadi atur ulang sistemx,0.0
sangat baik,1.0
aplikasi enggak jelas tipu sosialisasi sekolah guru murid dapet saldo rb gilir mau dipake enggak tiba pake tunai dibatalin kali gakbisa sampe uninstal applikasinya bukan doang guru murid gak dipake saldo,0.0
layan bandara cgk terminal sangat susah ribet yg jemput beda yg pesan bahkan sopir smpe telpon sama mbak yg jaga jemput jalan malah pesan yg aplikasi hilang akhir sopir minta uang lebih bayar tol yg mesti parkir bandara mohon tingkat kalau begini saran lebih baik pilih pesan lewat tetangga hijau terminal cgk,1.0
mantap murah,1.0
baik layan nya,1.0
baik,1.0
layan respon cukup baik,1.0
bagus,1.0
driver banyak yg masalah pihak maxim purapura buta purapura tuli,0.0
mohon lokasi ubah google maps mohon,1.0
biaya delivery wilayah madiun jarak dekat sangat mahal cari driver sulit,0.0
sulit tentu lokasi jemput tuju peta ngak nampak garis kotakkotak,0.0
tipu bgt kata saldo k eh trnyata cuma boongan potong cuma nipu anak kola mah,0.0
mau minta kode verifikasi aja susah bener banyak aplikasi ojol lain woi gojekgrab sangat rekomendasi kalo yg auto uninstal,0.0
join sama kasprokaspronya sering eror biaya topup mahal biaya lain jg mahal mahaltopup malah sering gak masukakun tiba tiba terkuncikenapa kaspro bikin ribet aja,0.0
ramah gesit,1.0
topup maxim walletkaspro guna saldo potong,0.0
supir profesional batal tunggu mnt,0.0
saran jangan pakai aplikasi maxim pakai sj grabgojek ojek zalim pernah pikir driver jangan download biar sepi baik diri,1.0
udah titikin yg bnr tukang syur gg amil eh malah mushola almubarok aneh min keluarin aja tuh orang yg nama r ahmad suhanda pokok bapak mau aki tua,1.0
driver banyak yg suka maki langgan mending gojek,1.0
alhamdulillah layan sangat cepat ramah,1.0
mantap sekali,1.0
apk taik tiap order makan selalu gak tepat mana kalau mau cancel gak,0.0
sangat mudah mantap,1.0
terima kasih respon cepat,1.0
sangat ramah sopan,1.0
mantap jiwa,1.0
hp tinggal iphone pro fi kembali mohon kembali,1.0
sihh sya gk msuk akun sayaa gk terima kode verifikasi makin aneh,0.0
driver ramah,1.0
sangat ramah,1.0
trimakasih,1.0
jelekbanget loading terus ga masuk masuk bikin ngehambat waktu,0.0
ramah baik,1.0
makin lama makin ngga jelas ngga akses internet mulu padahal sinyal kenceng pake wifi,0.0
aneh login ulang sama sekali,0.0
aplikasi bagong sen drivermalah gadel seleksi drivernya masa dah wangidrivernya baugak pakai atributgadelrambut gondrong motor butut dah pindah lainbeda dikit tp nyaman,1.0
okmembantu buat yg dk tau jln,1.0
pesan makan susah bnget,0.0
penipuann dtng sekolah kasi saldo rb tpi gk dipake wkwkww,0.0
cari alamat tuju susah sekali,0.0
aplikasi buruk garagara begini gabisa batalin pesan makan nyangkut driver mana jakarta drivernya banjarmasin akhir ganti saldo biar pesan sana selesai aplikasi paling buruk auto uninstal,0.0
bagus,1.0
ramah,1.0
bagus,1.0
kendara nya ugal ugalan hampir nabrak kali kali driver beda,0.0
susah cr maxim klo tempat,0.0
aplikasi puki bagus shopee,1.0
alamat yg datang driver motor selalu sesuai dgn aplikasi yg datang selalu beda driver sangat ramah apabila cancel driver baca maps erti cara guna maps aplikasi nya,1.0
masuk maxim tulis hubung kelayan gara gara gua ngga jadi berangkat kerja,0.0
sangat kecewa maxim mobil karna drivernya mau ambil order jauh d bandingkang yg motor,0.0
hai kak driver maxim berhatihati kendara pernah bonceng tabrak mobil belakang ngebut ga sempet ngeremkaki srempetin batas jalan perna tuduh ambil kembali driver nya baik attitude driver yg rekrut,1.0
aplikasi lag driver rajok fix,0.0
baik,1.0
hati hati aplikasi gak jelassaya daftar masuk tgl lahir waspadatakutnya rekening jebol,0.0
aplikasi rusak pasar banyak kemudi nyangkut sampe menit grab sekali pesan langsung,0.0
order delivery barang ga nyampe konsumenchat bantu ga balas sm operatormau lapor polisi harga barang ga seberapakapok ga order,1.0
baik,1.0
bagus murah cepat,1.0
bagus,1.0
baik fitur nontunainya masa isi cashpronbha nunggu hampir menit baru masuk topupnya jadi lama orang mau berangkat hadeh,1.0
bagus,1.0
mantap,1.0
makasih antar tuju hati jalan,1.0
aplikasi taii mau top dana duit ga masukk masuk ga jelasss,0.0
bagus,1.0
makasih yah pak,1.0
sangat bagus,1.0
mantap,1.0
aplikasi sampah lot banget kayak tahun,1.0
kosong,0.0
bapak baik bgtttttt sehat terus pakk,1.0
driver nya banyak gak jelas banyak mesum leceh,0.0
lama banget pas mesan gaada yg mau terima,0.0
mau masuk notifikasi masuk angka cek masuk notifikasi empat angka,1.0
cek harga tuju aplikasi panggil driver negosiasi driver non aplikasi cansel by aplikasi jalan sama driver bayar cash safe no hp drivernya besok langgan sama,1.0
aplikasi gak ganti no tlp ganti email ganti no telp gak,0.0
kualitas makin buruk huh order x driver gada jemput malah driver antem sama istri malah sampek konsumen kena getah nya huh,0.0
sangat bantu proses jalan jauh,1.0
alhamdulillahpak supir kooperatifbaiksabar,1.0
dong gak login apk maxim karna butuh banget utk mobile slnya maxim tarif sangat jangkau banding kompetitor,0.0
manatp buat abang nya ramah,1.0
mau pesan ojol tahu keluar aplikasi kecewa banget,0.0
baik mantap,1.0
mantap layan cepat driver ramah,1.0
mantap,1.0
teman jalan ramah d kantong,1.0
sangat puas,1.0
guna krtu smrtfreen susah login kode otp kgk dkirim sdh ratus kali dcoba,0.0
sering ganggu aplikasi nya aplikasi belah,0.0
nomor gak login,0.0
mantap layan ramah sopan mksihmaxxim,1.0
dapat kode reval nya udah minggu lebih masuk aplikasi maxim udah masukin nomor yg benar kode reval kirim,1.0
gak jadi,0.0
bohong gue hampir dilecehin,0.0
buat pihak maxim tingkat kan driver nya kasar sopan driver beda aplikasi yg dtg malah driver gojek kasar enak nya,1.0
coba download maxim masp nya gambar putih pas tekan jemput mana map nya gambar cuma putih coba cek tekan food mau antar mana sama aja map gambar putih tau lokasi cara bagaimana lihat lokasi map,1.0
hari juni pk pagi anak perempuan mes maxim motor dr rusun bidaracina sma n biasa nya tempuh menit tp menit lebih sekolah krn drivernya mutermuter entah anak takut minta turun driver minta bayar tarif normal akhir anak masuk sekolah krn lambat takut mohon tangan driver nama prasetyo bayu dg no b tbl,0.0
kata murah yaa aku sen maxim suruh nganterin cuma sini sono aja berapa coba k padahal dekettttttttt bangett gila si lama make maxim pernah mahal padahal deket banget jarak nyaaa,0.0
driver ramah terima kasih,1.0
mesan makan ga ga jelas,0.0
kualitas map nya baik masa cari alamat ketemu,1.0
ga banget anjir nyesel gue download nya ga nyari tuju lokasi susah banget anjir muter muter,0.0
hai maxim lama guna aplikasi awal masalah hari mesan maxim teman tibatiba akun logout sendiri kali kali coba login tetep gak bahkan baru install ulang tindak jadi butuh apk transportasi,0.0
selamat siang gabung dgn transportasi yg thangksu aman nyaman,1.0
ewalletnya jelek banget masuk saldo lama kadang error tibatiba bayar alihin tunai padahal udah atur ewallet kaspro,0.0
kerenn bantu bangett,1.0
makasih bg,1.0
mantap sekali,1.0
driver sangat baik,1.0
bagus,1.0
log in terlalu sulit,0.0
sekian byk aplikasi ojek online aplikasi maxim paling buruk cancel aja aplikasi,0.0
sehat sehat pak,1.0
cepat ramah,1.0
bagus,1.0
apa sih maxsim inidikit ganggu,0.0
benah maxim wallet bagaimana ubah sendiri maxim wallet jadi tunai tiba harga ubah jadi lebih mahal,0.0
baik sekali,1.0
mantap,1.0
bagus sangat cepat jeput,1.0
sangat puas layan,1.0
tempat waktu driver ramah thebest,1.0
good mantaap,1.0
respon baik,1.0
apk gak login aja gabjsa,0.0
layan baik,1.0
sangat buruk,0.0
termakasih sangat butuh,1.0
sangat ramah,1.0
layan mantap,1.0
sekolah datengin kayak kakak gitu suruh download maxim imingi saldo k lalu minta klarifikasi nomor whatsapp beri saldo k nya guna bahkan sampe bulan lalu konfir nomor beri justru respond lambat laun kontak nya aktif,1.0
layan baik driver ramah ongkos murmer,1.0
driver nya gak mau arah bandara,0.0
bagus amanah,1.0
makasih buat developer pak drivernya,1.0
apl nyebelin susah dapat titik tuju cari buat nya sd,0.0
terimakasih,1.0
ramah bik,1.0
parah akurasi mapsnya banyak alamat yg gaada bikin emosi,0.0
good job,1.0
tempat tuju selamat,1.0
maksimal sistem kalian banyak sekali driver minta cancel bayar pakai kaspro kalau siap jangan aktif fiturnya rugi top up banyak,1.0
kok gak login sih,0.0
oke,1.0
good,1.0
aplikasi nya jelek apa loading mulu eh suruh login ulang gajelas,0.0
maps buat jemput begosudah titikin malah kabur mapsnya emang murah murah aplikasi nya tolol,0.0
skrng gin dulu makin lama orang maxim kurang bagus layan mau pesan mud lambat bangettpokoknya makin lamamaxim makin buruk sumpah knp makin lama maxim nih makin ssh buat order makan susah buat order mau pergi,0.0
kalau nyariin driver jangan jarak jauh dong mesti nunggu dg waktu menit lebih jarak lumayan jauh loaksi,1.0
pas mau sen makanandi tunggu lama bgt gada yg mau nerima bikin badmood woyy,1.0
bagus,1.0
tipu,0.0
keren cepat,1.0
tadi mau login susah bnr malah minta kode terus ndak jelas sekali,0.0
terima kasih atas layan nya,1.0
banyak driver ga punya kaspro kan bayar pake kaspro susah jadi nya,0.0
mantap terima kasih,1.0
layan baik,1.0
ga update map ny kabupaten bekas ga update,0.0
berhatihatilah bila guna jasa semua driver nya orang ramah,1.0
sangat baik jalan,1.0
baik layan,1.0
baik perlu nyaman pakai,1.0
baik ramah,1.0
aplikasi ga jelas mau order adu jotos dulu ama driver nya titik ga sesuai udah gitu suka minta cancel aplikasi ga jelas sekarang mau dipake malah ga masuk masuk,0.0
mantap,1.0
first time pake maxim kecewa,0.0
apk ganggu trus,0.0
best,1.0
gak login masuk no hp kode verifikasi masuk hp lewat sms coba nomor kira kendala apa,0.0
maxim gjls udh ngisi kaspro saldo dh msuk eh kata gagal kblokir pdhl dh msukjd ilang saldo gamau pke maxim mana drivernya jg pda gjls smua,0.0
layan lelet nomor jadi gabisa terima kode,1.0
cari lama kaya dulu,1.0
susah guna,0.0
pecat aja driver yg dekat tpi gk mau nerima order,0.0
terima kasih bantu,1.0
driver jauh jadi gak buat buru buru,0.0
sangat cepat bagus,1.0
baru terus tp aplikasi gk pernah jdi bagus map driver gk jalan tiba udh sampe driver malah marah,0.0
udh isi ewallet nya kok gk masuk yah malah kosong,0.0
baik ramah,1.0
aplikasi bingung,0.0
baik,1.0
sangat bagus,1.0
makasih mas,1.0
murah meriahsering guna maxim car dpt promo potong tp pas byr driver gak terima krn rekening potong ktnya jd sama aja bohong mending gak usah kasih promo potongankasian klo yg ud nyiapin ongkos pas sesuai aplikasi tp tetep tagih driver kurang,0.0
good,1.0
driver nya kurang bangett perkara mau ganti titik tuju driver nya chat ku tembk kau plis shock banget ga cancel mau ganti titik tuju aja,0.0
petaa akurat yg jadi patok rumah aja gak temu peta tambah bingung cari titika diarahin,0.0
jauh drivernya ramah sopan manthap,1.0
keren supirnya ramah,1.0
mantap,1.0
good,1.0
kalau siap jadi drivermending jangan jadi driver namnya hujantentu kondisi badan basah kalqu gag mau mobil basahmending jangan ngebid,1.0
awal pake aplikasi lalu tiba blok nomor bahkan ganti nomor gak daftar aplikasi inisangwt buruk,0.0
login batas minta nomor hp bikin susah orang aja login dg email jenis,0.0
baik,1.0
ramah tepat waktu,1.0
susah driver susah batal kalau order makan sekali driver eh malah suruh cancel gk niat memang jadi driver,0.0
aplikasi tipu,0.0
tiap pesan makan kata titik gada toko terus mamangny tanya toko aku gatau lah kan aku org baru sini makanya ngandalin maxim selalu gitu terus tiap pesan makan inti tiap toko selalu bilang udh tutup kalo ga titik gada yg jual,0.0
kemaren harga normal kayak biasa k sekarang kok tibatiba jadi k padahal lokasi sama tuju sama kayak kemaren padahal udah jadi andal kalau pulang eh tau harga naik ga wajar udah males pake,1.0
driver ramah,1.0
untung maksim kastamersi drifer kerja keras peras kringat potong besar harga renda maksim sama kaya gojek grep,1.0
drivernya jujur harga aplikasi sdh dilebihin rb mas minta tempat tuju dichat malah nyolot ngotot kalo kasi pdhl gak yg ngasi tp driver sendiri minta ongkir rb tindak lanjut drivernya komplain an segera direspon kalo lama diemin ntk nya bakal disalahgunakan kasi langgan jd bayar ongkir x,0.0
drivernya baik,1.0
sekarang maxim aneh gak batal order gilir ngubah pesan eh nya jalan jadi gimana salah satu nya batalkann,0.0
maxim ga jelas klo login susah titik jemput nya ga akurat,0.0
good,1.0
order gak pernah sukses hedeh,1.0
update food paket instan reguler samday kaya tingkatin lah jangan driver mulu baik ikut lah contoh grab gojek shopy food lalamove jangan cuma main driver bike coba update tingkatin paket food mohon dengerlah baca mohon bantu,1.0
oke,1.0
very good,1.0
sen udah mau menit gak dateng terang aplikasi padahal segera tiba kacau aplikasi,0.0
lebih gojek maxim tolol,0.0
semangat cari rezeki,1.0
aplikasi apa mau pesan masuk no hp sayatolong cek aplikasi nya,0.0
parah paket bawa kabur driver cs susah hubung,0.0
beberapa hr utk alamat tuju tdk bs tulis perinci alamat titik jemput selalu tdk tepat,0.0
baik,1.0
sangat puas layan terimakasih nggeh buk,1.0
banyak oknum driver cabul leceh seksual,0.0
layan sangat bagus nyaman sopan sekali,1.0
bpknya ramah bgt ngejesasin semua btw pertama kali pke maxim,1.0
kurang kurang ganggu min aplikasi terlalu sering ganggu eror,0.0
kecewa,0.0
ramahamandan cepat,1.0
makasih mas hati jalan berkah mas,1.0
sip orang nya ramah,1.0
orang nya ramah,1.0
gabisa login nomor padahal nomor aktif tunggu kode lama bahkan ulang kali malah,1.0
aku tuh heran y driver nya yg dpt lagiyg driver nya sy pke helm tuk tumpang ny bau bgt kaya gk prnh d cucipgen gk pke helm tkut ketilangudh ku ksh bintang gak sukamlh dksh driver lagialhsil sy gk mau pke helmtrus sy psen terap cweudh dblg dri awal jgn knceng pijatnyamlh tmbh knceng ky mau bunuh org kasar bgtudh gtu ky gk phm urat asal pijitnyadri kakike bdntrs kaki lgiyg pertama dpt terap itutrs psen dua eh aku dpt alhsil bdn mlh tmbh skit,0.0
driver sangat baik sekali,1.0
trimakasih antar selamatbarakallah,1.0
sangat bantu,1.0
aplikasi gk jelas masa verifikasi nomor hp lama sekali,1.0
baik ramah,1.0
apknya baguss tapi kenapaa gabisa login mulu yaa udah pakee beberapa nomor tetapp gabisaaaa,1.0
driver nya sarkas baru pertama kali pake pencet mes lalu cancel tempat tuju tidaak sesuai siap tuduh jahil mau nipu padahal minta maaf,0.0
bagus,1.0
merchant nya tdk order,0.0
saing bisnis sehat jangan saing bisnis licik saing gak sehat dgn jarak tempuh jauhkasihan drivernya utk keluarga,1.0
aplikasi ojol jelek parah suka lot suka lalod harga argonya sangat masuk akal driver sengsara driver,0.0
aplikasi banyak masalah argo tagih tak sesuai mending pake gojek lebih murah,0.0
gajelas cok isi saldo customer malah kaga bayar non tunai,0.0
pusing nungguin kode promo,0.0
apk jelek,0.0
okeee mantaappp,1.0
emang bagus murah dri yg cuman sangat d sayang top up danawallet masuk masuk masuk bagi d guna baik lama guna maxim klo kek gin terus mending pake grab ojek,1.0
sangat buruk layan cs pematangsiantar,0.0
baik,1.0
x tolak driver,0.0
sangat baik,1.0
bapak nya ramah baik sekali,1.0
tipu hatisaya bohongin,0.0
bagus apknya,1.0
ramah mobil bersih,1.0
baik,1.0
login baik,1.0
mantap harga ekonimis,1.0
aplikasi rugi map pernah baik sekarang telpon lewat aplikasi malah susah,0.0
dapat kesan sempurna minimal muas layan individu nyaterlalu susah cari titik jemput tentu tuju cari mapskarena buat ribut kecil driver ojol nyakarena sikap tdk santun arogan,0.0
terima kasih drivernya baik tepat waktu amanah,1.0
drivernya ramah,1.0
mantap,1.0
bagus,1.0
mau login gk login ni gimana aplikasi kok eror,0.0
jelek aja alamat nya gak nyambung krang update gak kayak grab,0.0
mud ramah baik,1.0
driver sangat ramah,1.0
mantap,1.0
orang nya baik baik suka aku aplikasi nya mudah buat mula ga tau,1.0
buruk,0.0
driver naik tarif sendiri padahal tdak tuju,0.0
benar suka pakai maxim cuma kecewa aja mau batalin pesan food susah banget jadi kasihan sama drivernyaapa banyak toko tutupgak buka gak tulisanya,0.0
order nya lama banget hampir satu jam gak dapet,0.0
baik humblewangi jugaa top deh,1.0
gagah,1.0
drivernya baik,1.0
bagus mudah cepat,1.0
mantap hatur nuhun pa atos jajap istri sareng murangkalih abdi,1.0
dong ongkir anter paket jgn cuma rp rb kaya gak punya hati terlalu sepele buat driver,1.0
ramah,1.0
sulit cari tempat yg tuju,0.0
aplikasi bego,0.0
kecewa sama driver maxim minta ambil barang malah barang ga nyampe mungkin ambil parah banget,0.0
tarif nya lebih murah banding yg app nya sulit baca d titik jemput tujuanklw d app belah tinggal d ketik aja lgsg muncultrs history jalan jg amburadulall in alam mnggunakan app bikin kesel,0.0
terima kasih driverdriver maxim,1.0
mantap pengemudiny,1.0
mantap,1.0
rasa puas nyaman,1.0
sumpah udah enak banget pake maxim cmn karna orang gara gara batal karna salah lokasi marah marah padhal minta maaf dua kali pesan ketemu lg orang batal karna marah bilang jangan macam macam jangan ulang ancam pas ketemu ketus jalan makin jauh padahal lokasi nyaa malah makin jauh tambah takut jadi ngerasa ga aman sekali sprti orang jahat,0.0
drivernya ramah sekali,1.0
percuma top up sama driver minta bayar minta cari driver teliti,0.0
tiap buka notifikasi internet padahal internet selalu aktif,1.0
akhir akhir tdk buka apknya pas buka kata no data maksud,0.0
bagus sopan,1.0
perfect,1.0
aplikasi taikkkkk jelek driver gak sopan marah marah huh bikin lapor kagak coba duo ijo kek gitu pm akun ni maxim taikk,0.0
masyaallah driver sangat baiksabardan jujur verygood,1.0
ga jelas kntl gua kira pake saldo nyata tunai yg promosiinnya nipu kntl,0.0
gak lengkap profilknp kan kasih driver nya nyarigak nama orang,1.0
naise keren,1.0
update map nya susah banget mau cari alamat maxim,1.0
mantap kirim nya cepat,1.0
update peta tak bernamahanya kotak,0.0
trimakasih bapak baik anget,1.0
order penuh t r h diparulian s motorcycle warna hitam nopol bkalm terima kasih atas jalan rating,1.0
apliaksi jelek,0.0
ramah,1.0
baik,1.0
baik trimakasih,1.0
makasih pak maxim semangat terus,1.0
maaf,0.0
nyaman trimakasi,1.0
ribet developer nya kalo mau verifikasi pake no handphone bisa mungkin kirim lebih cepat sy nunggu kode nya aja sampe minta kirim ulang beberapa kali kirim gk jelas aja gak jelas malah suruh tunggu beberapa menit males dah udah paling nyaman kemarin adem ayem ni malah ide bikin tambah ribet,1.0
mantap,1.0
selamat siangini maxim bagaimana yabaru pertama kali naik maxim car kok argo pertama trus tuju jd parahpadahal ga masuk tol gimana maximpadahal kmrin naik maxim motor oke oke aja jd males deh naik maxim,1.0
respon cepat ramah,1.0
drivernya rata suka ras uang konsumen alas lokasi jauh minta tambah ongkos alas cancel mau ubah pesan malah ngatain tambah ngancem minta ganti rugi sesuai ongkos mskipun udah cancel sering bilang buat hati klo udah jalan jg ugalan jalan luar biasa buruk drivernya trutama driver motor tertib drivernya pasti tdk yg nama jual beli akun hindar dri jahat,0.0
maxim drivernya lelet jalan sepi bawa kmjam kek anjirr lah mau kapan sampenya donk speedy drivernya cepat kan gak tau tuh buru buru gimana udh minta kebut aja nyantaitolong donk admin maxim diingetin drivernya,1.0
supir ny mau tunggu belanja dulu tdk kasi naik harga kargo,0.0
layan orang kantor maxim pusat buruk mata duit saldo driver ambil maling sama orang kantor maxim ga balikin padahal akun udah suspend blokir,0.0
baru pertama kali coba aplikasi ojek online jalan kota cukup hemat mudah guna saing aplikasi ojol lain,1.0
ga promo terus kalau mau isi maxim wallet lama banget baru ter top up aplikasi udah dr jam yg lalu top up tp apk blm nambah saldo,1.0
mantap realtime gacorr,1.0
respon baik,1.0
good men driver,1.0
maps jelek semenjak maxim gak ubah google maps update baru maps lama titik maps gak maps google maxim,0.0
supirnya kurang ramah,1.0
yaman aman,1.0
puas,1.0
drivernya hebat sen rb hasil rb ngga ngasih arah guna baru,1.0
ga promo kaya ijo ijo titik jeput tuju suka ga sesuai sering error aplikasi padahal selalu update,1.0
baik,1.0
aneh naik maxim harga awal rb pas tengah jalan tiba naik jadi rb tahu hadiah bintang aja deh buat maxim,1.0
ganggu amplikasi gimana orang mau ngoder,0.0
aplikasi gak jelas tulis alamat suruh nyari peta aplikasi giloo,0.0
sampah lelet lot pilih mps aja susah banget apa ketik tambah lelet alamt mana titik dmna sampah kapok pake maxsimbikin repot,0.0
drivernya baik ramah terima kasih banyak,1.0
good,1.0
tepat waktu sahabat,1.0
antar baik,1.0
baik,1.0
sangat bagus,1.0
kode verikasi ga masuk padahal nomor udh bnr,0.0
nyari alamat masa gak terus sih gak nyangkut pdhl gojek grab gampang banget looh nyesel banget buang kuota,0.0
baik,1.0
akurasi maps baik kasi driver ny suka salah jemput,1.0
gak jelas maxim susah cari patok titik alamat,0.0
apa dengan food mu masalah bagong bike delivery oke food sama sekali,0.0
maxim tolol w drtdi daftar gagal truss,0.0
driver nya banyak nolak rejekikarena harga terlalu murah,0.0
paraaaaaahhhhhhhh jangan download aplikasi eror,1.0
sopir baik,1.0
ramah baik,1.0
sangat bantu,1.0
nice,1.0
baik,1.0
good jobs,1.0
mantul mantap betul,1.0
layan bagus,1.0
orang baik ramah moga makin gacor bang orderannyaa,1.0
situasi darurat mau order malah eror apk nya kontollll,0.0
apa baru download nunggu lama banget cuman buat registrasi data parah pas gw coba regist ulang udah gak,0.0
aplikasi jajah hadir lu cuman bikin driver online blanksak bikin tarif transportasi enak jidat lu,1.0
orang ramah,1.0
baik,1.0
maaf bad review soal nunggu order menit lebih gada connect driver nya padahal deket sama lokasi lebih tingkat layan nya,0.0
keren sangat cepat kendara bersih sesuai,1.0
sangat bagus,1.0
baik banget top dech,1.0
bagus,1.0
uda top up kas pro saldo ngga langsung update payahhhh,0.0
bagus,1.0
login susah bet dah,0.0
sangat baik,1.0
rekomendasi sangat bagus,1.0
maxim gmna sih jemput jauh terus akhir kecewa,0.0
sering kecewa sama driver maxim selalu salah titik jemput titik tuju kecuali driver ygsh muda alhamdulillah jarang yg nyasar seleksi driver wajib baca peta mohon perhati,0.0
lama pakai maxim driver nya udah berumurjd bawa motor lamban kadang lg telat jd jengkel sendiribawa motor aja suka gemetar nyodok gk liat spionknp perintah gk ksh modal dagang aja buat bapak inibiar lebih sefty aja gitukasian kanqt bawa bonceng kaya kucing punya nyawa banyaksaya yg naik kasi tp kesel kadang kaki senggol trotoar motor,0.0
apk ngak brrmutu aman kurang menangin pihak aja dikit minta komisi,1.0
selalu masalah peta terupdate titik selalu update,0.0
apa guna maxim wallet kaspro mau order makanantapi bayar tunai order ojek kadang driver minta bayar cash aja mau belanja gak jadi mati duit maxim kaspro gak tarikgak tf gak beli pulsa tak guna maxim wallet,0.0
ga sigma malas,0.0
drivernya cekat mantap,1.0
gimana sih aplikasi aku kecewa sekali aplikasi tera bayar tunai sama drivernya suruh bayar sangat kecewa,0.0
drivernya rata ga sopan banget,0.0
mau login kode verifikasi muncul padahal nomer operator beda,1.0
driver baguscm aplikasi nya yg gak bagus isi ulang kaspro gak sesuai yg isiupdate aplikasi tiba saldo hilang rbisi ulang kaspro sangat luaaamaaaa sekalibener maxim yg gak sesuai sangat buruk,0.0
nambah kesini ga makin baik malah tambah jelek,0.0
terima kasih,1.0
mau tanya mau login maxim kode otp nya gak keluar,0.0
mantap,1.0
kemudi baik,1.0
bagus,1.0
good,1.0
sangat bagus tepat waktu,1.0
alam sangat nyaman karna pertama kali tunggu pas naik buka pintu driper nya marah tumpang nya habis marahin smua,0.0
kemudi ramah,1.0
parah si maxim eror mulu susah klw buat sen driver gak mau buka,0.0
layan baik,1.0
harga cukup jangkau cuma buwat cari driver nya susah banget gk dapet udh sampir tengah jam lebh,0.0
baik,1.0
aplikasi jelas nomor pake daftar login bikin rugi download,1.0
saggat bagus,1.0
ramah supirnya mobil bersih wangi,1.0
good,1.0
sangat puas,1.0
lelet banget nyari ridernya aplikasi lambattt barusan tipu driver sen makan nembaknya minta bayar by tf kok sih kelas maxim aplikasi hack,0.0
makin hari makin naik tarifdriver suka minta ongkas tambahlebih baik naik angkot lebih murah,1.0
coba lengkap data susah selalu keluar tanggal lahir salah,0.0
drivernya malesan order ga mau ngambil sampe udah jam cepat cari nambah duit tetep aja gada yg mau ambil pdhl liat driver banyak keliling drivernya jual mahal,0.0
sangat baik,1.0
driver ramah sopan,1.0
tukang maxim ny marah,0.0
mapsa gajelas masa tikik penjemutan lokasi ada jauh km jadi jemput dong bukan ojolnya,0.0
selalu gak driver,0.0
akhir naik car maxim yg l yg tdinya argo dimintain uang argo sma driver dsni driver nyata naik tarif argo sendri semaunyabiasanya pda jujur argonya brp kali kecewa sma driver car maxim,1.0
maxim is a scam app the price was rm but the driver changed the price to rm and forced me to pay more i and all my friends and family will not use this scam app again i complain but no answer,0.0
layan baik,1.0
terima kasih,1.0
